ntbl.nfb.species
Abramis spp
Ageneiosus brevifilis
Alectis alexandrinus
Alepocephalus spp
Ambassidae
Arius spp
Aspitrigla cuculus
Aspius aspius
Atherinidae
Balistidae
Barbonymus goniontus
Bothus podus
Branchiostegidae
Brevoortia spp
Catostomus commersoni
Characidae
Chelidonichthyus lucernus
Clupea pallasi
Colisa fasciatus
Colisa lalius
Coregonus spp
Cyprinidae
Deania calceus
Dentex spp
Diplodus sargus
Etrumeus teres
Gymnura spp
Helicolenus dacthlopterus
Helostoma temminckii
Hemiramphidae
Hemiramphus spp
Hippoglossus hippoglossus 
Hypomesus pretious
Lagocepahlus lagocephalus
Leuciscus cephalus
Liza spp
Micorpogonias furnieri
Mullus barbatus
Mystus spp
Mastacembelus pancalus
Lepidocephalus guntea
Notopterus spp
Notothenia gibberifrons
Oncorhynchus gorbusha
Tilapia spp
Osteochilus hasselti
Pagelius erythrinus
Pagrus caeruleocinctus
Pampus spp
Pangasius hypophthalamus
Perca Fluviatilis
Pleuronectes vetulus
Protopterus spp
Psetta maxima
Pseudoplatystoma coruscans
Puntius spp
Puntius ticto
Sardinella spp
Scomber spp
Scomper spp
Scophthalmidae
Scorpaena porcus 
Sebastes marinus
Solea lascaris
Soleidae
Spicara spp
Synodontidae
Synodontis spp
Triakidae
Trichogaster spp
