species,taxon,max_length,TL,CA_mg,EPA_g,DHA_g,FE_mg,ZN_mg,HG_mcg,lwA,lwB,Habitat,Subgroup,Abs_lat,max_size
Amblypharyngodon mola,"Carps, barbels and other cyprinids",20,2.9,NA,NA,NA,NA,NA,NA,0.00794,3.18,freshwater,Finfish,24.4333,0.108917054665815
Amblypharyngodon mola,"Carps, barbels and other cyprinids",20,2.9,NA,NA,NA,NA,NA,NA,0.00794,3.18,freshwater,Finfish,24.4333,0.108917054665815
Anabas testudineus, Miscellaneous freshwater fishes,25,2.7,NA,NA,NA,NA,NA,NA,0.02692,2.9,freshwater,Finfish,22.816667,0.304860446034431
Anabas testudineus, Miscellaneous freshwater fishes,25,2.7,NA,0.011866184,0.096490812,NA,NA,NA,0.02692,2.9,freshwater,Finfish,15.116386,0.304860446034431
Anabas testudineus, Miscellaneous freshwater fishes,25,2.7,NA,0.008665437,0.073461047,NA,NA,NA,0.02692,2.9,freshwater,Finfish,15.190255,0.304860446034431
Anabas testudineus, Miscellaneous freshwater fishes,25,2.7,NA,0.004215618,0.039345768,NA,NA,NA,0.02692,2.9,freshwater,Finfish,14.761942,0.304860446034431
Anabas testudineus, Miscellaneous freshwater fishes,25,2.7,NA,NA,NA,NA,NA,NA,0.02692,2.9,freshwater,Finfish,24.4333,0.304860446034431
Anadara granosa," Clams, cockles, arkshells",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,Molluscs,3.144341,NA
Anarhichas lupus,Miscellaneous demersal fishes,150,3.2,NA,0.169891253,0.179600693,NA,NA,NA,0.00347,3.22,marine,Finfish,63.968654,35.2649545901455
Anarhichas lupus,Miscellaneous demersal fishes,150,3.2,NA,0.181546446,0.10213356,NA,NA,NA,0.00347,3.22,marine,Finfish,63.968654,35.2649545901455
Anarhichas lupus,Miscellaneous demersal fishes,150,3.2,NA,0.131686107,0.163997287,NA,NA,NA,0.00347,3.22,marine,Finfish,63.968654,35.2649545901455
Anarhichas lupus,Miscellaneous demersal fishes,150,3.2,6.8,NA,NA,0.15,0.78,25,0.00347,3.22,marine,Finfish,63.968654,35.2649545901455
Anchoa hepsetus,"Herrings, sardines, anchovies",12,3.33,NA,NA,NA,NA,NA,NA,0.002,3.859999895,marine,Finfish,19.173773,0.0292866361782307
Anguilla anguilla,River eels,50,3.5,NA,NA,NA,NA,NA,NA,0.00087,3.19,freshwater,Finfish,39.019184,0.228682834415693
Anguilla bicolor,River eels,120,3.6,NA,NA,NA,NA,NA,NA,0.00076,3.17,freshwater,Finfish,12.265754,2.96359014721014
Anguilla japonica,River eels,150,3.6,NA,NA,NA,NA,NA,NA,0.00071,3.18,freshwater,Finfish,31.596553,5.90511762089249
Anguilla rostrata,River eels,152,3.7,NA,0.0856776,0.1595376,NA,NA,NA,0.00166,3.069999933,freshwater,Finfish,35.131275,8.28643554968322
Anoplopoma fimbria,Miscellaneous demersal fishes,98,3.83,NA,0.35,0.42,NA,NA,NA,0.0058,3.140000105,marine,Finfish,45.9053,10.3723719088217
Aphanopus carbo,Miscellaneous demersal fishes,110,4.5,14,0.0479,0.1395,0.1,0.5,NA,0.000201,3.391000032,marine,Finfish,38.444217,1.6809651826542
Aphanopus carbo,Miscellaneous demersal fishes,110,4.5,NA,NA,NA,NA,NA,NA,0.000201,3.391000032,marine,Finfish,38.444217,1.6809651826542
Aphanopus carbo,Miscellaneous demersal fishes,110,4.5,11.9,0.0424763,0.12370675,NA,0.27,NA,0.000201,3.391000032,marine,Finfish,38.444217,1.6809651826542
Arctica islandica," Clams, cockles, arkshells",11,2,62.9,NA,NA,5.3,0.84,8,0.023009,2.632,marine,Molluscs,63.968654,0.0126719453545065
Ariomma bondi,Miscellaneous demersal fishes,30,3.5,NA,0.23866826,1.3073548,NA,NA,NA,0.01175,2.96,marine,Finfish,25.304304,0.276896062828729
Ariomma bondi,Miscellaneous demersal fishes,30,3.5,NA,0.16785216,1.427909,NA,NA,NA,0.01175,2.96,marine,Finfish,25.304304,0.276896062828729
Aristaeomorpha foliacea,"Shrimps, prawns",17.5,NA,NA,0.039948611,0.071709734,NA,NA,NA,NA,NA,marine,Crustacean,43.863529,NA
Aristaeomorpha foliacea,"Shrimps, prawns",17.5,NA,NA,0.037101517,0.064228696,NA,NA,NA,NA,NA,marine,Crustacean,43.863529,NA
Aristaeomorpha foliacea,"Shrimps, prawns",17.5,NA,NA,0.023645371,0.043766961,NA,NA,NA,NA,NA,marine,Crustacean,33.886917,NA
Aristaeomorpha foliacea,"Shrimps, prawns",17.5,NA,NA,0.030021745,0.057581619,NA,NA,NA,NA,NA,marine,Crustacean,33.886917,NA
Aristaeomorpha foliacea,"Shrimps, prawns",17.5,NA,NA,0.034584211,0.07125565,NA,NA,NA,NA,NA,marine,Crustacean,32.10119,NA
Aristaeomorpha foliacea,"Shrimps, prawns",17.5,NA,NA,0.037700714,0.070346104,NA,NA,NA,NA,NA,marine,Crustacean,36.5626,NA
Aristaeomorpha foliacea,"Shrimps, prawns",17.5,NA,NA,0.029671139,0.062500818,NA,NA,NA,NA,NA,marine,Crustacean,32.10119,NA
Aristaeomorpha foliacea,"Shrimps, prawns",17.5,NA,NA,0.030119591,0.056198482,NA,NA,NA,NA,NA,marine,Crustacean,36.5626,NA
Aristaeomorpha foliacea,"Shrimps, prawns",17.5,NA,NA,0.033838013,0.065869534,NA,NA,NA,NA,NA,marine,Crustacean,35.240117,NA
Aristaeomorpha foliacea,"Shrimps, prawns",17.5,NA,NA,0.022001845,0.041721764,NA,NA,NA,NA,NA,marine,Crustacean,35.240117,NA
Aristeus antennatus,"Shrimps, prawns",6,3.29,NA,0.006710598,0.007997562,NA,NA,NA,8e-04,2.4,marine,Crustacean,37.017954,5.89729683190815e-05
Aristeus antennatus,"Shrimps, prawns",6,3.29,NA,0.020545461,0.032266026,NA,NA,NA,8e-04,2.4,marine,Crustacean,37.017954,5.89729683190815e-05
Aristeus antennatus,"Shrimps, prawns",6,3.29,NA,0.1005696,0.111744,NA,NA,NA,8e-04,2.4,marine,Crustacean,39.019184,5.89729683190815e-05
Aristeus antennatus,"Shrimps, prawns",6,3.29,NA,NA,NA,NA,NA,NA,8e-04,2.4,marine,Crustacean,39.019184,5.89729683190815e-05
Aristeus antennatus,"Shrimps, prawns",6,3.29,NA,NA,NA,NA,NA,NA,8e-04,2.4,marine,Crustacean,39.019184,5.89729683190815e-05
Aristeus antennatus,"Shrimps, prawns",6,3.29,NA,NA,NA,NA,NA,NA,8e-04,2.4,marine,Crustacean,39.019184,5.89729683190815e-05
Arius spp, Miscellaneous coastal fishes,70,3.7,NA,0.03700088,0.11402312,NA,NA,NA,0.01096,2.98,marine,Finfish,16.041655,3.45304877899306
Arius spp, Miscellaneous coastal fishes,70,3.7,NA,0.03249876,0.18918921,NA,NA,NA,0.01096,2.98,marine,Finfish,16.041655,3.45304877899306
Arius spp, Miscellaneous coastal fishes,70,3.7,NA,0.03760532,0.27594174,NA,NA,NA,0.01096,2.98,marine,Finfish,16.041655,3.45304877899306
Arius spp, Miscellaneous coastal fishes,70,3.7,NA,0.03319092,0.33032868,NA,NA,NA,0.01096,2.98,marine,Finfish,16.041655,3.45304877899306
Arius spp, Miscellaneous coastal fishes,70,3.7,NA,0.03548732,0.48479288,NA,NA,NA,0.01096,2.98,marine,Finfish,16.041655,3.45304877899306
Arnoglossus laterna,"Flounders, halibuts, soles",25,3.6,NA,NA,NA,NA,NA,NA,0.00562,3.12,marine,Finfish,39.019184,0.129213872582273
Arripis trutta, Miscellaneous coastal fishes,75,4.07,NA,NA,NA,NA,NA,NA,0.0033,2.809999943,marine,Finfish,40.900557,0.612965431755725
Aspitrigla cuculus,Miscellaneous demersal fishes,50,3.9,NA,0.018991364,0.151529686,NA,NA,NA,0.00813,3.06,marine,Finfish,37.370157,1.28510543068294
Aspius aspius,"Carps, barbels and other cyprinids",120,4.5,70,NA,NA,0.9,0.6,68,NA,NA,freshwater,Finfish,41.53,NA
Aspius aspius,"Carps, barbels and other cyprinids",120,4.5,70,NA,NA,1,0.7,64,NA,NA,freshwater,Finfish,41.53,NA
Atheresthes stomias,"Flounders, halibuts, soles",69,4.26,NA,0.393730288,0.237639134,NA,NA,NA,0.01981,2.791300058,marine,Finfish,57.79,2.68945355778023
Atherina boyeri, Miscellaneous pelagic fishes,20,3.12,NA,0.34639424,0.47727936,NA,NA,NA,0.0075,3.023000002,marine,Finfish,37.266667,0.0642798630603476
Atherinidae, Miscellaneous pelagic fishes,20,3.2,NA,0.200510714,0.243160783,NA,NA,NA,0.00575,3.06,marine,Finfish,37.266667,0.0550578985754269
Atherinidae, Miscellaneous pelagic fishes,20,3.2,NA,0.16,0.32,NA,NA,NA,0.00575,3.06,marine,Finfish,37.509726,0.0550578985754269
Atherinidae, Miscellaneous pelagic fishes,20,3.2,NA,0.146054679,0.234779484,NA,NA,NA,0.00575,3.06,marine,Finfish,34.7,0.0550578985754269
Atrobucca nibe, Miscellaneous coastal fishes,45,3.6,NA,NA,NA,NA,NA,NA,0.00603,3.05,marine,Finfish,39.019184,0.664684389377375
Auxis rochei,"Tunas, bonitos, billfishes",50,4.1,NA,1.5807742,3.6417836,NA,NA,NA,0.00464,3.361999989,marine,Finfish,36.204824,2.39031488782063
Auxis rochei,"Tunas, bonitos, billfishes",50,4.1,NA,0.325155,0.8584092,NA,NA,NA,0.00464,3.361999989,marine,Finfish,36.204824,2.39031488782063
Auxis thazard,"Tunas, bonitos, billfishes",54,4.34,NA,0.5324,2.0086,NA,NA,NA,0.00955,3.06,marine,Finfish,23.372169,1.91041745119952
Auxis thazard,"Tunas, bonitos, billfishes",65,4.3,NA,1.3707943,3.7308216,NA,NA,NA,0.00997,3.130000114,marine,Finfish,36.204824,4.7110115746824
Auxis thazard,"Tunas, bonitos, billfishes",65,4.3,NA,0.4661453,1.3430523,NA,NA,NA,0.00997,3.130000114,marine,Finfish,36.204824,4.7110115746824
Bagrus docmak, Miscellaneous freshwater fishes,127,4.1,NA,0.38111275,0.659837,NA,NA,NA,0.00955,3.01,freshwater,Finfish,0.033333,20.5330077778066
Bagrus docmak, Miscellaneous freshwater fishes,127,4.1,NA,0.013,0.06384,NA,NA,NA,0.00955,3.01,freshwater,Finfish,0.755775,20.5330077778066
Bagrus docmak, Miscellaneous freshwater fishes,127,4.1,NA,0.01008,0.04712,NA,NA,NA,0.00955,3.01,freshwater,Finfish,1.504705,20.5330077778066
Balistidae, Miscellaneous coastal fishes,60,3.6,NA,0.015765698,0.057926456,NA,NA,NA,0.01905,2.93,marine,Finfish,37.370157,3.0894284646924
Balistidae, Miscellaneous coastal fishes,53,3.44,NA,NA,NA,NA,NA,NA,0.021400001,3,marine,Finfish,19.173773,3.185967948877
Barbonymus goniontus,"Carps, barbels and other cyprinids",40.5,2.4,NA,NA,NA,NA,NA,NA,0.01514,2.9,freshwater,Finfish,15.484682,0.694617055170104
Belone belone, Miscellaneous pelagic fishes,89,4.21,NA,0.490163256,2.161174356,NA,NA,NA,0.00055,3.177999973,marine,Finfish,42.163403,0.862033369884854
Bivalvia,Mussels,2.3,NA,NA,NA,NA,0.04,0.01579,NA,NA,NA,marine,Molluscs,36.632173,NA
Boops boops, Miscellaneous coastal fishes,30,3,NA,NA,NA,NA,NA,NA,0.0097,3,marine,Finfish,39.019184,0.2619
Boops boops, Miscellaneous coastal fishes,30,3,NA,0.165583808,0.60833344,NA,NA,NA,0.0097,3,marine,Finfish,38.963745,0.2619
Boops boops, Miscellaneous coastal fishes,30,3,NA,NA,NA,NA,NA,NA,0.0097,3,marine,Finfish,39.019184,0.2619
Boops boops, Miscellaneous coastal fishes,30,3,NA,0.0569166,0.1138332,NA,NA,NA,0.0097,3,marine,Finfish,39.019184,0.2619
Boops boops, Miscellaneous coastal fishes,30,3,NA,NA,NA,NA,NA,NA,0.0097,3,marine,Finfish,39.019184,0.2619
Bothus podus,"Flounders, halibuts, soles",45,3.4,NA,0.025146645,0.08477108,NA,NA,NA,0.00912,3.02,marine,Finfish,37.370157,0.896802127617942
Brama japonica, Miscellaneous pelagic fishes,61,4.4,8.8,NA,NA,0.29,0.3635,14,0.01905,2.94,marine,Finfish,57,3.37881718937371
Branchiostegidae,Miscellaneous demersal fishes,60,3.8,NA,NA,NA,NA,NA,NA,0.00832,3.11,marine,Finfish,19.173773,2.81951049170179
Brevoortia aurea,"Herrings, sardines, anchovies",26,2.75,NA,1.11824,2.38108,NA,NA,NA,0.00741,3.05,marine,Finfish,23.372169,0.153280503842738
Brevoortia spp,"Herrings, sardines, anchovies",26,2.8,NA,1.2169426,1.5180418,NA,NA,NA,0.00741,3.05,marine,Finfish,34.941407,0.153280503842738
Brosme brosme,"Cods, hakes, haddocks",120,4,NA,NA,NA,NA,NA,NA,0.00457,3.13,marine,Finfish,60.529651,14.7147707445022
Brosme brosme,"Cods, hakes, haddocks",120,4,NA,NA,NA,NA,NA,NA,0.00457,3.13,marine,Finfish,60.529651,14.7147707445022
Brycon orbignyanus, Miscellaneous freshwater fishes,79.5,2.5,NA,0.015256704,0.03337404,NA,NA,NA,NA,NA,freshwater,Finfish,18.327778,NA
Callinectes sapidus,"Crabs, sea-spiders",23,4,NA,NA,NA,NA,NA,NA,NA,NA,marine,Crustacean,36.5,NA
Callinectes sapidus,"Crabs, sea-spiders",23,4,NA,NA,NA,NA,NA,NA,NA,NA,marine,Crustacean,36.5,NA
Caranx crysos, Miscellaneous pelagic fishes,70,4.4,NA,0.34804382,1.319759711,NA,NA,NA,0.01788,2.95,marine,Finfish,37.370157,4.95914415189254
Caranx crysos, Miscellaneous pelagic fishes,70,4.4,NA,1.222,3.7036,NA,NA,NA,0.01788,2.95,marine,Finfish,23.372169,4.95914415189254
Carassius carassius,"Carps, barbels and other cyprinids",64,3.1,59,NA,NA,0.9,0.6,68,0.01905,3.04,freshwater,Finfish,41.53,5.89769217152976
Carassius carassius,"Carps, barbels and other cyprinids",64,3.1,NA,0.07539,0.05026,NA,NA,NA,0.01905,3.04,freshwater,Finfish,41.53,5.89769217152976
Carassius carassius,"Carps, barbels and other cyprinids",64,3.1,57,NA,NA,0.8,0.5,68,0.01905,3.04,freshwater,Finfish,41.53,5.89769217152976
Carcharhinus limbatus,"Sharks, rays, chimaeras",226,4.24,NA,0.01,0.0577,NA,NA,NA,0.00614,3.00999999,marine,Finfish,25.304304,74.8229366587572
Carcinus maenas,"Crabs, sea-spiders",10,NA,NA,0.154,0.115,NA,NA,NA,NA,NA,marine,Crustacean,43.133595,NA
Catostomus commersoni,"Carps, barbels and other cyprinids",65,2.8,NA,NA,NA,NA,NA,NA,0.01259,2.99,freshwater,Finfish,42.740759,3.31616908651045
Centrophorus squamosus,"Sharks, rays, chimaeras",164,4.22,NA,0.019594817,0.309691789,NA,NA,NA,0.00288,3.15,marine,Finfish,57.596278,27.299243299229
Centroscyllium fabricii,"Sharks, rays, chimaeras",82,3.9,NA,0.02412773,0.19725567,NA,NA,NA,9e-04,3.420000076,marine,Finfish,57.596278,3.15853744605779
Centroscymnus coelolepis,"Sharks, rays, chimaeras",120,4.2,NA,0.0223005,0.246420525,NA,NA,NA,0.0043,3.119999886,marine,Finfish,57.596278,13.1981696413185
Cephalopholis taeniops, Miscellaneous coastal fishes,70,4.4,NA,0.0513552,0.0995007,NA,NA,NA,0.01,3.09,marine,Finfish,14.764504,5.02751000623124
Cephalopholis taeniops, Miscellaneous coastal fishes,70,4.4,NA,0.052018886,0.100152544,NA,NA,NA,0.01,3.09,marine,Finfish,18.1,5.02751000623124
Cephalopholis taeniops, Miscellaneous coastal fishes,70,4.4,NA,0.051755392,0.044539496,NA,NA,NA,0.01,3.09,marine,Finfish,18.1,5.02751000623124
Cephalopholis taeniops, Miscellaneous coastal fishes,70,4.4,NA,0.06891212,0.036535305,NA,NA,NA,0.01,3.09,marine,Finfish,18.1,5.02751000623124
Cephalopholis taeniops, Miscellaneous coastal fishes,70,4.4,NA,0.066095,0.031884228,NA,NA,NA,0.01,3.09,marine,Finfish,18.1,5.02751000623124
Cephalopholis taeniops, Miscellaneous coastal fishes,70,4.4,NA,0.12182345,0.04575354,NA,NA,NA,0.01,3.09,marine,Finfish,18.1,5.02751000623124
Cephalopholis taeniops, Miscellaneous coastal fishes,70,4.4,NA,0.060909912,0.084198996,NA,NA,NA,0.01,3.09,marine,Finfish,18.1,5.02751000623124
Chaenocephalus aceratus,Miscellaneous demersal fishes,59,3.47,NA,0.4896,0.75276,NA,NA,NA,5e-04,3.665999889,marine,Finfish,62,1.55207706874942
Chaenocephalus aceratus,Miscellaneous demersal fishes,59,3.47,NA,NA,NA,NA,NA,NA,5e-04,3.665999889,marine,Finfish,82.862752,1.55207706874942
Chamelea gallina," Clams, cockles, arkshells",5,NA,245,0.2241162,0.166012,6.31,1.23,3,NA,NA,marine,Molluscs,44.067829,NA
Chamelea gallina," Clams, cockles, arkshells",5,NA,150,0.032793408,0.07957224,6.73,0.91,4,NA,NA,marine,Molluscs,44.067829,NA
Chamelea gallina," Clams, cockles, arkshells",5,NA,327,0.162592,0.14308096,6.44,1.38,1,NA,NA,marine,Molluscs,44.067829,NA
Chamelea gallina," Clams, cockles, arkshells",5,NA,67.5,0.2386878,0.15422904,10.7,1.48,5,NA,NA,marine,Molluscs,44.067829,NA
Chamelea gallina," Clams, cockles, arkshells",5,NA,304,0.05983072,0.10292912,8.2,1.28,2,NA,NA,marine,Molluscs,44.067829,NA
Chamelea gallina," Clams, cockles, arkshells",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,Molluscs,40.403611,NA
Chamelea gallina," Clams, cockles, arkshells",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,Molluscs,40.403611,NA
Chamelea gallina," Clams, cockles, arkshells",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,Molluscs,40.403611,NA
Chamelea gallina," Clams, cockles, arkshells",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,Molluscs,40.403611,NA
Champsocephalus gunnari,Miscellaneous demersal fishes,54,3.23,NA,NA,NA,NA,NA,NA,0.0017,3.421000004,marine,Finfish,82.862752,1.4353836025669
Chanda nama, Miscellaneous coastal fishes,11,3.6,NA,NA,NA,NA,NA,NA,0.01955,3.01,marine,Finfish,24.4333,0.0266525486070039
Channa marulius, Miscellaneous freshwater fishes,183,4.5,1306.45,NA,NA,1.35,1.321593,NA,0.00912,2.93,freshwater,Finfish,12.265754,38.8129391369534
Channa micropeltes, Miscellaneous freshwater fishes,130,3.9,1085.84,NA,NA,1.23,1.440597,NA,NA,NA,freshwater,Finfish,12.265754,NA
Channa punctata, Miscellaneous freshwater fishes,31,3.8,NA,NA,NA,NA,NA,NA,0.01202,2.93,freshwater,Finfish,22.816667,0.281575089352953
Channa punctata, Miscellaneous freshwater fishes,31,3.8,NA,NA,NA,NA,NA,NA,0.01202,2.93,freshwater,Finfish,24.4333,0.281575089352953
Channa punctata, Miscellaneous freshwater fishes,31,3.8,NA,NA,NA,NA,NA,NA,0.01202,2.93,freshwater,Finfish,24.4333,0.281575089352953
Channa punctata, Miscellaneous freshwater fishes,31,3.8,NA,NA,NA,NA,NA,NA,0.01202,2.93,freshwater,Finfish,24.4333,0.281575089352953
Channa striata, Miscellaneous freshwater fishes,100,3.7,71,NA,0.022882,0.3,0.7,NA,0.01096,2.92,freshwater,Finfish,14.903036,7.58246744127154
Channa striata, Miscellaneous freshwater fishes,100,3.7,NA,NA,NA,NA,NA,NA,0.01096,2.92,freshwater,Finfish,15.484682,7.58246744127154
Channa striata, Miscellaneous freshwater fishes,100,3.7,NA,0.004762087,0.102033569,NA,NA,NA,0.01096,2.92,freshwater,Finfish,15.116386,7.58246744127154
Channa striata, Miscellaneous freshwater fishes,100,3.7,NA,0.00624536,0.105780785,NA,NA,NA,0.01096,2.92,freshwater,Finfish,15.190255,7.58246744127154
Channa striata, Miscellaneous freshwater fishes,100,3.7,NA,0.005855025,0.106093053,NA,NA,NA,0.01096,2.92,freshwater,Finfish,15.072255,7.58246744127154
Characidae, Miscellaneous freshwater fishes,56,2,NA,0.003706289,0.03488272,NA,NA,NA,NA,NA,freshwater,Finfish,15.601411,NA
Chela cachius,"Carps, barbels and other cyprinids",6,2.9,NA,NA,NA,NA,NA,NA,0.01,3.04,freshwater,Finfish,24.4333,0.00232049053415705
Chelidonichthys lucerna,Miscellaneous demersal fishes,75,3.7,NA,NA,NA,NA,NA,NA,0.00724,3.04,marine,Finfish,39.019184,3.63015197424552
Chelidonichthyus lucernus,Miscellaneous demersal fishes,75,3.7,NA,0.007016698,0.023552308,NA,NA,NA,0.00724,3.04,marine,Finfish,39.53794,3.63015197424552
Chelidonichthyus lucernus,Miscellaneous demersal fishes,75,3.7,NA,0.008749,0.02740456,NA,NA,NA,0.00724,3.04,marine,Finfish,39.53794,3.63015197424552
Chelidonichthyus lucernus,Miscellaneous demersal fishes,75,3.7,NA,0.094753208,0.200428976,NA,NA,NA,0.00724,3.04,marine,Finfish,39.53794,3.63015197424552
Chelon labrosus, Miscellaneous coastal fishes,92,2.59,NA,0.098861323,0.083924529,NA,NA,NA,0.00635,3,marine,Finfish,37.370157,4.9446688
Chionoecetes opilio,"Crabs, sea-spiders",20,2.3,NA,0.39047856,0.21243016,NA,NA,NA,NA,NA,marine,Crustacean,53.041213,NA
Chionoecetes spp,"Crabs, sea-spiders",14,NA,NA,1.20285898,1.6908252,NA,NA,NA,NA,NA,marine,Crustacean,53.041213,NA
Chionoecetes spp,"Crabs, sea-spiders",14,NA,NA,0.032886527,0.014421351,NA,NA,NA,NA,NA,marine,Crustacean,53.041213,NA
Chionoecetes spp,"Crabs, sea-spiders",14,NA,NA,0.69759552,0.88336824,NA,NA,NA,NA,NA,marine,Crustacean,53.041213,NA
Chionoecetes spp,"Crabs, sea-spiders",14,NA,NA,0.14442624,0.12379392,NA,NA,NA,NA,NA,marine,Crustacean,53.041213,NA
Chirocentrus dorab,"Herrings, sardines, anchovies",100,4.5,NA,NA,NA,NA,NA,NA,0.00509,2.987169981,marine,Finfish,3.144341,4.79797238835938
Chondrostoma nasus,"Carps, barbels and other cyprinids",50,2,57,NA,NA,1,0.5,22,0.00794,3.13,freshwater,Finfish,41.53,1.65042812554769
Chondrostoma nasus,"Carps, barbels and other cyprinids",50,2,53,NA,NA,0.9,0.5,53,0.00794,3.13,freshwater,Finfish,41.53,1.65042812554769
Chondrostoma nasus,"Carps, barbels and other cyprinids",50,2,NA,0.064194,0.096291,NA,NA,NA,0.00794,3.13,freshwater,Finfish,41.53,1.65042812554769
Cipangopaludina chinensis,"Abalones, winkles, conchs",6.5,NA,1200,0.00334248,0.003676728,4.3,8.1,NA,NA,NA,marine,Molluscs,14.903036,NA
Clarias batrachus, Miscellaneous freshwater fishes,47,3.4,NA,NA,NA,NA,NA,NA,0.00794,2.95,freshwater,Finfish,22.816667,0.680000423743103
