"","species","taxon","max_size","max_length","TL","CA_mg","EPA_g","DHA_g","FE_mg","ZN_mg","HG_mcg","FAT","PROTCNT_g","lwA","lwB","Habitat","Subgroup","Abs_lat","autoctr","StockCode","EcologyRefNo","HabitatsRef","Neritic","SupraLittoralZone","Saltmarshes","LittoralZone","TidePools","Intertidal","SubLittoral","Caves","Oceanic","Epipelagic","Mesopelagic","Bathypelagic","Abyssopelagic","Hadopelagic","Estuaries","Mangroves","MarshesSwamps","CaveAnchialine","Stream","Lakes","Cave","Cave2","Herbivory2","HerbivoryRef","FeedingType","FeedingTypeRef","DietTroph","DietSeTroph","DietTLu","DietseTLu","DietRemark","DietRef","FoodTroph","FoodSeTroph","FoodRemark","FoodRef","AddRems","AssociationRef","Parasitism","Solitary","Symbiosis","Symphorism","Commensalism","Mutualism","Epiphytic","Schooling","SchoolingFrequency","SchoolingLifestage","Shoaling","ShoalingFrequency","ShoalingLifestage","SchoolShoalRef","AssociationsWith","AssociationsRemarks","OutsideHost","OHRemarks","InsideHost","IHRemarks","SubstrateRef","Benthic","Sessile","Mobile","Demersal","Endofauna","Pelagic","Megabenthos","Macrobenthos","Meiobenthos","SoftBottom","Sand","Coarse","Fine","Level","Sloping","Silt","Mud","Ooze","Detritus","Organic","HardBottom","Rocky","Rubble","SpecialHabitatRef","Macrophyte","BedsBivalve","BedsRock","SeaGrassBeds","BedsOthers","CoralReefs","ReefExclusive","DropOffs","ReefFlats","Lagoons","Burrows","Tunnels","Crevices","Vents","Seamounts","DeepWaterCorals","Vegetation","Leaves","Stems","Roots","Driftwood","OInverterbrates","OIRemarks","Verterbrates","VRemarks","Pilings","BoatHulls","Corals","SoftCorals","OnPolyp","BetweenPolyps","HardCorals","OnExoskeleton","InterstitialSpaces","Entered","Dateentered","Modified","Datemodified","Expert","Datechecked","TS","SpecCode"
"385","Mastacembelus armatus"," Miscellaneous freshwater fishes",1.44018447637902,90,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.00339,2.88,"freshwater","Finfish",24.4333,5115,10463,33813,33813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,"plants/detritus+animals (troph. 2.2-2.79)",33813,"variable",59235,NA,NA,3.34,0.55,NA,59235,2.78,0.27,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Lives in highland streams to lowland wetlands (Ref. 57235).  Usually found in streams and rivers with sand, pebble, or boulder substrate.  Seldom leaves the bottom except when disturbed.  Also occurs in still waters, both in coastal marshes and dry zone tanks.  Sometimes stays partially buried in fine substrate.  Enters flooded forest (Ref. 9497).  Reported to occur in areas with rocky bottoms in the Mekong mainstream during the dry season, but enter canals, lakes and other floodplain areas during the flood season (Ref. 37770).  Forages at night on benthic insect larvae, worms and some submerged plant material (Ref. 12693).  Common during the summer months.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"2000-04-28 00:00:00 +0000",309,"2007-11-15 00:00:00 +0000",NA,NA,NA,10140
"386","Nandus nandus"," Miscellaneous freshwater fishes",0.10184789113657,20,3.9,NA,NA,NA,NA,NA,NA,NA,NA,0.01096,3.05,"freshwater","Finfish",22.816667,5168,10583,12693,12693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,"mainly animals (troph. 2.8 and up)",12693,"hunting macrofauna (predator)",12975,NA,NA,NA,NA,NA,NA,3.89,0.63,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,393,"2000-10-10 00:00:00 +0000",10,"2001-08-01 00:00:00 +0000",NA,NA,NA,10260
"387","Nemipterus japonicus"," Miscellaneous coastal fishes",0.121861881449085,32,3.82,NA,NA,NA,NA,NA,NA,NA,105,0.00474,2.930000067,"marine","Finfish",3.144341,2589,4744,3810,3810,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",3810,"hunting macrofauna (predator)",1065,NA,NA,NA,NA,NA,NA,3.76999998092651,0.5119,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Small fish are generally most abundant in less than 27 m depth; only larger fish occur in depths greater than 45 m (Ref. 1065).        ",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,"1992-06-18 00:00:00 +0000",393,"2014-04-08 00:00:00 +0000",NA,NA,NA,4559
"388","Notopterus notopterus"," Miscellaneous freshwater fishes",1.55718911084939,60,3.5,NA,NA,NA,NA,NA,NA,NA,NA,0.00692,3.01,"freshwater","Finfish",22.816667,4456,8301,9497,13497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,"mainly animals (troph. 2.8 and up)",13497,"hunting macrofauna (predator)",NA,3.52,NA,3.53,0.59,"Troph of adults from 1 study.",13497,3.4,0.49,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Found in clear streams and enters brackish waters (Ref. 4832). Inhabits standing and sluggish waters of lakes, floodplains, canals and ponds (Ref. 12693). Undertakes localized lateral migrations from the Mekong River to floodplains during the flood season and back to the mainstream or other permanent water bodies during the dry season (Ref. 37770). Common in tanks throughout the greater parts of India. Feeds on insects, fish (Ref. 12693), crustaceans and some young roots of aquatic plants (Ref. 6459).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1997-04-08 00:00:00 +0000",309,"2002-10-16 00:00:00 +0000",NA,NA,NA,7990
"389","Notothenia neglecta"," Miscellaneous coastal fishes",1.15886563096846,45,3.1,NA,NA,NA,NA,NA,NA,NA,141,0.00617,3.19,"marine","Finfish",82.862752,7909,47581,38440,NA,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"plants/detritus+animals (troph. 2.2-2.79)",38408,"hunting macrofauna (predator)",NA,3.34,0.186,3.07,0.310000002384186,"Troph of juv./adults from 2 studies.",57298,3.26,0.42,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Feeds on macroalgae (mainly <i>Palmaria decipiens</i> and <i>Monostroma hariotii</i>) with 10-40% of diet and benthic animals with 60-90% of diet.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,"2001-05-23 00:00:00 +0000",1,"2001-05-28 16:46:45 +0000",NA,NA,NA,58010
"390","Notothenia neglecta"," Miscellaneous coastal fishes",1.15886563096846,45,3.1,NA,0.51678,0.79431,NA,NA,NA,3.19,NA,0.00617,3.19,"marine","Finfish",62,7909,47581,38440,NA,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"plants/detritus+animals (troph. 2.2-2.79)",38408,"hunting macrofauna (predator)",NA,3.34,0.186,3.07,0.310000002384186,"Troph of juv./adults from 2 studies.",57298,3.26,0.42,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Feeds on macroalgae (mainly <i>Palmaria decipiens</i> and <i>Monostroma hariotii</i>) with 10-40% of diet and benthic animals with 60-90% of diet.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,"2001-05-23 00:00:00 +0000",1,"2001-05-28 16:46:45 +0000",NA,NA,NA,58010
"391","Oblada melanura"," Miscellaneous coastal fishes",0.54400184857069,34,3,NA,NA,NA,NA,NA,NA,NA,138,0.01202,3.04,"marine","Finfish",39.019184,710,866,3688,3688,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",3688,"hunting macrofauna (predator)",3688,NA,NA,3.03,0.12,NA,28228,3.38,0.35,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Gregarious, forms aggregations over rocky bottoms or seagrass beds (<i>Zostera</i> and seaweeds). Omnivorous but feeds mainly on small invertebrates.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,95541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,NA,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,574,"2000-10-19 00:00:00 +0000",574,"2001-06-27 00:00:00 +0000",NA,NA,NA,850
"392","Odax pullus"," Miscellaneous coastal fishes",0.594909450135626,40,2.1,NA,NA,NA,NA,NA,NA,NA,99,0.00692,3.08,"marine","Finfish",40.900557,5846,13169,26966,26966,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly plants/detritus (troph. 2-2.19)",26966,"browsing on substrate",26966,2.06,0.045,2.26,0.09,"Troph of adults from 3 studies.",27953,2.73,0.29,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1998-11-24 00:00:00 +0000",711,"2001-11-05 00:00:00 +0000",NA,NA,NA,12840
"393","Oncorhynchus kisutch","Salmons, trouts, smelts",11.1930519201145,88,4.25,NA,NA,NA,NA,NA,NA,NA,204,0.01148,3.08,"marine","Finfish",48.368122,377,259,1998,52559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,"mainly animals (troph. 2.8 and up)",1998,"hunting macrofauna (predator)",1998,NA,NA,4.22,0.73,NA,12566,4.18,0.7,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"The fish occur in the ocean or in lakes; adults return to the rivers where they were born (Ref. 27547).  The young fish emerge in springtime and they usually live in fresh water for 1-2 years (sometimes up to 4 years, Ref. 27547); later they migrate at night to freshwater lakes or to the sea (Ref. 1998).  Epipelagic (Ref. 58426).  The fish that stay more than two years in fresh water and become sexually ripe without ever going to sea, are called residuals; they never spawn (Ref. 27547). Young fish in lakes and rivers eat mainly insects; they stay almost entirely in deep parts of the river and soon become strongly territorial (Ref. 27547). Upon reaching the sea, the smolts remain close to the coast for a certain time, eating planktonic crustaceans (Ref. 27547). As they grow, they migrate farther out into the sea and hunt larger organisms (Ref. 27547) such as jellyfish, squids and fishes (Ref. 58426).  They are hunted by various fishes, birds (mergansers, loons and kingfishers), mammals and lampreys (Ref. 1998).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,21,"1992-12-15 00:00:00 +0000",309,"2007-07-31 00:00:00 +0000",711,"2001-05-11 00:00:00 +0000",NA,245
"394","Oncorhynchus kisutch","",11.1930519201145,88,4.25,8,NA,NA,0.4,0.4,1,NA,1,0.01148,3.08,"marine","Finfish",52.372895,377,259,1998,52559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,"mainly animals (troph. 2.8 and up)",1998,"hunting macrofauna (predator)",1998,NA,NA,4.22,0.73,NA,12566,4.18,0.7,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"The fish occur in the ocean or in lakes; adults return to the rivers where they were born (Ref. 27547).  The young fish emerge in springtime and they usually live in fresh water for 1-2 years (sometimes up to 4 years, Ref. 27547); later they migrate at night to freshwater lakes or to the sea (Ref. 1998).  Epipelagic (Ref. 58426).  The fish that stay more than two years in fresh water and become sexually ripe without ever going to sea, are called residuals; they never spawn (Ref. 27547). Young fish in lakes and rivers eat mainly insects; they stay almost entirely in deep parts of the river and soon become strongly territorial (Ref. 27547). Upon reaching the sea, the smolts remain close to the coast for a certain time, eating planktonic crustaceans (Ref. 27547). As they grow, they migrate farther out into the sea and hunt larger organisms (Ref. 27547) such as jellyfish, squids and fishes (Ref. 58426).  They are hunted by various fishes, birds (mergansers, loons and kingfishers), mammals and lampreys (Ref. 1998).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,21,"1992-12-15 00:00:00 +0000",309,"2007-07-31 00:00:00 +0000",711,"2001-05-11 00:00:00 +0000",NA,245
"395","Oncorhynchus kisutch","Salmons, trouts, smelts",11.1930519201145,88,4.25,NA,NA,NA,NA,NA,NA,NA,241,0.01148,3.08,"marine","Finfish",48.368122,377,259,1998,52559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,"mainly animals (troph. 2.8 and up)",1998,"hunting macrofauna (predator)",1998,NA,NA,4.22,0.73,NA,12566,4.18,0.7,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"The fish occur in the ocean or in lakes; adults return to the rivers where they were born (Ref. 27547).  The young fish emerge in springtime and they usually live in fresh water for 1-2 years (sometimes up to 4 years, Ref. 27547); later they migrate at night to freshwater lakes or to the sea (Ref. 1998).  Epipelagic (Ref. 58426).  The fish that stay more than two years in fresh water and become sexually ripe without ever going to sea, are called residuals; they never spawn (Ref. 27547). Young fish in lakes and rivers eat mainly insects; they stay almost entirely in deep parts of the river and soon become strongly territorial (Ref. 27547). Upon reaching the sea, the smolts remain close to the coast for a certain time, eating planktonic crustaceans (Ref. 27547). As they grow, they migrate farther out into the sea and hunt larger organisms (Ref. 27547) such as jellyfish, squids and fishes (Ref. 58426).  They are hunted by various fishes, birds (mergansers, loons and kingfishers), mammals and lampreys (Ref. 1998).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,21,"1992-12-15 00:00:00 +0000",309,"2007-07-31 00:00:00 +0000",711,"2001-05-11 00:00:00 +0000",NA,245
"396","Oncorhynchus kisutch","",11.1930519201145,88,4.25,66,NA,NA,0.6,0.7,1,NA,1,0.01148,3.08,"marine","Finfish",52.372895,377,259,1998,52559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,"mainly animals (troph. 2.8 and up)",1998,"hunting macrofauna (predator)",1998,NA,NA,4.22,0.73,NA,12566,4.18,0.7,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"The fish occur in the ocean or in lakes; adults return to the rivers where they were born (Ref. 27547).  The young fish emerge in springtime and they usually live in fresh water for 1-2 years (sometimes up to 4 years, Ref. 27547); later they migrate at night to freshwater lakes or to the sea (Ref. 1998).  Epipelagic (Ref. 58426).  The fish that stay more than two years in fresh water and become sexually ripe without ever going to sea, are called residuals; they never spawn (Ref. 27547). Young fish in lakes and rivers eat mainly insects; they stay almost entirely in deep parts of the river and soon become strongly territorial (Ref. 27547). Upon reaching the sea, the smolts remain close to the coast for a certain time, eating planktonic crustaceans (Ref. 27547). As they grow, they migrate farther out into the sea and hunt larger organisms (Ref. 27547) such as jellyfish, squids and fishes (Ref. 58426).  They are hunted by various fishes, birds (mergansers, loons and kingfishers), mammals and lampreys (Ref. 1998).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,21,"1992-12-15 00:00:00 +0000",309,"2007-07-31 00:00:00 +0000",711,"2001-05-11 00:00:00 +0000",NA,245
"397","Oncorhynchus kisutch","",7.12603173803049,76,NA,29,NA,NA,0.8,0.67,1,NA,1,0.01148,3.08,"marine","Finfish",52.372895,377,259,1998,52559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,"mainly animals (troph. 2.8 and up)",1998,"hunting macrofauna (predator)",1998,NA,NA,4.22,0.73,NA,12566,4.18,0.7,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"The fish occur in the ocean or in lakes; adults return to the rivers where they were born (Ref. 27547).  The young fish emerge in springtime and they usually live in fresh water for 1-2 years (sometimes up to 4 years, Ref. 27547); later they migrate at night to freshwater lakes or to the sea (Ref. 1998).  Epipelagic (Ref. 58426).  The fish that stay more than two years in fresh water and become sexually ripe without ever going to sea, are called residuals; they never spawn (Ref. 27547). Young fish in lakes and rivers eat mainly insects; they stay almost entirely in deep parts of the river and soon become strongly territorial (Ref. 27547). Upon reaching the sea, the smolts remain close to the coast for a certain time, eating planktonic crustaceans (Ref. 27547). As they grow, they migrate farther out into the sea and hunt larger organisms (Ref. 27547) such as jellyfish, squids and fishes (Ref. 58426).  They are hunted by various fishes, birds (mergansers, loons and kingfishers), mammals and lampreys (Ref. 1998).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,21,"1992-12-15 00:00:00 +0000",309,"2007-07-31 00:00:00 +0000",711,"2001-05-11 00:00:00 +0000",NA,245
"398","Oncorhynchus mykiss","Salmons, trouts, smelts",19.0512092482775,120,4.4,NA,NA,NA,NA,NA,NA,NA,208,0.00955,3.03,"freshwater","Finfish",46.207215,371,253,6258,4887,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,"mainly animals (troph. 2.8 and up)",26523,"hunting macrofauna (predator)",26523,4.08,0.281,NA,NA,"Troph of adults from 3 studies.",39862,3.53,0.63,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Anadromous (Ref. 5951).  Young rainbow trout feed predominantly on zooplankton (Ref. 26523).  Rainbow trout of all sizes fed mainly on midge (adults, larvae and pupae).  As the fish grew larger, terrestrial prey became the most important food item (Ref. 55755).  Possible cohabitation with <i>G. olidus</i> (Ref. 26860).  Rainbow trout also have sea dwelling populations known as 'steelhead' (Ref. 6390).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,"Parasites found are <i>Echinorhynchus lateralis</i>, <i>Crepidostomum farionis</i>, <i>Eubothrium salvelini</i>, <i>Trichophyra piscium</i>, <i>Dibothriocephalus</i> sp., <i>Lepeophtheirus salmonis</i> and <i>Caligus elongatus</i> (Ref. 5951).",0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,10,"1992-12-09 00:00:00 +0000",309,"2007-11-13 00:00:00 +0000",NA,NA,NA,239
"399","Oncorhynchus mykiss","Salmons, trouts, smelts",19.0512092482775,120,4.4,NA,NA,NA,NA,NA,NA,NA,156,0.00955,3.03,"freshwater","Finfish",46.207215,371,253,6258,4887,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,"mainly animals (troph. 2.8 and up)",26523,"hunting macrofauna (predator)",26523,4.08,0.281,NA,NA,"Troph of adults from 3 studies.",39862,3.53,0.63,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Anadromous (Ref. 5951).  Young rainbow trout feed predominantly on zooplankton (Ref. 26523).  Rainbow trout of all sizes fed mainly on midge (adults, larvae and pupae).  As the fish grew larger, terrestrial prey became the most important food item (Ref. 55755).  Possible cohabitation with <i>G. olidus</i> (Ref. 26860).  Rainbow trout also have sea dwelling populations known as 'steelhead' (Ref. 6390).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,"Parasites found are <i>Echinorhynchus lateralis</i>, <i>Crepidostomum farionis</i>, <i>Eubothrium salvelini</i>, <i>Trichophyra piscium</i>, <i>Dibothriocephalus</i> sp., <i>Lepeophtheirus salmonis</i> and <i>Caligus elongatus</i> (Ref. 5951).",0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,10,"1992-12-09 00:00:00 +0000",309,"2007-11-13 00:00:00 +0000",NA,NA,NA,239
"400","Oncorhynchus mykiss","Salmons, trouts, smelts",19.0512092482775,120,4.4,NA,NA,NA,NA,NA,NA,NA,108,0.00955,3.03,"freshwater","Finfish",42.740759,371,253,6258,4887,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,"mainly animals (troph. 2.8 and up)",26523,"hunting macrofauna (predator)",26523,4.08,0.281,NA,NA,"Troph of adults from 3 studies.",39862,3.53,0.63,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Anadromous (Ref. 5951).  Young rainbow trout feed predominantly on zooplankton (Ref. 26523).  Rainbow trout of all sizes fed mainly on midge (adults, larvae and pupae).  As the fish grew larger, terrestrial prey became the most important food item (Ref. 55755).  Possible cohabitation with <i>G. olidus</i> (Ref. 26860).  Rainbow trout also have sea dwelling populations known as 'steelhead' (Ref. 6390).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,"Parasites found are <i>Echinorhynchus lateralis</i>, <i>Crepidostomum farionis</i>, <i>Eubothrium salvelini</i>, <i>Trichophyra piscium</i>, <i>Dibothriocephalus</i> sp., <i>Lepeophtheirus salmonis</i> and <i>Caligus elongatus</i> (Ref. 5951).",0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,10,"1992-12-09 00:00:00 +0000",309,"2007-11-13 00:00:00 +0000",NA,NA,NA,239
"401","Oncorhynchus tshawytscha","Salmons, trouts, smelts",29.8483843684906,121,4.4,NA,0.44,0.55,NA,NA,NA,7,NA,0.01148,3.08,"marine","Finfish",45.9053,376,258,1998,52559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,"mainly animals (troph. 2.8 and up)",1998,"hunting macrofauna (predator)",NA,4.4,0.66,4.44,0.78,"Troph of juv./adults from 1 study.",30612,3.83,0.67,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Adults return to natal streams from the sea  to spawn (Ref. 27547).  Fry may migrate to the sea after only 3 months in fresh water, some may stay for as long as 3 years, but generally most stay a year in the stream before migrating (Ref. 27547).  Some individuals remain close inshore throughout their lives, but some make extensive migrations (Ref. 27547, 44894).  Also found in lakes (Ref. 1998).  Possibly up to 375 m depth (Ref. 6793).  Epipelagic (Ref. 58426).  Food in streams is mainly terrestrial insects and small crustaceans; in the sea, major food items include fishes, crustaceans, crabs and other invertebrates (Ref. 9137, 27547).  Young are preyed upon by fishes and birds (such as mergansers and kingfishers); adults are prey of large mammals and large birds (Ref. 1998).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1997-04-08 00:00:00 +0000",309,"2007-07-31 00:00:00 +0000",574,"2001-05-28 00:00:00 +0000",NA,244
"402","Oncorhynchus tshawytscha","Salmons, trouts, smelts",29.8483843684906,121,4.4,NA,NA,NA,NA,NA,NA,NA,188,0.01148,3.08,"marine","Finfish",45.867615,376,258,1998,52559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,"mainly animals (troph. 2.8 and up)",1998,"hunting macrofauna (predator)",NA,4.4,0.66,4.44,0.78,"Troph of juv./adults from 1 study.",30612,3.83,0.67,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Adults return to natal streams from the sea  to spawn (Ref. 27547).  Fry may migrate to the sea after only 3 months in fresh water, some may stay for as long as 3 years, but generally most stay a year in the stream before migrating (Ref. 27547).  Some individuals remain close inshore throughout their lives, but some make extensive migrations (Ref. 27547, 44894).  Also found in lakes (Ref. 1998).  Possibly up to 375 m depth (Ref. 6793).  Epipelagic (Ref. 58426).  Food in streams is mainly terrestrial insects and small crustaceans; in the sea, major food items include fishes, crustaceans, crabs and other invertebrates (Ref. 9137, 27547).  Young are preyed upon by fishes and birds (such as mergansers and kingfishers); adults are prey of large mammals and large birds (Ref. 1998).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,"1997-04-08 00:00:00 +0000",309,"2007-07-31 00:00:00 +0000",574,"2001-05-28 00:00:00 +0000",NA,244
