number_of_targets,number_of_species,threshold
0.86,1.0,37
1.33,2.0,37
1.93,3.0,37
2.24,4.0,37
2.65,5.0,37
2.92,6.0,37
3.23,7.0,37
3.52,8.0,37
3.72,9.0,37
3.88,10.0,37
3.99,11.0,37
4.16,12.0,37
4.27,13.0,37
4.34,14.0,37
4.41,15.0,37
4.51,16.0,37
4.61,17.0,37
4.64,18.0,37
4.7,19.0,37
4.73,20.0,37
4.79,21.0,37
4.82,22.0,37
4.86,23.0,37
4.87,24.0,37
4.9,25.0,37
4.91,26.0,37
4.92,27.0,37
4.92,28.0,37
4.94,29.0,37
4.94,30.0,37
4.94,31.0,37
4.97,32.0,37
4.97,33.0,37
4.97,34.0,37
4.97,35.0,37
4.97,36.0,37
4.97,37.0,37
4.98,38.0,37
4.98,39.0,37
4.98,40.0,37
4.98,41.0,37
4.98,42.0,37
4.99,43.0,37
4.99,44.0,37
4.99,45.0,37
4.99,46.0,37
5.0,47.0,37
5.0,48.0,37
5.0,49.0,37
5.0,50.0,37
5.0,51.0,37
5.0,52.0,37
5.0,53.0,37
5.0,54.0,37
5.0,55.0,37
5.0,56.0,37
5.0,57.0,37
5.0,58.0,37
5.0,59.0,37
5.0,60.0,37
5.0,61.0,37
5.0,62.0,37
5.0,63.0,37
5.0,64.0,37
5.0,65.0,37
5.0,66.0,37
5.0,67.0,37
5.0,68.0,37
5.0,69.0,37
5.0,70.0,37
5.0,71.0,37
5.0,72.0,37
5.0,73.0,37
5.0,74.0,37
5.0,75.0,37
5.0,76.0,37
5.0,77.0,37
5.0,78.0,37
5.0,79.0,37
5.0,80.0,37
5.0,81.0,37
5.0,82.0,37
5.0,83.0,37
5.0,84.0,37
5.0,85.0,37
5.0,86.0,37
5.0,87.0,37
5.0,88.0,37
5.0,89.0,37
5.0,90.0,37
5.0,91.0,37
5.0,92.0,37
5.0,93.0,37
5.0,94.0,37
5.0,95.0,37
5.0,96.0,37
5.0,97.0,37
5.0,98.0,37
5.0,99.0,37
5.0,100.0,37
5.0,101.0,37
5.0,102.0,37
5.0,103.0,37
5.0,104.0,37
5.0,105.0,37
5.0,106.0,37
5.0,107.0,37
5.0,108.0,37
