number_of_targets,number_of_species,threshold
0.91,1.0,45
1.33,2.0,45
1.59,3.0,45
2.08,4.0,45
2.43,5.0,45
2.7,6.0,45
2.88,7.0,45
3.1,8.0,45
3.25,9.0,45
3.4,10.0,45
3.5,11.0,45
3.63,12.0,45
3.73,13.0,45
3.87,14.0,45
3.98,15.0,45
4.06,16.0,45
4.13,17.0,45
4.21,18.0,45
4.26,19.0,45
4.29,20.0,45
4.34,21.0,45
4.43,22.0,45
4.47,23.0,45
4.51,24.0,45
4.55,25.0,45
4.58,26.0,45
4.61,27.0,45
4.62,28.0,45
4.65,29.0,45
4.69,30.0,45
4.73,31.0,45
4.76,32.0,45
4.76,33.0,45
4.77,34.0,45
4.79,35.0,45
4.79,36.0,45
4.82,37.0,45
4.84,38.0,45
4.85,39.0,45
4.88,40.0,45
4.88,41.0,45
4.92,42.0,45
4.94,43.0,45
4.94,44.0,45
4.95,45.0,45
4.96,46.0,45
4.97,47.0,45
4.97,48.0,45
4.97,49.0,45
4.97,50.0,45
4.98,51.0,45
4.98,52.0,45
4.98,53.0,45
4.98,54.0,45
4.99,55.0,45
4.99,56.0,45
4.99,57.0,45
4.99,58.0,45
4.99,59.0,45
5.0,60.0,45
5.0,61.0,45
5.0,62.0,45
5.0,63.0,45
5.0,64.0,45
5.0,65.0,45
5.0,66.0,45
5.0,67.0,45
5.0,68.0,45
5.0,69.0,45
5.0,70.0,45
5.0,71.0,45
5.0,72.0,45
5.0,73.0,45
5.0,74.0,45
5.0,75.0,45
5.0,76.0,45
5.0,77.0,45
5.0,78.0,45
5.0,79.0,45
5.0,80.0,45
5.0,81.0,45
5.0,82.0,45
5.0,83.0,45
5.0,84.0,45
5.0,85.0,45
5.0,86.0,45
5.0,87.0,45
5.0,88.0,45
5.0,89.0,45
5.0,90.0,45
5.0,91.0,45
5.0,92.0,45
5.0,93.0,45
5.0,94.0,45
5.0,95.0,45
5.0,96.0,45
5.0,97.0,45
5.0,98.0,45
5.0,99.0,45
5.0,100.0,45
5.0,101.0,45
5.0,102.0,45
5.0,103.0,45
5.0,104.0,45
5.0,105.0,45
5.0,106.0,45
5.0,107.0,45
5.0,108.0,45
