number_of_targets,number_of_species,threshold
1.05,1.0,31
1.94,2.0,31
2.52,3.0,31
2.92,4.0,31
3.33,5.0,31
3.65,6.0,31
3.91,7.0,31
4.13,8.0,31
4.31,9.0,31
4.39,10.0,31
4.49,11.0,31
4.61,12.0,31
4.71,13.0,31
4.76,14.0,31
4.78,15.0,31
4.81,16.0,31
4.85,17.0,31
4.88,18.0,31
4.88,19.0,31
4.91,20.0,31
4.93,21.0,31
4.93,22.0,31
4.93,23.0,31
4.95,24.0,31
4.97,25.0,31
4.98,26.0,31
4.99,27.0,31
4.99,28.0,31
5.0,29.0,31
5.0,30.0,31
5.0,31.0,31
5.0,32.0,31
5.0,33.0,31
5.0,34.0,31
5.0,35.0,31
5.0,36.0,31
5.0,37.0,31
5.0,38.0,31
5.0,39.0,31
5.0,40.0,31
5.0,41.0,31
5.0,42.0,31
5.0,43.0,31
5.0,44.0,31
5.0,45.0,31
5.0,46.0,31
5.0,47.0,31
5.0,48.0,31
5.0,49.0,31
5.0,50.0,31
5.0,51.0,31
5.0,52.0,31
5.0,53.0,31
5.0,54.0,31
5.0,55.0,31
5.0,56.0,31
5.0,57.0,31
5.0,58.0,31
5.0,59.0,31
5.0,60.0,31
5.0,61.0,31
5.0,62.0,31
5.0,63.0,31
5.0,64.0,31
5.0,65.0,31
5.0,66.0,31
5.0,67.0,31
5.0,68.0,31
5.0,69.0,31
5.0,70.0,31
5.0,71.0,31
5.0,72.0,31
5.0,73.0,31
5.0,74.0,31
5.0,75.0,31
5.0,76.0,31
5.0,77.0,31
5.0,78.0,31
5.0,79.0,31
5.0,80.0,31
5.0,81.0,31
5.0,82.0,31
5.0,83.0,31
5.0,84.0,31
5.0,85.0,31
5.0,86.0,31
5.0,87.0,31
5.0,88.0,31
5.0,89.0,31
5.0,90.0,31
5.0,91.0,31
5.0,92.0,31
5.0,93.0,31
5.0,94.0,31
5.0,95.0,31
5.0,96.0,31
5.0,97.0,31
5.0,98.0,31
5.0,99.0,31
5.0,100.0,31
5.0,101.0,31
5.0,102.0,31
5.0,103.0,31
5.0,104.0,31
5.0,105.0,31
5.0,106.0,31
5.0,107.0,31
5.0,108.0,31
