number_of_targets,number_of_species,threshold
0.63,1.0,43
1.24,2.0,43
1.68,3.0,43
2.1,4.0,43
2.42,5.0,43
2.67,6.0,43
2.94,7.0,43
3.2,8.0,43
3.47,9.0,43
3.61,10.0,43
3.77,11.0,43
3.88,12.0,43
3.97,13.0,43
4.03,14.0,43
4.14,15.0,43
4.18,16.0,43
4.25,17.0,43
4.31,18.0,43
4.37,19.0,43
4.42,20.0,43
4.46,21.0,43
4.46,22.0,43
4.49,23.0,43
4.53,24.0,43
4.55,25.0,43
4.6,26.0,43
4.64,27.0,43
4.65,28.0,43
4.7,29.0,43
4.72,30.0,43
4.74,31.0,43
4.76,32.0,43
4.8,33.0,43
4.82,34.0,43
4.85,35.0,43
4.87,36.0,43
4.87,37.0,43
4.87,38.0,43
4.89,39.0,43
4.92,40.0,43
4.92,41.0,43
4.92,42.0,43
4.93,43.0,43
4.93,44.0,43
4.94,45.0,43
4.94,46.0,43
4.94,47.0,43
4.94,48.0,43
4.95,49.0,43
4.97,50.0,43
4.97,51.0,43
4.97,52.0,43
4.97,53.0,43
4.97,54.0,43
4.97,55.0,43
4.97,56.0,43
4.97,57.0,43
4.97,58.0,43
4.97,59.0,43
4.97,60.0,43
4.97,61.0,43
4.97,62.0,43
4.98,63.0,43
4.98,64.0,43
4.98,65.0,43
4.98,66.0,43
4.99,67.0,43
4.99,68.0,43
4.99,69.0,43
5.0,70.0,43
5.0,71.0,43
5.0,72.0,43
5.0,73.0,43
5.0,74.0,43
5.0,75.0,43
5.0,76.0,43
5.0,77.0,43
5.0,78.0,43
5.0,79.0,43
5.0,80.0,43
5.0,81.0,43
5.0,82.0,43
5.0,83.0,43
5.0,84.0,43
5.0,85.0,43
5.0,86.0,43
5.0,87.0,43
5.0,88.0,43
5.0,89.0,43
5.0,90.0,43
5.0,91.0,43
5.0,92.0,43
5.0,93.0,43
5.0,94.0,43
5.0,95.0,43
5.0,96.0,43
5.0,97.0,43
5.0,98.0,43
5.0,99.0,43
5.0,100.0,43
5.0,101.0,43
5.0,102.0,43
5.0,103.0,43
5.0,104.0,43
5.0,105.0,43
5.0,106.0,43
5.0,107.0,43
5.0,108.0,43
