number_of_targets,number_of_species,threshold
0.84,1.0,49
1.41,2.0,49
1.87,3.0,49
2.2,4.0,49
2.52,5.0,49
2.71,6.0,49
2.89,7.0,49
3.01,8.0,49
3.11,9.0,49
3.28,10.0,49
3.38,11.0,49
3.46,12.0,49
3.56,13.0,49
3.67,14.0,49
3.76,15.0,49
3.84,16.0,49
3.89,17.0,49
4.0,18.0,49
4.06,19.0,49
4.1,20.0,49
4.15,21.0,49
4.21,22.0,49
4.27,23.0,49
4.28,24.0,49
4.29,25.0,49
4.34,26.0,49
4.44,27.0,49
4.5,28.0,49
4.55,29.0,49
4.61,30.0,49
4.64,31.0,49
4.68,32.0,49
4.71,33.0,49
4.76,34.0,49
4.78,35.0,49
4.79,36.0,49
4.81,37.0,49
4.83,38.0,49
4.88,39.0,49
4.88,40.0,49
4.89,41.0,49
4.91,42.0,49
4.92,43.0,49
4.92,44.0,49
4.92,45.0,49
4.94,46.0,49
4.95,47.0,49
4.96,48.0,49
4.96,49.0,49
4.96,50.0,49
4.97,51.0,49
4.97,52.0,49
4.98,53.0,49
4.98,54.0,49
4.98,55.0,49
4.99,56.0,49
4.99,57.0,49
4.99,58.0,49
4.99,59.0,49
4.99,60.0,49
5.0,61.0,49
5.0,62.0,49
5.0,63.0,49
5.0,64.0,49
5.0,65.0,49
5.0,66.0,49
5.0,67.0,49
5.0,68.0,49
5.0,69.0,49
5.0,70.0,49
5.0,71.0,49
5.0,72.0,49
5.0,73.0,49
5.0,74.0,49
5.0,75.0,49
5.0,76.0,49
5.0,77.0,49
5.0,78.0,49
5.0,79.0,49
5.0,80.0,49
5.0,81.0,49
5.0,82.0,49
5.0,83.0,49
5.0,84.0,49
5.0,85.0,49
5.0,86.0,49
5.0,87.0,49
5.0,88.0,49
5.0,89.0,49
5.0,90.0,49
5.0,91.0,49
5.0,92.0,49
5.0,93.0,49
5.0,94.0,49
5.0,95.0,49
5.0,96.0,49
5.0,97.0,49
5.0,98.0,49
5.0,99.0,49
5.0,100.0,49
5.0,101.0,49
5.0,102.0,49
5.0,103.0,49
5.0,104.0,49
5.0,105.0,49
5.0,106.0,49
5.0,107.0,49
5.0,108.0,49
