number_of_targets,number_of_species,threshold
0.87,1.0,42
1.62,2.0,42
2.04,3.0,42
2.46,4.0,42
2.73,5.0,42
2.91,6.0,42
3.18,7.0,42
3.36,8.0,42
3.54,9.0,42
3.68,10.0,42
3.79,11.0,42
3.89,12.0,42
4.05,13.0,42
4.12,14.0,42
4.2,15.0,42
4.23,16.0,42
4.29,17.0,42
4.36,18.0,42
4.41,19.0,42
4.46,20.0,42
4.5,21.0,42
4.55,22.0,42
4.57,23.0,42
4.61,24.0,42
4.66,25.0,42
4.68,26.0,42
4.72,27.0,42
4.74,28.0,42
4.75,29.0,42
4.78,30.0,42
4.81,31.0,42
4.81,32.0,42
4.84,33.0,42
4.86,34.0,42
4.87,35.0,42
4.9,36.0,42
4.9,37.0,42
4.91,38.0,42
4.91,39.0,42
4.91,40.0,42
4.92,41.0,42
4.93,42.0,42
4.93,43.0,42
4.93,44.0,42
4.93,45.0,42
4.93,46.0,42
4.94,47.0,42
4.94,48.0,42
4.94,49.0,42
4.95,50.0,42
4.95,51.0,42
4.96,52.0,42
4.99,53.0,42
4.99,54.0,42
4.99,55.0,42
4.99,56.0,42
4.99,57.0,42
4.99,58.0,42
5.0,59.0,42
5.0,60.0,42
5.0,61.0,42
5.0,62.0,42
5.0,63.0,42
5.0,64.0,42
5.0,65.0,42
5.0,66.0,42
5.0,67.0,42
5.0,68.0,42
5.0,69.0,42
5.0,70.0,42
5.0,71.0,42
5.0,72.0,42
5.0,73.0,42
5.0,74.0,42
5.0,75.0,42
5.0,76.0,42
5.0,77.0,42
5.0,78.0,42
5.0,79.0,42
5.0,80.0,42
5.0,81.0,42
5.0,82.0,42
5.0,83.0,42
5.0,84.0,42
5.0,85.0,42
5.0,86.0,42
5.0,87.0,42
5.0,88.0,42
5.0,89.0,42
5.0,90.0,42
5.0,91.0,42
5.0,92.0,42
5.0,93.0,42
5.0,94.0,42
5.0,95.0,42
5.0,96.0,42
5.0,97.0,42
5.0,98.0,42
5.0,99.0,42
5.0,100.0,42
5.0,101.0,42
5.0,102.0,42
5.0,103.0,42
5.0,104.0,42
5.0,105.0,42
5.0,106.0,42
5.0,107.0,42
5.0,108.0,42
