number_of_targets,number_of_species,threshold
0.74,1.0,48
1.44,2.0,48
1.78,3.0,48
2.21,4.0,48
2.6,5.0,48
2.85,6.0,48
2.97,7.0,48
3.06,8.0,48
3.23,9.0,48
3.41,10.0,48
3.58,11.0,48
3.73,12.0,48
3.86,13.0,48
3.91,14.0,48
3.98,15.0,48
4.07,16.0,48
4.1,17.0,48
4.16,18.0,48
4.22,19.0,48
4.23,20.0,48
4.32,21.0,48
4.35,22.0,48
4.41,23.0,48
4.44,24.0,48
4.5,25.0,48
4.52,26.0,48
4.59,27.0,48
4.62,28.0,48
4.65,29.0,48
4.67,30.0,48
4.71,31.0,48
4.76,32.0,48
4.77,33.0,48
4.78,34.0,48
4.79,35.0,48
4.79,36.0,48
4.8,37.0,48
4.81,38.0,48
4.81,39.0,48
4.84,40.0,48
4.85,41.0,48
4.9,42.0,48
4.92,43.0,48
4.93,44.0,48
4.95,45.0,48
4.95,46.0,48
4.95,47.0,48
4.95,48.0,48
4.96,49.0,48
4.96,50.0,48
4.96,51.0,48
4.96,52.0,48
4.97,53.0,48
4.98,54.0,48
4.98,55.0,48
4.98,56.0,48
4.98,57.0,48
4.98,58.0,48
4.98,59.0,48
4.98,60.0,48
4.98,61.0,48
4.98,62.0,48
4.99,63.0,48
4.99,64.0,48
4.99,65.0,48
5.0,66.0,48
5.0,67.0,48
5.0,68.0,48
5.0,69.0,48
5.0,70.0,48
5.0,71.0,48
5.0,72.0,48
5.0,73.0,48
5.0,74.0,48
5.0,75.0,48
5.0,76.0,48
5.0,77.0,48
5.0,78.0,48
5.0,79.0,48
5.0,80.0,48
5.0,81.0,48
5.0,82.0,48
5.0,83.0,48
5.0,84.0,48
5.0,85.0,48
5.0,86.0,48
5.0,87.0,48
5.0,88.0,48
5.0,89.0,48
5.0,90.0,48
5.0,91.0,48
5.0,92.0,48
5.0,93.0,48
5.0,94.0,48
5.0,95.0,48
5.0,96.0,48
5.0,97.0,48
5.0,98.0,48
5.0,99.0,48
5.0,100.0,48
5.0,101.0,48
5.0,102.0,48
5.0,103.0,48
5.0,104.0,48
5.0,105.0,48
5.0,106.0,48
5.0,107.0,48
5.0,108.0,48
