species_name,subgroup,RDI.CA,RDI.FE,RDI.ZN,RDI.EPA,RDI.DHA,RDI.micro.tot,ID
Catla catla,finfish,0.0,0.0,0.0,0.0,0.0,0.0,10
Liza parsia,finfish,0.0,0.0,0.0,1.0,0.0,1.0,44
Schizothorax richardsonii,finfish,1.0,0.0,0.0,1.0,1.0,3.0,91
Stenodus leucichthys,finfish,0.0,0.0,0.0,0.0,0.0,0.0,97
Tenualosa ilisha (juvenile),finfish,1.0,0.0,0.0,1.0,0.0,2.0,99
Channa striata,finfish,0.0,0.0,0.0,0.0,0.0,0.0,12
Lamna nasus,finfish,0.0,0.0,0.0,0.0,0.0,0.0,36
Liza parsia,finfish,0.0,0.0,0.0,1.0,0.0,1.0,44
Tenualosa ilisha,finfish,0.0,0.0,0.0,1.0,1.0,2.0,98
Loligo vulgaris,mollusc,0.0,1.0,0.0,0.0,1.0,2.0,45
Liza aurata,finfish,0.0,0.0,0.0,0.0,0.0,0.0,43
Gadus morhua,finfish,0.0,0.0,0.0,0.0,0.0,0.0,29
Solea solea,finfish,0.0,1.0,0.0,0.0,0.0,1.0,95
Theragra chalcogramma,finfish,0.0,0.0,0.0,0.0,0.0,0.0,100
Theragra chalcogramma,finfish,0.0,0.0,0.0,0.0,0.0,0.0,100
Ctenopharyngodon idella,finfish,0.0,0.0,0.0,0.0,0.0,0.0,21
Ctenopharyngodon idella,finfish,0.0,0.0,0.0,0.0,0.0,0.0,21
Sebastes caurinus,finfish,0.0,0.0,0.0,0.0,1.0,1.0,92
Sander lucioperca,finfish,0.0,0.0,0.0,0.0,0.0,0.0,86
Sebastes caurinus,finfish,0.0,0.0,0.0,0.0,1.0,1.0,92
Gadus macrocephalus,finfish,0.0,0.0,0.0,0.0,0.0,0.0,28
Sardinella longiceps,finfish,1.0,1.0,1.0,1.0,1.0,5.0,89
Stenodus leucichthys,finfish,0.0,0.0,0.0,0.0,0.0,0.0,97
Leuciscus idus,finfish,0.0,0.0,0.0,0.0,0.0,0.0,41
Lamna nasus,finfish,0.0,0.0,0.0,0.0,0.0,0.0,36
Lamna nasus,finfish,0.0,0.0,0.0,0.0,0.0,0.0,36
Sebastes caurinus,finfish,0.0,0.0,0.0,0.0,1.0,1.0,92
Mytilus galloprovincialis,mollusc,0.0,0.0,0.0,0.0,0.0,0.0,56
Hexaplex trunculus,mollusc,1.0,1.0,1.0,1.0,1.0,5.0,31
Salvelinus namaycush,finfish,0.0,0.0,0.0,0.0,1.0,1.0,84
Octopus vulgaris,mollusc,0.0,0.0,0.0,0.0,0.0,0.0,59
Cyprinus carpio,finfish,0.0,0.0,0.0,0.0,1.0,1.0,23
Lates calcarifer,finfish,0.0,1.0,1.0,1.0,1.0,4.0,38
Microstomus pacificus,finfish,0.0,0.0,0.0,0.0,0.0,0.0,51
Liza aurata,finfish,0.0,0.0,0.0,0.0,0.0,0.0,43
Gadus morhua,finfish,0.0,0.0,0.0,0.0,0.0,0.0,29
Psetta maxima,finfish,0.0,0.0,0.0,0.0,0.0,0.0,80
Botia dario,finfish,1.0,0.0,1.0,0.0,0.0,2.0,7
Katsuwonus pelamis,finfish,0.0,0.0,0.0,1.0,0.0,1.0,34
Pagellus bogaraveo,finfish,0.0,0.0,0.0,0.0,0.0,0.0,66
Litopenaeus vannamei,crustacean,0.0,0.0,0.0,1.0,1.0,2.0,42
Pleuronectes platessa,finfish,0.0,0.0,0.0,0.0,0.0,0.0,76
Carassius carassius,finfish,0.0,0.0,0.0,0.0,0.0,0.0,8
Liza aurata,finfish,0.0,0.0,0.0,0.0,0.0,0.0,43
Pomacea canaliculata,mollusc,1.0,1.0,1.0,0.0,0.0,3.0,78
Salvelinus naresi,finfish,0.0,0.0,0.0,1.0,0.0,1.0,85
Tenualosa ilisha (juvenile),finfish,1.0,0.0,0.0,1.0,0.0,2.0,99
