obs_id,taxon_name,genus_species,subgroup,taxon_common_name,location_of_study,methylmercury,lead,arsenic,cadmium,part,dataset,bibliography,number_of_samples
contam792,Negaprion brevirostris,negaprion brevirostris,finfish,NA,US-Florida,66.5,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam793,Negaprion brevirostris,negaprion brevirostris,finfish,NA,US-Florida,61.75,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam794,Negaprion brevirostris,negaprion brevirostris,finfish,NA,US-Florida,17.099999999999998,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam795,Nototodarus gouldi,nototodarus gouldi,finfish,squid-arrow/spear,US,0.95,NA,NA,NA,NA,karimi,"Yamashita Y, Omura Y, Okazaki E. 2005. Total mercury and methylmercury levels in commercially important fishes in Japan. Fisheries Science 71(5):1029-1035. Yamashita Y, Omura Y, Okazaki E. 2006. Distinct regional profiles of trace element content in muscle of Japanese eel Anguilla japonica from Japan, Taiwan, and China. Fisheries Science 72(5):1109-1113. Zauke GP, Savinov VM, Ritterhoff J, Savinova T. 1999. Heavy metals in fish from the Barents Sea in (summer 1994). Sci Total Environ 227(2-3):161-173.",1
contam796,Octopus dofleini,octopus dofleini,mollusc,Octopus,NA,1.14,NA,NA,NA,NA,burger,"Burger, Joanna, Michael Gochfeld, Christian Jeitner, Sean Burke, Tim Stamm, Ronald Snigaroff, Dan Snigaroff, Robert Patrick, and Jim Weston. Mercury levels and potential risk from subsistence foods from the Aleutians. Science of the Total Environment 384, no. 1-3 (2007): 93-105.",NA
contam797,Ocyurus chrysurus,ocyurus chrysurus,finfish,NA,US-south atlantic,10.165,45.800000000000004,255.10000000000002,7.9,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam798,Ocyurus chrysurus,ocyurus chrysurus,finfish,NA,US-gulf,15.674999999999999,23.200000000000003,205.29999999999998,5.8999999999999995,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam799,Ocyurus chrysurus,ocyurus chrysurus,finfish,snapper-yellowtail,US,13.537500000000001,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,4
contam800,Ocyurus chrysurus,ocyurus chrysurus,finfish,NA,US-Florida,14.25,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam801,Ocyurus chrysurus,ocyurus chrysurus,finfish,NA,US-Florida,11.399999999999999,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam802,Odontaspis taurus,odontaspis taurus,finfish,NA,US-Florida,28.5,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam803,Oligoplites saurus,oligoplites saurus,finfish,NA,US-Florida,19.95,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam804,Oligoplites saurus,oligoplites saurus,finfish,NA,US-Florida,137.75,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam805,Oncorhynchus gorbuscha,oncorhynchus gorbuscha,finfish,NA,US-alaska,2.1849999999999996,48.199999999999996,222.00000000000003,7.6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam806,Oncorhynchus gorbuscha,oncorhynchus gorbuscha,finfish,salmon-pink (wild),US-Alaska,3.8,NA,NA,NA,NA,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,186
contam807,Oncorhynchus keta,oncorhynchus keta,finfish,salmon-chum (wild),Northern Canada-lakes/river systems,6.365,NA,NA,NA,NA,karimi,"Lockhart WL, Stern GA, Low G, Hendzel M, Boila G, Roach P, et al. 2005. A history of total mercury in edible muscle of fish from lakes in northern Canada. Sci Total Environ 351:427-463.",8
contam808,Oncorhynchus keta,oncorhynchus keta,finfish,salmon-chum (wild),US-Alaska,3.8950000000000005,NA,NA,NA,NA,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,281
contam809,Oncorhynchus keta,oncorhynchus keta,finfish,salmon-chum (wild),US-Alaska,7.790000000000001,NA,NA,NA,NA,karimi,"Zhang XM, Naidu AS, Kelley JJ, Jewett SC, Dasher D, Duffy LK. 2001. Baseline concentrations of total mercury and methylmercury in salmon returning via the Bering Sea (1999-2000). Mar Pollut Bull 42(10):993-997.",72
contam810,Oncorhynchus kisutch,oncorhynchus kisutch,finfish,salmon-coho (wild),US-Alaska,3.61,NA,NA,NA,NA,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,244
contam811,Oncorhynchus kisutch,oncorhynchus kisutch,finfish,salmon-coho (wild),US-Washington,4.373413173652697,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,167
contam812,Oncorhynchus kisutch,oncorhynchus kisutch,finfish,salmon-coho (wild),US-Alaska,4.56,NA,NA,NA,NA,karimi,"Zhang XM, Naidu AS, Kelley JJ, Jewett SC, Dasher D, Duffy LK. 2001. Baseline concentrations of total mercury and methylmercury in salmon returning via the Bering Sea (1999-2000). Mar Pollut Bull 42(10):993-997.",76
contam813,Oncorhynchus nerka,oncorhynchus nerka,finfish,salmon-sockeye (wild),US-Alaska,3.61,NA,NA,NA,NA,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,240
contam814,Oncorhynchus nerka,oncorhynchus nerka,finfish,salmon-sockeye (wild),US-Alaska,4.18,NA,NA,NA,NA,karimi,"Zhang XM, Naidu AS, Kelley JJ, Jewett SC, Dasher D, Duffy LK. 2001. Baseline concentrations of total mercury and methylmercury in salmon returning via the Bering Sea (1999-2000). Mar Pollut Bull 42(10):993-997.",60
contam815,Oncorhynchus nerka,oncorhynchus nerka,finfish,Sockeye salmon,NA,3.9899999999999998,NA,NA,NA,NA,burger,"Burger, Joanna, Michael Gochfeld, Christian Jeitner, Sean Burke, Tim Stamm, Ronald Snigaroff, Dan Snigaroff, Robert Patrick, and Jim Weston. Mercury levels and potential risk from subsistence foods from the Aleutians. Science of the Total Environment 384, no. 1-3 (2007): 93-105.",NA
contam816,Oncorhynchus tshawytscha,oncorhynchus tshawytscha,finfish,salmon-chinook (wild),US-Alaska,3.8902499999999995,NA,NA,NA,NA,karimi,Bloom NS. 1992. On the chemical form of mercury in edible fish and marine invertebrate tissue Can J Fish Aquat Sci 49(5):1010-1017.,10
contam817,Oncorhynchus tshawytscha,oncorhynchus tshawytscha,finfish,salmon-chinook (wild),Northern Canada-lakes/river systems,8.549999999999999,NA,NA,NA,NA,karimi,"Lockhart WL, Stern GA, Low G, Hendzel M, Boila G, Roach P, et al. 2005. A history of total mercury in edible muscle of fish from lakes in northern Canada. Sci Total Environ 351:427-463.",1
contam818,Oncorhynchus tshawytscha,oncorhynchus tshawytscha,finfish,salmon-chinook (wild),US-California,7.372,NA,NA,NA,NA,karimi,San Francisco Estuary Institute. 2007. California Bay  Delta Authority Fish Mercury Project: Year 2 Annual Report (Sport Fish Sampling and Analysis). Contribution no. 535. Available: http://legacy.sfei.org/rmp/data/rmpfishtissue.htm [accessed 10 April 2008].,5
contam819,Oncorhynchus tshawytscha,oncorhynchus tshawytscha,finfish,salmon-chinook (wild),US-Alaska,6.08,NA,NA,NA,NA,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,238
contam820,Oncorhynchus tshawytscha,oncorhynchus tshawytscha,finfish,salmon-chinook (wild),US-Washington,8.556060344827586,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,116
contam821,Oncorhynchus tshawytscha,oncorhynchus tshawytscha,finfish,salmon-chinook (wild),US-Alaska,5.415,NA,NA,NA,NA,karimi,"Zhang XM, Naidu AS, Kelley JJ, Jewett SC, Dasher D, Duffy LK. 2001. Baseline concentrations of total mercury and methylmercury in salmon returning via the Bering Sea (1999-2000). Mar Pollut Bull 42(10):993-997.",72
contam822,Oncorhynchus keta,oncorhyncus keta,finfish,NA,US-pacific northwest,2.8499999999999996,52.6,232.50000000000003,5.7,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam823,Oncorhynchus kisutsh,oncorhyncus kisutch,finfish,NA,US-pacific northwest,2.66,48.1,226.9,6.9,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam824,Oncorhynchus kisutsh,oncorhyncus kisutch,finfish,NA,US-alaska,10.45,44.4,287.59999999999997,8.6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam825,Oncorhynchus nerka,oncorhyncus nerka,finfish,NA,US-pacific northwest,6.46,41.199999999999996,216,9,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam826,Oncorhynchus nerka,oncorhyncus nerka,finfish,NA,US-alaska,1.9,38.2,154.7,6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam827,Oncorhynchus tschawytscha,oncorhyncus tsawytschs,finfish,NA,US-california,5.510000000000001,50.8,199.4,6.6000000000000005,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam828,Oncorhynchus tschawytscha,oncorhyncus tsawytschs,finfish,NA,US-pacific northwest,8.075,57.3,213.3,8,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam829,Oncorhynchus tschawytscha,oncorhyncus tsawytschs,finfish,NA,US-alaska,3.9899999999999998,34.300000000000004,286.8,9.9,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam830,Ophiodon elongatus,ophiodon elongatus,finfish,NA,US-california,12.825,33.5,116.3,8.3,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam831,Ophiodon elongatus,ophiodon elongatus,finfish,NA,US-pacific northwest,4.75,37.7,286.2,5.6000000000000005,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam832,Ophiodon elongatus,ophiodon elongatus,finfish,lingcod,US-Alaska,14.0201,NA,NA,NA,NA,karimi,Bloom NS. 1992. On the chemical form of mercury in edible fish and marine invertebrate tissue Can J Fish Aquat Sci 49(5):1010-1017.,5
contam833,Ophiodon elongatus,ophiodon elongatus,finfish,lingcod,US-Alaska,41.8,NA,NA,NA,NA,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,215
contam834,Ophiodon elongatus,ophiodon elongatus,finfish,lingcod,US-California,31.729999999999997,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,1
contam835,Opisthonema oglinum,opisthonema oglinum,finfish,NA,US-Florida,18.05,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam836,Opisthonema oglinum,opisthonema oglinum,finfish,NA,US-Florida,10.45,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam837,Opsanus beta,opsanus beta,finfish,NA,US-Florida,16.15,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam838,Orthopristis chrysoptera,orthopristis chrysoptera,finfish,NA,US-north atlantic,15.674999999999999,99.2,292,5.5,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam839,Orthopristis chrysoptera,orthopristis chrysoptera,finfish,NA,US-Florida,19,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam840,Orthopristis chrysoptera,orthopristis chrysoptera,finfish,NA,US-Florida,24.7,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam841,Orthopristis chrysoptera,orthopristis chrysoptera,finfish,NA,US-Florida,13.3,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam842,Orthopristis chrysoptera,orthopristis chrysoptera,finfish,NA,US-Florida,11.399999999999999,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
