number_of_targets,number_of_species,threshold
0.49,1.0,73
0.78,2.0,73
1.11,3.0,73
1.51,4.0,73
1.79,5.0,73
1.91,6.0,73
2.06,7.0,73
2.24,8.0,73
2.45,9.0,73
2.58,10.0,73
2.74,11.0,73
2.81,12.0,73
2.87,13.0,73
2.96,14.0,73
3.1,15.0,73
3.18,16.0,73
3.25,17.0,73
3.32,18.0,73
3.38,19.0,73
3.44,20.0,73
3.49,21.0,73
3.52,22.0,73
3.58,23.0,73
3.65,24.0,73
3.7,25.0,73
3.76,26.0,73
3.81,27.0,73
3.84,28.0,73
3.89,29.0,73
3.94,30.0,73
4.01,31.0,73
4.06,32.0,73
4.09,33.0,73
4.11,34.0,73
4.16,35.0,73
4.16,36.0,73
4.21,37.0,73
4.21,38.0,73
4.3,39.0,73
4.33,40.0,73
4.37,41.0,73
4.38,42.0,73
4.43,43.0,73
4.46,44.0,73
4.48,45.0,73
4.52,46.0,73
4.54,47.0,73
4.54,48.0,73
4.57,49.0,73
4.58,50.0,73
4.61,51.0,73
4.62,52.0,73
4.62,53.0,73
4.64,54.0,73
4.66,55.0,73
4.69,56.0,73
4.71,57.0,73
4.71,58.0,73
4.72,59.0,73
4.72,60.0,73
4.72,61.0,73
4.72,62.0,73
4.76,63.0,73
4.77,64.0,73
4.78,65.0,73
4.78,66.0,73
4.8,67.0,73
4.81,68.0,73
4.82,69.0,73
4.82,70.0,73
4.82,71.0,73
4.84,72.0,73
4.84,73.0,73
4.85,74.0,73
4.86,75.0,73
4.87,76.0,73
4.87,77.0,73
4.87,78.0,73
4.88,79.0,73
4.88,80.0,73
4.9,81.0,73
4.91,82.0,73
4.92,83.0,73
4.92,84.0,73
4.93,85.0,73
4.94,86.0,73
4.95,87.0,73
4.96,88.0,73
4.96,89.0,73
4.96,90.0,73
4.96,91.0,73
4.97,92.0,73
4.97,93.0,73
4.97,94.0,73
4.97,95.0,73
4.98,96.0,73
4.99,97.0,73
4.99,98.0,73
4.99,99.0,73
4.99,100.0,73
5.0,101.0,73
5.0,102.0,73
5.0,103.0,73
5.0,104.0,73
5.0,105.0,73
5.0,106.0,73
5.0,107.0,73
5.0,108.0,73
