number_of_targets,number_of_species,threshold
0.48,1.0,86
0.8,2.0,86
1.16,3.0,86
1.42,4.0,86
1.62,5.0,86
1.81,6.0,86
1.93,7.0,86
2.06,8.0,86
2.2,9.0,86
2.34,10.0,86
2.42,11.0,86
2.52,12.0,86
2.6,13.0,86
2.69,14.0,86
2.78,15.0,86
2.86,16.0,86
2.93,17.0,86
2.98,18.0,86
3.0,19.0,86
3.05,20.0,86
3.11,21.0,86
3.16,22.0,86
3.2,23.0,86
3.25,24.0,86
3.26,25.0,86
3.31,26.0,86
3.33,27.0,86
3.39,28.0,86
3.45,29.0,86
3.47,30.0,86
3.51,31.0,86
3.58,32.0,86
3.59,33.0,86
3.64,34.0,86
3.7,35.0,86
3.78,36.0,86
3.81,37.0,86
3.85,38.0,86
3.89,39.0,86
3.95,40.0,86
3.97,41.0,86
3.98,42.0,86
3.99,43.0,86
4.0,44.0,86
4.01,45.0,86
4.03,46.0,86
4.07,47.0,86
4.1,48.0,86
4.12,49.0,86
4.13,50.0,86
4.14,51.0,86
4.14,52.0,86
4.16,53.0,86
4.16,54.0,86
4.17,55.0,86
4.2,56.0,86
4.21,57.0,86
4.22,58.0,86
4.22,59.0,86
4.23,60.0,86
4.25,61.0,86
4.25,62.0,86
4.28,63.0,86
4.29,64.0,86
4.32,65.0,86
4.35,66.0,86
4.37,67.0,86
4.39,68.0,86
4.39,69.0,86
4.41,70.0,86
4.43,71.0,86
4.46,72.0,86
4.49,73.0,86
4.51,74.0,86
4.51,75.0,86
4.54,76.0,86
4.56,77.0,86
4.58,78.0,86
4.61,79.0,86
4.63,80.0,86
4.65,81.0,86
4.68,82.0,86
4.69,83.0,86
4.69,84.0,86
4.7,85.0,86
4.73,86.0,86
4.75,87.0,86
4.78,88.0,86
4.81,89.0,86
4.82,90.0,86
4.83,91.0,86
4.84,92.0,86
4.84,93.0,86
4.87,94.0,86
4.89,95.0,86
4.91,96.0,86
4.92,97.0,86
4.92,98.0,86
4.92,99.0,86
4.93,100.0,86
4.95,101.0,86
4.95,102.0,86
4.95,103.0,86
4.95,104.0,86
4.98,105.0,86
4.98,106.0,86
4.99,107.0,86
5.0,108.0,86
