number_of_targets,number_of_species,threshold
0.33,1.0,78
0.61,2.0,78
1.06,3.0,78
1.27,4.0,78
1.5,5.0,78
1.73,6.0,78
1.87,7.0,78
1.97,8.0,78
2.1,9.0,78
2.26,10.0,78
2.38,11.0,78
2.52,12.0,78
2.61,13.0,78
2.7,14.0,78
2.81,15.0,78
2.88,16.0,78
2.96,17.0,78
3.06,18.0,78
3.06,19.0,78
3.1,20.0,78
3.14,21.0,78
3.16,22.0,78
3.2,23.0,78
3.22,24.0,78
3.27,25.0,78
3.27,26.0,78
3.34,27.0,78
3.35,28.0,78
3.37,29.0,78
3.38,30.0,78
3.41,31.0,78
3.46,32.0,78
3.52,33.0,78
3.54,34.0,78
3.55,35.0,78
3.57,36.0,78
3.6,37.0,78
3.64,38.0,78
3.67,39.0,78
3.71,40.0,78
3.8,41.0,78
3.83,42.0,78
3.88,43.0,78
3.92,44.0,78
3.94,45.0,78
3.95,46.0,78
4.0,47.0,78
4.02,48.0,78
4.04,49.0,78
4.05,50.0,78
4.07,51.0,78
4.1,52.0,78
4.1,53.0,78
4.14,54.0,78
4.17,55.0,78
4.21,56.0,78
4.22,57.0,78
4.26,58.0,78
4.27,59.0,78
4.32,60.0,78
4.33,61.0,78
4.35,62.0,78
4.36,63.0,78
4.38,64.0,78
4.39,65.0,78
4.4,66.0,78
4.42,67.0,78
4.47,68.0,78
4.48,69.0,78
4.5,70.0,78
4.52,71.0,78
4.52,72.0,78
4.54,73.0,78
4.56,74.0,78
4.58,75.0,78
4.59,76.0,78
4.59,77.0,78
4.62,78.0,78
4.62,79.0,78
4.64,80.0,78
4.66,81.0,78
4.68,82.0,78
4.69,83.0,78
4.69,84.0,78
4.7,85.0,78
4.71,86.0,78
4.72,87.0,78
4.73,88.0,78
4.76,89.0,78
4.76,90.0,78
4.78,91.0,78
4.79,92.0,78
4.79,93.0,78
4.8,94.0,78
4.81,95.0,78
4.83,96.0,78
4.85,97.0,78
4.87,98.0,78
4.87,99.0,78
4.88,100.0,78
4.9,101.0,78
4.91,102.0,78
4.91,103.0,78
4.95,104.0,78
4.97,105.0,78
4.99,106.0,78
4.99,107.0,78
5.0,108.0,78
