number_of_targets,number_of_species,threshold
0.43,1.0,98
0.68,2.0,98
1.05,3.0,98
1.3,4.0,98
1.34,5.0,98
1.63,6.0,98
1.77,7.0,98
1.91,8.0,98
2.06,9.0,98
2.21,10.0,98
2.28,11.0,98
2.39,12.0,98
2.49,13.0,98
2.54,14.0,98
2.56,15.0,98
2.72,16.0,98
2.76,17.0,98
2.81,18.0,98
2.86,19.0,98
2.88,20.0,98
2.95,21.0,98
2.96,22.0,98
3.01,23.0,98
3.09,24.0,98
3.13,25.0,98
3.16,26.0,98
3.19,27.0,98
3.21,28.0,98
3.21,29.0,98
3.24,30.0,98
3.27,31.0,98
3.32,32.0,98
3.37,33.0,98
3.4,34.0,98
3.42,35.0,98
3.44,36.0,98
3.46,37.0,98
3.5,38.0,98
3.53,39.0,98
3.54,40.0,98
3.6,41.0,98
3.63,42.0,98
3.67,43.0,98
3.7,44.0,98
3.75,45.0,98
3.79,46.0,98
3.84,47.0,98
3.85,48.0,98
3.89,49.0,98
3.95,50.0,98
3.95,51.0,98
3.99,52.0,98
4.01,53.0,98
4.02,54.0,98
4.08,55.0,98
4.08,56.0,98
4.11,57.0,98
4.13,58.0,98
4.16,59.0,98
4.2,60.0,98
4.23,61.0,98
4.26,62.0,98
4.26,63.0,98
4.28,64.0,98
4.3,65.0,98
4.32,66.0,98
4.35,67.0,98
4.36,68.0,98
4.37,69.0,98
4.39,70.0,98
4.45,71.0,98
4.47,72.0,98
4.47,73.0,98
4.5,74.0,98
4.52,75.0,98
4.53,76.0,98
4.55,77.0,98
4.56,78.0,98
4.58,79.0,98
4.59,80.0,98
4.61,81.0,98
4.64,82.0,98
4.66,83.0,98
4.68,84.0,98
4.71,85.0,98
4.73,86.0,98
4.75,87.0,98
4.79,88.0,98
4.8,89.0,98
4.8,90.0,98
4.81,91.0,98
4.83,92.0,98
4.84,93.0,98
4.85,94.0,98
4.85,95.0,98
4.86,96.0,98
4.87,97.0,98
4.88,98.0,98
4.9,99.0,98
4.9,100.0,98
4.93,101.0,98
4.93,102.0,98
4.95,103.0,98
4.96,104.0,98
4.97,105.0,98
4.99,106.0,98
5.0,107.0,98
5.0,108.0,98
