number_of_targets,number_of_species,threshold
0.48,1.0,72
0.8,2.0,72
1.14,3.0,72
1.46,4.0,72
1.77,5.0,72
2.15,6.0,72
2.3,7.0,72
2.46,8.0,72
2.58,9.0,72
2.78,10.0,72
2.84,11.0,72
2.92,12.0,72
2.96,13.0,72
3.12,14.0,72
3.16,15.0,72
3.21,16.0,72
3.29,17.0,72
3.37,18.0,72
3.43,19.0,72
3.45,20.0,72
3.58,21.0,72
3.64,22.0,72
3.68,23.0,72
3.73,24.0,72
3.76,25.0,72
3.82,26.0,72
3.87,27.0,72
3.97,28.0,72
4.01,29.0,72
4.04,30.0,72
4.09,31.0,72
4.11,32.0,72
4.13,33.0,72
4.16,34.0,72
4.18,35.0,72
4.18,36.0,72
4.2,37.0,72
4.24,38.0,72
4.27,39.0,72
4.32,40.0,72
4.34,41.0,72
4.37,42.0,72
4.39,43.0,72
4.42,44.0,72
4.43,45.0,72
4.44,46.0,72
4.47,47.0,72
4.47,48.0,72
4.48,49.0,72
4.52,50.0,72
4.54,51.0,72
4.54,52.0,72
4.56,53.0,72
4.59,54.0,72
4.61,55.0,72
4.63,56.0,72
4.64,57.0,72
4.67,58.0,72
4.69,59.0,72
4.7,60.0,72
4.7,61.0,72
4.7,62.0,72
4.71,63.0,72
4.73,64.0,72
4.74,65.0,72
4.75,66.0,72
4.78,67.0,72
4.79,68.0,72
4.8,69.0,72
4.81,70.0,72
4.82,71.0,72
4.83,72.0,72
4.83,73.0,72
4.85,74.0,72
4.86,75.0,72
4.86,76.0,72
4.87,77.0,72
4.87,78.0,72
4.87,79.0,72
4.87,80.0,72
4.88,81.0,72
4.88,82.0,72
4.88,83.0,72
4.9,84.0,72
4.91,85.0,72
4.91,86.0,72
4.92,87.0,72
4.93,88.0,72
4.95,89.0,72
4.95,90.0,72
4.95,91.0,72
4.95,92.0,72
4.96,93.0,72
4.97,94.0,72
4.97,95.0,72
4.97,96.0,72
4.98,97.0,72
4.99,98.0,72
4.99,99.0,72
4.99,100.0,72
5.0,101.0,72
5.0,102.0,72
5.0,103.0,72
5.0,104.0,72
5.0,105.0,72
5.0,106.0,72
5.0,107.0,72
5.0,108.0,72
