number_of_targets,number_of_species,threshold
0.45,1.0,84
0.91,2.0,84
1.21,3.0,84
1.43,4.0,84
1.69,5.0,84
2.04,6.0,84
2.15,7.0,84
2.28,8.0,84
2.41,9.0,84
2.52,10.0,84
2.55,11.0,84
2.68,12.0,84
2.72,13.0,84
2.81,14.0,84
2.86,15.0,84
2.93,16.0,84
2.98,17.0,84
3.08,18.0,84
3.12,19.0,84
3.14,20.0,84
3.18,21.0,84
3.22,22.0,84
3.28,23.0,84
3.32,24.0,84
3.37,25.0,84
3.41,26.0,84
3.44,27.0,84
3.5,28.0,84
3.52,29.0,84
3.57,30.0,84
3.64,31.0,84
3.68,32.0,84
3.73,33.0,84
3.77,34.0,84
3.82,35.0,84
3.85,36.0,84
3.85,37.0,84
3.88,38.0,84
3.9,39.0,84
3.92,40.0,84
3.94,41.0,84
4.02,42.0,84
4.05,43.0,84
4.07,44.0,84
4.08,45.0,84
4.1,46.0,84
4.14,47.0,84
4.17,48.0,84
4.2,49.0,84
4.22,50.0,84
4.23,51.0,84
4.23,52.0,84
4.24,53.0,84
4.27,54.0,84
4.29,55.0,84
4.34,56.0,84
4.34,57.0,84
4.36,58.0,84
4.36,59.0,84
4.39,60.0,84
4.39,61.0,84
4.42,62.0,84
4.43,63.0,84
4.46,64.0,84
4.46,65.0,84
4.48,66.0,84
4.49,67.0,84
4.49,68.0,84
4.49,69.0,84
4.52,70.0,84
4.54,71.0,84
4.57,72.0,84
4.59,73.0,84
4.61,74.0,84
4.62,75.0,84
4.62,76.0,84
4.64,77.0,84
4.67,78.0,84
4.68,79.0,84
4.68,80.0,84
4.7,81.0,84
4.7,82.0,84
4.72,83.0,84
4.74,84.0,84
4.74,85.0,84
4.74,86.0,84
4.75,87.0,84
4.75,88.0,84
4.75,89.0,84
4.77,90.0,84
4.78,91.0,84
4.79,92.0,84
4.82,93.0,84
4.82,94.0,84
4.83,95.0,84
4.84,96.0,84
4.85,97.0,84
4.85,98.0,84
4.9,99.0,84
4.91,100.0,84
4.93,101.0,84
4.93,102.0,84
4.95,103.0,84
4.96,104.0,84
4.97,105.0,84
4.98,106.0,84
5.0,107.0,84
5.0,108.0,84
