number_of_targets,number_of_species,threshold
0.38,1.0,77
0.74,2.0,77
1.18,3.0,77
1.47,4.0,77
1.81,5.0,77
1.97,6.0,77
2.09,7.0,77
2.2,8.0,77
2.31,9.0,77
2.43,10.0,77
2.49,11.0,77
2.65,12.0,77
2.73,13.0,77
2.79,14.0,77
2.87,15.0,77
2.9,16.0,77
2.99,17.0,77
3.01,18.0,77
3.06,19.0,77
3.11,20.0,77
3.16,21.0,77
3.19,22.0,77
3.26,23.0,77
3.28,24.0,77
3.3,25.0,77
3.35,26.0,77
3.37,27.0,77
3.44,28.0,77
3.5,29.0,77
3.54,30.0,77
3.62,31.0,77
3.62,32.0,77
3.66,33.0,77
3.69,34.0,77
3.73,35.0,77
3.76,36.0,77
3.8,37.0,77
3.83,38.0,77
3.85,39.0,77
3.87,40.0,77
3.87,41.0,77
3.89,42.0,77
3.9,43.0,77
3.9,44.0,77
3.96,45.0,77
4.01,46.0,77
4.08,47.0,77
4.09,48.0,77
4.11,49.0,77
4.11,50.0,77
4.15,51.0,77
4.19,52.0,77
4.21,53.0,77
4.23,54.0,77
4.28,55.0,77
4.28,56.0,77
4.3,57.0,77
4.3,58.0,77
4.3,59.0,77
4.33,60.0,77
4.35,61.0,77
4.37,62.0,77
4.38,63.0,77
4.39,64.0,77
4.39,65.0,77
4.4,66.0,77
4.41,67.0,77
4.42,68.0,77
4.46,69.0,77
4.46,70.0,77
4.48,71.0,77
4.5,72.0,77
4.51,73.0,77
4.52,74.0,77
4.53,75.0,77
4.55,76.0,77
4.57,77.0,77
4.57,78.0,77
4.58,79.0,77
4.67,80.0,77
4.68,81.0,77
4.68,82.0,77
4.69,83.0,77
4.7,84.0,77
4.72,85.0,77
4.73,86.0,77
4.74,87.0,77
4.76,88.0,77
4.78,89.0,77
4.78,90.0,77
4.8,91.0,77
4.82,92.0,77
4.84,93.0,77
4.84,94.0,77
4.86,95.0,77
4.88,96.0,77
4.89,97.0,77
4.91,98.0,77
4.91,99.0,77
4.92,100.0,77
4.94,101.0,77
4.94,102.0,77
4.95,103.0,77
4.96,104.0,77
4.98,105.0,77
4.98,106.0,77
4.99,107.0,77
5.0,108.0,77
