number_of_targets,number_of_species,threshold
0.48,1.0,56
0.88,2.0,56
1.31,3.0,56
1.62,4.0,56
2.05,5.0,56
2.39,6.0,56
2.63,7.0,56
2.82,8.0,56
2.98,9.0,56
3.11,10.0,56
3.18,11.0,56
3.31,12.0,56
3.37,13.0,56
3.47,14.0,56
3.63,15.0,56
3.76,16.0,56
3.8,17.0,56
3.84,18.0,56
3.97,19.0,56
4.1,20.0,56
4.1,21.0,56
4.16,22.0,56
4.19,23.0,56
4.23,24.0,56
4.27,25.0,56
4.32,26.0,56
4.39,27.0,56
4.45,28.0,56
4.48,29.0,56
4.55,30.0,56
4.59,31.0,56
4.61,32.0,56
4.65,33.0,56
4.66,34.0,56
4.69,35.0,56
4.7,36.0,56
4.74,37.0,56
4.75,38.0,56
4.78,39.0,56
4.8,40.0,56
4.8,41.0,56
4.84,42.0,56
4.86,43.0,56
4.86,44.0,56
4.88,45.0,56
4.88,46.0,56
4.89,47.0,56
4.89,48.0,56
4.9,49.0,56
4.91,50.0,56
4.92,51.0,56
4.92,52.0,56
4.92,53.0,56
4.93,54.0,56
4.94,55.0,56
4.94,56.0,56
4.94,57.0,56
4.95,58.0,56
4.97,59.0,56
4.97,60.0,56
4.97,61.0,56
4.98,62.0,56
4.98,63.0,56
4.98,64.0,56
4.98,65.0,56
4.98,66.0,56
4.98,67.0,56
4.98,68.0,56
4.99,69.0,56
4.99,70.0,56
4.99,71.0,56
4.99,72.0,56
4.99,73.0,56
4.99,74.0,56
4.99,75.0,56
4.99,76.0,56
5.0,77.0,56
5.0,78.0,56
5.0,79.0,56
5.0,80.0,56
5.0,81.0,56
5.0,82.0,56
5.0,83.0,56
5.0,84.0,56
5.0,85.0,56
5.0,86.0,56
5.0,87.0,56
5.0,88.0,56
5.0,89.0,56
5.0,90.0,56
5.0,91.0,56
5.0,92.0,56
5.0,93.0,56
5.0,94.0,56
5.0,95.0,56
5.0,96.0,56
5.0,97.0,56
5.0,98.0,56
5.0,99.0,56
5.0,100.0,56
5.0,101.0,56
5.0,102.0,56
5.0,103.0,56
5.0,104.0,56
5.0,105.0,56
5.0,106.0,56
5.0,107.0,56
5.0,108.0,56
