number_of_targets,number_of_species,threshold
0.45,1.0,97
0.94,2.0,97
1.22,3.0,97
1.41,4.0,97
1.58,5.0,97
1.76,6.0,97
1.94,7.0,97
2.12,8.0,97
2.25,9.0,97
2.35,10.0,97
2.44,11.0,97
2.48,12.0,97
2.53,13.0,97
2.63,14.0,97
2.72,15.0,97
2.8,16.0,97
2.85,17.0,97
2.86,18.0,97
2.94,19.0,97
3.01,20.0,97
3.11,21.0,97
3.13,22.0,97
3.17,23.0,97
3.2,24.0,97
3.25,25.0,97
3.26,26.0,97
3.28,27.0,97
3.31,28.0,97
3.36,29.0,97
3.42,30.0,97
3.44,31.0,97
3.48,32.0,97
3.5,33.0,97
3.54,34.0,97
3.55,35.0,97
3.57,36.0,97
3.58,37.0,97
3.61,38.0,97
3.68,39.0,97
3.7,40.0,97
3.76,41.0,97
3.81,42.0,97
3.82,43.0,97
3.83,44.0,97
3.87,45.0,97
3.9,46.0,97
3.91,47.0,97
3.95,48.0,97
3.96,49.0,97
3.99,50.0,97
4.0,51.0,97
4.01,52.0,97
4.02,53.0,97
4.06,54.0,97
4.06,55.0,97
4.09,56.0,97
4.11,57.0,97
4.13,58.0,97
4.18,59.0,97
4.22,60.0,97
4.28,61.0,97
4.3,62.0,97
4.31,63.0,97
4.31,64.0,97
4.34,65.0,97
4.35,66.0,97
4.36,67.0,97
4.37,68.0,97
4.38,69.0,97
4.39,70.0,97
4.42,71.0,97
4.45,72.0,97
4.46,73.0,97
4.5,74.0,97
4.51,75.0,97
4.52,76.0,97
4.52,77.0,97
4.54,78.0,97
4.58,79.0,97
4.61,80.0,97
4.61,81.0,97
4.62,82.0,97
4.65,83.0,97
4.67,84.0,97
4.69,85.0,97
4.69,86.0,97
4.7,87.0,97
4.73,88.0,97
4.74,89.0,97
4.76,90.0,97
4.78,91.0,97
4.82,92.0,97
4.84,93.0,97
4.85,94.0,97
4.85,95.0,97
4.85,96.0,97
4.87,97.0,97
4.89,98.0,97
4.9,99.0,97
4.9,100.0,97
4.93,101.0,97
4.95,102.0,97
4.96,103.0,97
4.96,104.0,97
4.99,105.0,97
4.99,106.0,97
4.99,107.0,97
5.0,108.0,97
