number_of_targets,number_of_species,threshold
0.52,1.0,70
0.9,2.0,70
1.4,3.0,70
1.66,4.0,70
1.89,5.0,70
2.05,6.0,70
2.23,7.0,70
2.38,8.0,70
2.55,9.0,70
2.74,10.0,70
2.8,11.0,70
2.94,12.0,70
3.02,13.0,70
3.15,14.0,70
3.22,15.0,70
3.25,16.0,70
3.29,17.0,70
3.33,18.0,70
3.37,19.0,70
3.5,20.0,70
3.52,21.0,70
3.67,22.0,70
3.7,23.0,70
3.8,24.0,70
3.82,25.0,70
3.87,26.0,70
3.92,27.0,70
3.94,28.0,70
3.97,29.0,70
3.99,30.0,70
4.04,31.0,70
4.07,32.0,70
4.12,33.0,70
4.15,34.0,70
4.17,35.0,70
4.21,36.0,70
4.27,37.0,70
4.29,38.0,70
4.32,39.0,70
4.35,40.0,70
4.4,41.0,70
4.42,42.0,70
4.43,43.0,70
4.46,44.0,70
4.47,45.0,70
4.48,46.0,70
4.52,47.0,70
4.56,48.0,70
4.57,49.0,70
4.57,50.0,70
4.59,51.0,70
4.61,52.0,70
4.63,53.0,70
4.64,54.0,70
4.65,55.0,70
4.66,56.0,70
4.7,57.0,70
4.7,58.0,70
4.73,59.0,70
4.76,60.0,70
4.79,61.0,70
4.79,62.0,70
4.81,63.0,70
4.82,64.0,70
4.83,65.0,70
4.83,66.0,70
4.84,67.0,70
4.85,68.0,70
4.86,69.0,70
4.88,70.0,70
4.88,71.0,70
4.88,72.0,70
4.88,73.0,70
4.88,74.0,70
4.89,75.0,70
4.92,76.0,70
4.92,77.0,70
4.92,78.0,70
4.93,79.0,70
4.93,80.0,70
4.93,81.0,70
4.94,82.0,70
4.94,83.0,70
4.96,84.0,70
4.98,85.0,70
4.98,86.0,70
4.98,87.0,70
4.98,88.0,70
4.99,89.0,70
4.99,90.0,70
4.99,91.0,70
4.99,92.0,70
5.0,93.0,70
5.0,94.0,70
5.0,95.0,70
5.0,96.0,70
5.0,97.0,70
5.0,98.0,70
5.0,99.0,70
5.0,100.0,70
5.0,101.0,70
5.0,102.0,70
5.0,103.0,70
5.0,104.0,70
5.0,105.0,70
5.0,106.0,70
5.0,107.0,70
5.0,108.0,70
