number_of_targets,number_of_species,threshold
0.45,1.0,68
0.96,2.0,68
1.41,3.0,68
1.67,4.0,68
1.81,5.0,68
1.95,6.0,68
2.2,7.0,68
2.37,8.0,68
2.6,9.0,68
2.67,10.0,68
2.84,11.0,68
2.93,12.0,68
3.01,13.0,68
3.08,14.0,68
3.15,15.0,68
3.32,16.0,68
3.42,17.0,68
3.44,18.0,68
3.51,19.0,68
3.58,20.0,68
3.6,21.0,68
3.62,22.0,68
3.71,23.0,68
3.76,24.0,68
3.82,25.0,68
3.89,26.0,68
3.94,27.0,68
3.98,28.0,68
3.99,29.0,68
4.01,30.0,68
4.05,31.0,68
4.11,32.0,68
4.15,33.0,68
4.16,34.0,68
4.18,35.0,68
4.25,36.0,68
4.25,37.0,68
4.26,38.0,68
4.29,39.0,68
4.36,40.0,68
4.37,41.0,68
4.39,42.0,68
4.42,43.0,68
4.43,44.0,68
4.47,45.0,68
4.48,46.0,68
4.53,47.0,68
4.54,48.0,68
4.55,49.0,68
4.57,50.0,68
4.6,51.0,68
4.63,52.0,68
4.65,53.0,68
4.67,54.0,68
4.67,55.0,68
4.68,56.0,68
4.72,57.0,68
4.75,58.0,68
4.77,59.0,68
4.79,60.0,68
4.82,61.0,68
4.83,62.0,68
4.83,63.0,68
4.84,64.0,68
4.84,65.0,68
4.85,66.0,68
4.87,67.0,68
4.87,68.0,68
4.87,69.0,68
4.87,70.0,68
4.89,71.0,68
4.89,72.0,68
4.91,73.0,68
4.93,74.0,68
4.93,75.0,68
4.93,76.0,68
4.93,77.0,68
4.94,78.0,68
4.96,79.0,68
4.96,80.0,68
4.97,81.0,68
4.98,82.0,68
4.98,83.0,68
4.98,84.0,68
4.99,85.0,68
4.99,86.0,68
4.99,87.0,68
4.99,88.0,68
4.99,89.0,68
4.99,90.0,68
4.99,91.0,68
4.99,92.0,68
4.99,93.0,68
4.99,94.0,68
5.0,95.0,68
5.0,96.0,68
5.0,97.0,68
5.0,98.0,68
5.0,99.0,68
5.0,100.0,68
5.0,101.0,68
5.0,102.0,68
5.0,103.0,68
5.0,104.0,68
5.0,105.0,68
5.0,106.0,68
5.0,107.0,68
5.0,108.0,68
