number_of_targets,number_of_species,threshold
0.66,1.0,54
1.13,2.0,54
1.65,3.0,54
2.12,4.0,54
2.45,5.0,54
2.71,6.0,54
2.93,7.0,54
3.1,8.0,54
3.23,9.0,54
3.33,10.0,54
3.46,11.0,54
3.53,12.0,54
3.61,13.0,54
3.71,14.0,54
3.84,15.0,54
3.98,16.0,54
4.07,17.0,54
4.17,18.0,54
4.23,19.0,54
4.25,20.0,54
4.3,21.0,54
4.37,22.0,54
4.47,23.0,54
4.57,24.0,54
4.64,25.0,54
4.66,26.0,54
4.69,27.0,54
4.71,28.0,54
4.74,29.0,54
4.78,30.0,54
4.79,31.0,54
4.81,32.0,54
4.83,33.0,54
4.85,34.0,54
4.85,35.0,54
4.86,36.0,54
4.87,37.0,54
4.87,38.0,54
4.88,39.0,54
4.92,40.0,54
4.92,41.0,54
4.93,42.0,54
4.94,43.0,54
4.96,44.0,54
4.96,45.0,54
4.97,46.0,54
4.97,47.0,54
4.97,48.0,54
4.97,49.0,54
4.98,50.0,54
4.98,51.0,54
4.98,52.0,54
4.98,53.0,54
4.98,54.0,54
4.98,55.0,54
4.98,56.0,54
4.99,57.0,54
4.99,58.0,54
4.99,59.0,54
4.99,60.0,54
4.99,61.0,54
4.99,62.0,54
4.99,63.0,54
4.99,64.0,54
4.99,65.0,54
4.99,66.0,54
4.99,67.0,54
4.99,68.0,54
4.99,69.0,54
4.99,70.0,54
4.99,71.0,54
5.0,72.0,54
5.0,73.0,54
5.0,74.0,54
5.0,75.0,54
5.0,76.0,54
5.0,77.0,54
5.0,78.0,54
5.0,79.0,54
5.0,80.0,54
5.0,81.0,54
5.0,82.0,54
5.0,83.0,54
5.0,84.0,54
5.0,85.0,54
5.0,86.0,54
5.0,87.0,54
5.0,88.0,54
5.0,89.0,54
5.0,90.0,54
5.0,91.0,54
5.0,92.0,54
5.0,93.0,54
5.0,94.0,54
5.0,95.0,54
5.0,96.0,54
5.0,97.0,54
5.0,98.0,54
5.0,99.0,54
5.0,100.0,54
5.0,101.0,54
5.0,102.0,54
5.0,103.0,54
5.0,104.0,54
5.0,105.0,54
5.0,106.0,54
5.0,107.0,54
5.0,108.0,54
