number_of_targets,number_of_species,threshold
0.46,1.0,75
0.97,2.0,75
1.3,3.0,75
1.51,4.0,75
1.79,5.0,75
1.94,6.0,75
2.2,7.0,75
2.31,8.0,75
2.38,9.0,75
2.52,10.0,75
2.57,11.0,75
2.65,12.0,75
2.74,13.0,75
2.79,14.0,75
2.83,15.0,75
2.9,16.0,75
2.95,17.0,75
3.01,18.0,75
3.04,19.0,75
3.09,20.0,75
3.14,21.0,75
3.23,22.0,75
3.27,23.0,75
3.36,24.0,75
3.41,25.0,75
3.44,26.0,75
3.5,27.0,75
3.54,28.0,75
3.56,29.0,75
3.61,30.0,75
3.63,31.0,75
3.67,32.0,75
3.69,33.0,75
3.71,34.0,75
3.75,35.0,75
3.77,36.0,75
3.77,37.0,75
3.8,38.0,75
3.83,39.0,75
3.88,40.0,75
3.9,41.0,75
3.92,42.0,75
3.93,43.0,75
3.94,44.0,75
3.94,45.0,75
3.98,46.0,75
4.01,47.0,75
4.03,48.0,75
4.08,49.0,75
4.12,50.0,75
4.14,51.0,75
4.15,52.0,75
4.16,53.0,75
4.17,54.0,75
4.19,55.0,75
4.21,56.0,75
4.22,57.0,75
4.23,58.0,75
4.25,59.0,75
4.26,60.0,75
4.28,61.0,75
4.3,62.0,75
4.31,63.0,75
4.33,64.0,75
4.33,65.0,75
4.37,66.0,75
4.41,67.0,75
4.46,68.0,75
4.47,69.0,75
4.5,70.0,75
4.53,71.0,75
4.55,72.0,75
4.56,73.0,75
4.56,74.0,75
4.6,75.0,75
4.62,76.0,75
4.64,77.0,75
4.67,78.0,75
4.68,79.0,75
4.7,80.0,75
4.71,81.0,75
4.72,82.0,75
4.73,83.0,75
4.75,84.0,75
4.77,85.0,75
4.81,86.0,75
4.85,87.0,75
4.86,88.0,75
4.86,89.0,75
4.87,90.0,75
4.87,91.0,75
4.89,92.0,75
4.9,93.0,75
4.9,94.0,75
4.9,95.0,75
4.93,96.0,75
4.93,97.0,75
4.94,98.0,75
4.94,99.0,75
4.96,100.0,75
4.97,101.0,75
4.97,102.0,75
4.98,103.0,75
4.98,104.0,75
4.98,105.0,75
4.99,106.0,75
5.0,107.0,75
5.0,108.0,75
