number_of_targets,number_of_species,threshold
0.37,1.0,81
0.67,2.0,81
1.0,3.0,81
1.21,4.0,81
1.47,5.0,81
1.7,6.0,81
1.92,7.0,81
2.08,8.0,81
2.16,9.0,81
2.31,10.0,81
2.44,11.0,81
2.55,12.0,81
2.68,13.0,81
2.77,14.0,81
2.82,15.0,81
2.89,16.0,81
2.94,17.0,81
3.01,18.0,81
3.05,19.0,81
3.11,20.0,81
3.15,21.0,81
3.19,22.0,81
3.22,23.0,81
3.23,24.0,81
3.26,25.0,81
3.34,26.0,81
3.36,27.0,81
3.37,28.0,81
3.41,29.0,81
3.43,30.0,81
3.44,31.0,81
3.52,32.0,81
3.54,33.0,81
3.62,34.0,81
3.63,35.0,81
3.65,36.0,81
3.71,37.0,81
3.74,38.0,81
3.79,39.0,81
3.8,40.0,81
3.81,41.0,81
3.86,42.0,81
3.9,43.0,81
3.92,44.0,81
3.93,45.0,81
3.94,46.0,81
3.96,47.0,81
4.0,48.0,81
4.0,49.0,81
4.03,50.0,81
4.04,51.0,81
4.06,52.0,81
4.07,53.0,81
4.1,54.0,81
4.1,55.0,81
4.15,56.0,81
4.17,57.0,81
4.18,58.0,81
4.18,59.0,81
4.19,60.0,81
4.21,61.0,81
4.24,62.0,81
4.27,63.0,81
4.29,64.0,81
4.32,65.0,81
4.34,66.0,81
4.36,67.0,81
4.38,68.0,81
4.42,69.0,81
4.44,70.0,81
4.46,71.0,81
4.49,72.0,81
4.49,73.0,81
4.5,74.0,81
4.51,75.0,81
4.53,76.0,81
4.54,77.0,81
4.54,78.0,81
4.57,79.0,81
4.62,80.0,81
4.64,81.0,81
4.66,82.0,81
4.67,83.0,81
4.68,84.0,81
4.7,85.0,81
4.72,86.0,81
4.77,87.0,81
4.81,88.0,81
4.83,89.0,81
4.83,90.0,81
4.86,91.0,81
4.87,92.0,81
4.88,93.0,81
4.9,94.0,81
4.91,95.0,81
4.91,96.0,81
4.93,97.0,81
4.94,98.0,81
4.94,99.0,81
4.95,100.0,81
4.96,101.0,81
4.96,102.0,81
4.97,103.0,81
4.98,104.0,81
4.99,105.0,81
4.99,106.0,81
4.99,107.0,81
5.0,108.0,81
