number_of_targets,number_of_species,threshold
0.39,1.0,79
0.66,2.0,79
0.93,3.0,79
1.21,4.0,79
1.49,5.0,79
1.67,6.0,79
1.76,7.0,79
1.92,8.0,79
2.06,9.0,79
2.19,10.0,79
2.33,11.0,79
2.53,12.0,79
2.58,13.0,79
2.64,14.0,79
2.72,15.0,79
2.82,16.0,79
2.88,17.0,79
2.95,18.0,79
3.01,19.0,79
3.07,20.0,79
3.1,21.0,79
3.16,22.0,79
3.18,23.0,79
3.22,24.0,79
3.23,25.0,79
3.24,26.0,79
3.3,27.0,79
3.38,28.0,79
3.42,29.0,79
3.46,30.0,79
3.47,31.0,79
3.52,32.0,79
3.56,33.0,79
3.6,34.0,79
3.63,35.0,79
3.66,36.0,79
3.7,37.0,79
3.74,38.0,79
3.76,39.0,79
3.82,40.0,79
3.86,41.0,79
3.9,42.0,79
3.91,43.0,79
3.95,44.0,79
4.02,45.0,79
4.06,46.0,79
4.08,47.0,79
4.12,48.0,79
4.13,49.0,79
4.16,50.0,79
4.19,51.0,79
4.19,52.0,79
4.22,53.0,79
4.27,54.0,79
4.3,55.0,79
4.34,56.0,79
4.36,57.0,79
4.37,58.0,79
4.39,59.0,79
4.41,60.0,79
4.42,61.0,79
4.43,62.0,79
4.44,63.0,79
4.44,64.0,79
4.44,65.0,79
4.44,66.0,79
4.45,67.0,79
4.48,68.0,79
4.49,69.0,79
4.53,70.0,79
4.59,71.0,79
4.59,72.0,79
4.61,73.0,79
4.61,74.0,79
4.63,75.0,79
4.63,76.0,79
4.68,77.0,79
4.68,78.0,79
4.69,79.0,79
4.69,80.0,79
4.72,81.0,79
4.72,82.0,79
4.72,83.0,79
4.73,84.0,79
4.73,85.0,79
4.77,86.0,79
4.79,87.0,79
4.8,88.0,79
4.81,89.0,79
4.83,90.0,79
4.84,91.0,79
4.84,92.0,79
4.86,93.0,79
4.86,94.0,79
4.87,95.0,79
4.88,96.0,79
4.89,97.0,79
4.9,98.0,79
4.91,99.0,79
4.92,100.0,79
4.94,101.0,79
4.94,102.0,79
4.96,103.0,79
4.97,104.0,79
4.97,105.0,79
4.97,106.0,79
5.0,107.0,79
5.0,108.0,79
