number_of_targets,number_of_species,threshold
0.43,1.0,93
0.92,2.0,93
1.13,3.0,93
1.41,4.0,93
1.54,5.0,93
1.69,6.0,93
1.78,7.0,93
1.88,8.0,93
2.0,9.0,93
2.14,10.0,93
2.23,11.0,93
2.31,12.0,93
2.4,13.0,93
2.49,14.0,93
2.55,15.0,93
2.6,16.0,93
2.62,17.0,93
2.67,18.0,93
2.72,19.0,93
2.75,20.0,93
2.77,21.0,93
2.81,22.0,93
2.86,23.0,93
2.91,24.0,93
2.97,25.0,93
3.0,26.0,93
3.05,27.0,93
3.09,28.0,93
3.11,29.0,93
3.16,30.0,93
3.2,31.0,93
3.25,32.0,93
3.27,33.0,93
3.28,34.0,93
3.31,35.0,93
3.35,36.0,93
3.41,37.0,93
3.43,38.0,93
3.47,39.0,93
3.5,40.0,93
3.52,41.0,93
3.54,42.0,93
3.56,43.0,93
3.61,44.0,93
3.63,45.0,93
3.65,46.0,93
3.69,47.0,93
3.72,48.0,93
3.77,49.0,93
3.8,50.0,93
3.8,51.0,93
3.83,52.0,93
3.86,53.0,93
3.92,54.0,93
4.0,55.0,93
4.04,56.0,93
4.06,57.0,93
4.07,58.0,93
4.1,59.0,93
4.13,60.0,93
4.18,61.0,93
4.18,62.0,93
4.22,63.0,93
4.25,64.0,93
4.28,65.0,93
4.31,66.0,93
4.33,67.0,93
4.36,68.0,93
4.39,69.0,93
4.44,70.0,93
4.46,71.0,93
4.46,72.0,93
4.49,73.0,93
4.53,74.0,93
4.55,75.0,93
4.57,76.0,93
4.58,77.0,93
4.6,78.0,93
4.61,79.0,93
4.63,80.0,93
4.66,81.0,93
4.7,82.0,93
4.71,83.0,93
4.71,84.0,93
4.71,85.0,93
4.72,86.0,93
4.75,87.0,93
4.77,88.0,93
4.78,89.0,93
4.79,90.0,93
4.79,91.0,93
4.79,92.0,93
4.81,93.0,93
4.82,94.0,93
4.85,95.0,93
4.85,96.0,93
4.86,97.0,93
4.87,98.0,93
4.88,99.0,93
4.88,100.0,93
4.88,101.0,93
4.89,102.0,93
4.9,103.0,93
4.91,104.0,93
4.91,105.0,93
4.91,106.0,93
4.94,107.0,93
5.0,108.0,93
