number_of_targets,number_of_species,threshold
0.34,1.0,90
0.7,2.0,90
0.91,3.0,90
1.15,4.0,90
1.42,5.0,90
1.63,6.0,90
1.87,7.0,90
1.99,8.0,90
2.11,9.0,90
2.24,10.0,90
2.36,11.0,90
2.49,12.0,90
2.55,13.0,90
2.61,14.0,90
2.69,15.0,90
2.72,16.0,90
2.77,17.0,90
2.85,18.0,90
2.92,19.0,90
2.97,20.0,90
3.0,21.0,90
3.07,22.0,90
3.19,23.0,90
3.22,24.0,90
3.24,25.0,90
3.28,26.0,90
3.29,27.0,90
3.32,28.0,90
3.35,29.0,90
3.38,30.0,90
3.44,31.0,90
3.48,32.0,90
3.55,33.0,90
3.59,34.0,90
3.64,35.0,90
3.68,36.0,90
3.72,37.0,90
3.74,38.0,90
3.76,39.0,90
3.81,40.0,90
3.88,41.0,90
3.91,42.0,90
3.92,43.0,90
3.94,44.0,90
3.94,45.0,90
3.97,46.0,90
3.98,47.0,90
3.99,48.0,90
3.99,49.0,90
4.01,50.0,90
4.02,51.0,90
4.05,52.0,90
4.09,53.0,90
4.13,54.0,90
4.14,55.0,90
4.19,56.0,90
4.23,57.0,90
4.25,58.0,90
4.29,59.0,90
4.31,60.0,90
4.32,61.0,90
4.33,62.0,90
4.33,63.0,90
4.35,64.0,90
4.38,65.0,90
4.38,66.0,90
4.42,67.0,90
4.45,68.0,90
4.46,69.0,90
4.47,70.0,90
4.49,71.0,90
4.51,72.0,90
4.51,73.0,90
4.53,74.0,90
4.54,75.0,90
4.55,76.0,90
4.56,77.0,90
4.59,78.0,90
4.62,79.0,90
4.64,80.0,90
4.68,81.0,90
4.69,82.0,90
4.71,83.0,90
4.72,84.0,90
4.75,85.0,90
4.78,86.0,90
4.79,87.0,90
4.8,88.0,90
4.8,89.0,90
4.83,90.0,90
4.83,91.0,90
4.85,92.0,90
4.88,93.0,90
4.88,94.0,90
4.9,95.0,90
4.9,96.0,90
4.93,97.0,90
4.94,98.0,90
4.95,99.0,90
4.95,100.0,90
4.95,101.0,90
4.95,102.0,90
4.95,103.0,90
4.95,104.0,90
4.96,105.0,90
4.97,106.0,90
4.99,107.0,90
5.0,108.0,90
