number_of_targets,number_of_species,threshold
0.51,1.0,87
0.88,2.0,87
1.2,3.0,87
1.42,4.0,87
1.57,5.0,87
1.72,6.0,87
1.9,7.0,87
2.14,8.0,87
2.31,9.0,87
2.41,10.0,87
2.46,11.0,87
2.57,12.0,87
2.59,13.0,87
2.66,14.0,87
2.72,15.0,87
2.8,16.0,87
2.82,17.0,87
2.86,18.0,87
2.9,19.0,87
2.92,20.0,87
2.96,21.0,87
2.99,22.0,87
3.03,23.0,87
3.05,24.0,87
3.1,25.0,87
3.14,26.0,87
3.18,27.0,87
3.2,28.0,87
3.24,29.0,87
3.29,30.0,87
3.34,31.0,87
3.41,32.0,87
3.48,33.0,87
3.51,34.0,87
3.54,35.0,87
3.59,36.0,87
3.64,37.0,87
3.67,38.0,87
3.71,39.0,87
3.74,40.0,87
3.76,41.0,87
3.78,42.0,87
3.8,43.0,87
3.81,44.0,87
3.86,45.0,87
3.92,46.0,87
3.99,47.0,87
4.02,48.0,87
4.03,49.0,87
4.05,50.0,87
4.06,51.0,87
4.12,52.0,87
4.14,53.0,87
4.15,54.0,87
4.19,55.0,87
4.19,56.0,87
4.19,57.0,87
4.21,58.0,87
4.28,59.0,87
4.28,60.0,87
4.29,61.0,87
4.3,62.0,87
4.32,63.0,87
4.32,64.0,87
4.35,65.0,87
4.38,66.0,87
4.4,67.0,87
4.43,68.0,87
4.44,69.0,87
4.45,70.0,87
4.45,71.0,87
4.48,72.0,87
4.49,73.0,87
4.52,74.0,87
4.57,75.0,87
4.61,76.0,87
4.62,77.0,87
4.62,78.0,87
4.63,79.0,87
4.64,80.0,87
4.64,81.0,87
4.64,82.0,87
4.65,83.0,87
4.68,84.0,87
4.73,85.0,87
4.73,86.0,87
4.73,87.0,87
4.75,88.0,87
4.76,89.0,87
4.76,90.0,87
4.77,91.0,87
4.77,92.0,87
4.77,93.0,87
4.81,94.0,87
4.84,95.0,87
4.84,96.0,87
4.84,97.0,87
4.86,98.0,87
4.87,99.0,87
4.89,100.0,87
4.89,101.0,87
4.91,102.0,87
4.91,103.0,87
4.96,104.0,87
4.97,105.0,87
4.97,106.0,87
5.0,107.0,87
5.0,108.0,87
