number_of_targets,number_of_species,threshold
0.48,1.0,91
0.84,2.0,91
1.05,3.0,91
1.24,4.0,91
1.46,5.0,91
1.71,6.0,91
2.0,7.0,91
2.21,8.0,91
2.33,9.0,91
2.39,10.0,91
2.48,11.0,91
2.53,12.0,91
2.61,13.0,91
2.66,14.0,91
2.73,15.0,91
2.78,16.0,91
2.86,17.0,91
2.9,18.0,91
2.94,19.0,91
2.98,20.0,91
3.05,21.0,91
3.09,22.0,91
3.16,23.0,91
3.18,24.0,91
3.21,25.0,91
3.24,26.0,91
3.28,27.0,91
3.3,28.0,91
3.34,29.0,91
3.37,30.0,91
3.43,31.0,91
3.46,32.0,91
3.48,33.0,91
3.51,34.0,91
3.58,35.0,91
3.62,36.0,91
3.65,37.0,91
3.67,38.0,91
3.7,39.0,91
3.72,40.0,91
3.75,41.0,91
3.81,42.0,91
3.84,43.0,91
3.87,44.0,91
3.91,45.0,91
3.94,46.0,91
3.98,47.0,91
3.99,48.0,91
3.99,49.0,91
4.06,50.0,91
4.07,51.0,91
4.08,52.0,91
4.1,53.0,91
4.14,54.0,91
4.19,55.0,91
4.21,56.0,91
4.22,57.0,91
4.24,58.0,91
4.27,59.0,91
4.29,60.0,91
4.32,61.0,91
4.35,62.0,91
4.36,63.0,91
4.39,64.0,91
4.41,65.0,91
4.45,66.0,91
4.46,67.0,91
4.49,68.0,91
4.53,69.0,91
4.57,70.0,91
4.59,71.0,91
4.61,72.0,91
4.62,73.0,91
4.63,74.0,91
4.64,75.0,91
4.65,76.0,91
4.67,77.0,91
4.67,78.0,91
4.7,79.0,91
4.74,80.0,91
4.75,81.0,91
4.76,82.0,91
4.76,83.0,91
4.79,84.0,91
4.81,85.0,91
4.82,86.0,91
4.83,87.0,91
4.83,88.0,91
4.83,89.0,91
4.84,90.0,91
4.84,91.0,91
4.86,92.0,91
4.89,93.0,91
4.9,94.0,91
4.9,95.0,91
4.9,96.0,91
4.9,97.0,91
4.9,98.0,91
4.9,99.0,91
4.91,100.0,91
4.94,101.0,91
4.94,102.0,91
4.95,103.0,91
4.96,104.0,91
4.98,105.0,91
4.98,106.0,91
5.0,107.0,91
5.0,108.0,91
