number_of_targets,number_of_species,threshold
1.2,1.0,29
1.94,2.0,29
2.51,3.0,29
2.91,4.0,29
3.38,5.0,29
3.71,6.0,29
4.0,7.0,29
4.19,8.0,29
4.34,9.0,29
4.47,10.0,29
4.56,11.0,29
4.62,12.0,29
4.68,13.0,29
4.75,14.0,29
4.81,15.0,29
4.82,16.0,29
4.84,17.0,29
4.85,18.0,29
4.9,19.0,29
4.92,20.0,29
4.92,21.0,29
4.94,22.0,29
4.95,23.0,29
4.97,24.0,29
4.97,25.0,29
4.97,26.0,29
4.97,27.0,29
4.97,28.0,29
4.98,29.0,29
4.98,30.0,29
4.98,31.0,29
4.99,32.0,29
4.99,33.0,29
4.99,34.0,29
4.99,35.0,29
4.99,36.0,29
4.99,37.0,29
4.99,38.0,29
4.99,39.0,29
4.99,40.0,29
4.99,41.0,29
4.99,42.0,29
5.0,43.0,29
5.0,44.0,29
5.0,45.0,29
5.0,46.0,29
5.0,47.0,29
5.0,48.0,29
5.0,49.0,29
5.0,50.0,29
5.0,51.0,29
5.0,52.0,29
5.0,53.0,29
5.0,54.0,29
5.0,55.0,29
5.0,56.0,29
5.0,57.0,29
5.0,58.0,29
5.0,59.0,29
5.0,60.0,29
5.0,61.0,29
5.0,62.0,29
5.0,63.0,29
5.0,64.0,29
5.0,65.0,29
5.0,66.0,29
5.0,67.0,29
5.0,68.0,29
5.0,69.0,29
5.0,70.0,29
5.0,71.0,29
5.0,72.0,29
5.0,73.0,29
5.0,74.0,29
5.0,75.0,29
5.0,76.0,29
5.0,77.0,29
5.0,78.0,29
5.0,79.0,29
5.0,80.0,29
5.0,81.0,29
5.0,82.0,29
5.0,83.0,29
5.0,84.0,29
5.0,85.0,29
5.0,86.0,29
5.0,87.0,29
5.0,88.0,29
5.0,89.0,29
5.0,90.0,29
5.0,91.0,29
5.0,92.0,29
5.0,93.0,29
5.0,94.0,29
5.0,95.0,29
5.0,96.0,29
5.0,97.0,29
5.0,98.0,29
5.0,99.0,29
5.0,100.0,29
5.0,101.0,29
5.0,102.0,29
5.0,103.0,29
5.0,104.0,29
5.0,105.0,29
5.0,106.0,29
5.0,107.0,29
5.0,108.0,29
