number_of_targets,number_of_species,threshold
0.57,1.0,62
0.98,2.0,62
1.3,3.0,62
1.61,4.0,62
1.88,5.0,62
2.17,6.0,62
2.48,7.0,62
2.61,8.0,62
2.77,9.0,62
2.89,10.0,62
3.0,11.0,62
3.09,12.0,62
3.2,13.0,62
3.29,14.0,62
3.4,15.0,62
3.45,16.0,62
3.53,17.0,62
3.58,18.0,62
3.69,19.0,62
3.78,20.0,62
3.82,21.0,62
3.87,22.0,62
3.94,23.0,62
3.98,24.0,62
4.02,25.0,62
4.14,26.0,62
4.24,27.0,62
4.28,28.0,62
4.32,29.0,62
4.41,30.0,62
4.44,31.0,62
4.46,32.0,62
4.49,33.0,62
4.52,34.0,62
4.55,35.0,62
4.57,36.0,62
4.61,37.0,62
4.62,38.0,62
4.67,39.0,62
4.71,40.0,62
4.74,41.0,62
4.75,42.0,62
4.76,43.0,62
4.76,44.0,62
4.79,45.0,62
4.79,46.0,62
4.84,47.0,62
4.84,48.0,62
4.85,49.0,62
4.87,50.0,62
4.88,51.0,62
4.89,52.0,62
4.89,53.0,62
4.89,54.0,62
4.9,55.0,62
4.91,56.0,62
4.96,57.0,62
4.97,58.0,62
4.98,59.0,62
4.98,60.0,62
4.98,61.0,62
4.98,62.0,62
4.98,63.0,62
4.98,64.0,62
4.98,65.0,62
4.98,66.0,62
4.98,67.0,62
4.98,68.0,62
4.98,69.0,62
4.99,70.0,62
4.99,71.0,62
4.99,72.0,62
4.99,73.0,62
4.99,74.0,62
5.0,75.0,62
5.0,76.0,62
5.0,77.0,62
5.0,78.0,62
5.0,79.0,62
5.0,80.0,62
5.0,81.0,62
5.0,82.0,62
5.0,83.0,62
5.0,84.0,62
5.0,85.0,62
5.0,86.0,62
5.0,87.0,62
5.0,88.0,62
5.0,89.0,62
5.0,90.0,62
5.0,91.0,62
5.0,92.0,62
5.0,93.0,62
5.0,94.0,62
5.0,95.0,62
5.0,96.0,62
5.0,97.0,62
5.0,98.0,62
5.0,99.0,62
5.0,100.0,62
5.0,101.0,62
5.0,102.0,62
5.0,103.0,62
5.0,104.0,62
5.0,105.0,62
5.0,106.0,62
5.0,107.0,62
5.0,108.0,62
