number_of_targets,number_of_species,threshold
0.56,1.0,48
1.1,2.0,48
1.55,3.0,48
1.99,4.0,48
2.33,5.0,48
2.64,6.0,48
2.74,7.0,48
2.96,8.0,48
3.08,9.0,48
3.31,10.0,48
3.47,11.0,48
3.65,12.0,48
3.71,13.0,48
3.81,14.0,48
3.91,15.0,48
3.97,16.0,48
4.06,17.0,48
4.12,18.0,48
4.2,19.0,48
4.26,20.0,48
4.33,21.0,48
4.36,22.0,48
4.43,23.0,48
4.5,24.0,48
4.53,25.0,48
4.54,26.0,48
4.58,27.0,48
4.63,28.0,48
4.63,29.0,48
4.66,30.0,48
4.68,31.0,48
4.7,32.0,48
4.72,33.0,48
4.76,34.0,48
4.78,35.0,48
4.8,36.0,48
4.8,37.0,48
4.84,38.0,48
4.86,39.0,48
4.88,40.0,48
4.89,41.0,48
4.89,42.0,48
4.9,43.0,48
4.92,44.0,48
4.94,45.0,48
4.94,46.0,48
4.96,47.0,48
4.98,48.0,48
4.99,49.0,48
4.99,50.0,48
5.0,51.0,48
5.0,52.0,48
5.0,53.0,48
5.0,54.0,48
5.0,55.0,48
5.0,56.0,48
5.0,57.0,48
5.0,58.0,48
5.0,59.0,48
5.0,60.0,48
5.0,61.0,48
5.0,62.0,48
5.0,63.0,48
5.0,64.0,48
5.0,65.0,48
5.0,66.0,48
5.0,67.0,48
5.0,68.0,48
5.0,69.0,48
5.0,70.0,48
5.0,71.0,48
5.0,72.0,48
5.0,73.0,48
5.0,74.0,48
5.0,75.0,48
5.0,76.0,48
5.0,77.0,48
5.0,78.0,48
5.0,79.0,48
5.0,80.0,48
5.0,81.0,48
5.0,82.0,48
5.0,83.0,48
5.0,84.0,48
5.0,85.0,48
5.0,86.0,48
5.0,87.0,48
5.0,88.0,48
5.0,89.0,48
5.0,90.0,48
5.0,91.0,48
5.0,92.0,48
5.0,93.0,48
5.0,94.0,48
5.0,95.0,48
5.0,96.0,48
5.0,97.0,48
5.0,98.0,48
5.0,99.0,48
5.0,100.0,48
5.0,101.0,48
5.0,102.0,48
5.0,103.0,48
5.0,104.0,48
5.0,105.0,48
5.0,106.0,48
5.0,107.0,48
5.0,108.0,48
