number_of_targets,number_of_species,threshold
0.67,1.0,66
0.99,2.0,66
1.25,3.0,66
1.62,4.0,66
1.93,5.0,66
2.32,6.0,66
2.54,7.0,66
2.71,8.0,66
2.8,9.0,66
2.86,10.0,66
2.98,11.0,66
3.02,12.0,66
3.15,13.0,66
3.18,14.0,66
3.23,15.0,66
3.32,16.0,66
3.4,17.0,66
3.44,18.0,66
3.49,19.0,66
3.54,20.0,66
3.66,21.0,66
3.74,22.0,66
3.78,23.0,66
3.8,24.0,66
3.85,25.0,66
3.92,26.0,66
3.95,27.0,66
4.0,28.0,66
4.05,29.0,66
4.09,30.0,66
4.11,31.0,66
4.16,32.0,66
4.22,33.0,66
4.25,34.0,66
4.3,35.0,66
4.33,36.0,66
4.37,37.0,66
4.38,38.0,66
4.39,39.0,66
4.44,40.0,66
4.45,41.0,66
4.48,42.0,66
4.5,43.0,66
4.54,44.0,66
4.58,45.0,66
4.61,46.0,66
4.63,47.0,66
4.66,48.0,66
4.7,49.0,66
4.7,50.0,66
4.73,51.0,66
4.77,52.0,66
4.78,53.0,66
4.82,54.0,66
4.83,55.0,66
4.84,56.0,66
4.84,57.0,66
4.84,58.0,66
4.85,59.0,66
4.86,60.0,66
4.88,61.0,66
4.88,62.0,66
4.88,63.0,66
4.88,64.0,66
4.89,65.0,66
4.89,66.0,66
4.89,67.0,66
4.91,68.0,66
4.93,69.0,66
4.93,70.0,66
4.93,71.0,66
4.94,72.0,66
4.94,73.0,66
4.94,74.0,66
4.95,75.0,66
4.95,76.0,66
4.96,77.0,66
4.96,78.0,66
4.96,79.0,66
4.96,80.0,66
4.98,81.0,66
4.98,82.0,66
4.98,83.0,66
4.98,84.0,66
4.98,85.0,66
4.98,86.0,66
4.98,87.0,66
4.98,88.0,66
4.98,89.0,66
4.98,90.0,66
4.98,91.0,66
4.98,92.0,66
4.99,93.0,66
4.99,94.0,66
4.99,95.0,66
4.99,96.0,66
4.99,97.0,66
5.0,98.0,66
5.0,99.0,66
5.0,100.0,66
5.0,101.0,66
5.0,102.0,66
5.0,103.0,66
5.0,104.0,66
5.0,105.0,66
5.0,106.0,66
5.0,107.0,66
5.0,108.0,66
