number_of_targets,number_of_species,threshold
0.85,1.0,38
1.41,2.0,38
2.08,3.0,38
2.39,4.0,38
2.73,5.0,38
3.05,6.0,38
3.33,7.0,38
3.57,8.0,38
3.78,9.0,38
3.91,10.0,38
4.03,11.0,38
4.09,12.0,38
4.19,13.0,38
4.25,14.0,38
4.37,15.0,38
4.43,16.0,38
4.47,17.0,38
4.5,18.0,38
4.52,19.0,38
4.58,20.0,38
4.6,21.0,38
4.63,22.0,38
4.65,23.0,38
4.68,24.0,38
4.71,25.0,38
4.74,26.0,38
4.75,27.0,38
4.77,28.0,38
4.83,29.0,38
4.83,30.0,38
4.88,31.0,38
4.9,32.0,38
4.91,33.0,38
4.92,34.0,38
4.94,35.0,38
4.95,36.0,38
4.95,37.0,38
4.95,38.0,38
4.95,39.0,38
4.95,40.0,38
4.96,41.0,38
4.96,42.0,38
4.96,43.0,38
4.97,44.0,38
4.98,45.0,38
4.98,46.0,38
4.98,47.0,38
4.98,48.0,38
4.99,49.0,38
4.99,50.0,38
4.99,51.0,38
4.99,52.0,38
5.0,53.0,38
5.0,54.0,38
5.0,55.0,38
5.0,56.0,38
5.0,57.0,38
5.0,58.0,38
5.0,59.0,38
5.0,60.0,38
5.0,61.0,38
5.0,62.0,38
5.0,63.0,38
5.0,64.0,38
5.0,65.0,38
5.0,66.0,38
5.0,67.0,38
5.0,68.0,38
5.0,69.0,38
5.0,70.0,38
5.0,71.0,38
5.0,72.0,38
5.0,73.0,38
5.0,74.0,38
5.0,75.0,38
5.0,76.0,38
5.0,77.0,38
5.0,78.0,38
5.0,79.0,38
5.0,80.0,38
5.0,81.0,38
5.0,82.0,38
5.0,83.0,38
5.0,84.0,38
5.0,85.0,38
5.0,86.0,38
5.0,87.0,38
5.0,88.0,38
5.0,89.0,38
5.0,90.0,38
5.0,91.0,38
5.0,92.0,38
5.0,93.0,38
5.0,94.0,38
5.0,95.0,38
5.0,96.0,38
5.0,97.0,38
5.0,98.0,38
5.0,99.0,38
5.0,100.0,38
5.0,101.0,38
5.0,102.0,38
5.0,103.0,38
5.0,104.0,38
5.0,105.0,38
5.0,106.0,38
5.0,107.0,38
5.0,108.0,38
