number_of_targets,number_of_species,threshold
0.46,1.0,89
0.92,2.0,89
1.26,3.0,89
1.51,4.0,89
1.69,5.0,89
1.89,6.0,89
2.06,7.0,89
2.23,8.0,89
2.34,9.0,89
2.42,10.0,89
2.49,11.0,89
2.55,12.0,89
2.62,13.0,89
2.67,14.0,89
2.75,15.0,89
2.88,16.0,89
2.9,17.0,89
2.95,18.0,89
3.02,19.0,89
3.07,20.0,89
3.14,21.0,89
3.21,22.0,89
3.26,23.0,89
3.28,24.0,89
3.34,25.0,89
3.37,26.0,89
3.39,27.0,89
3.41,28.0,89
3.43,29.0,89
3.5,30.0,89
3.54,31.0,89
3.57,32.0,89
3.57,33.0,89
3.62,34.0,89
3.66,35.0,89
3.67,36.0,89
3.72,37.0,89
3.74,38.0,89
3.76,39.0,89
3.77,40.0,89
3.83,41.0,89
3.89,42.0,89
3.92,43.0,89
3.97,44.0,89
3.99,45.0,89
4.01,46.0,89
4.01,47.0,89
4.03,48.0,89
4.04,49.0,89
4.07,50.0,89
4.11,51.0,89
4.16,52.0,89
4.18,53.0,89
4.19,54.0,89
4.22,55.0,89
4.24,56.0,89
4.27,57.0,89
4.3,58.0,89
4.3,59.0,89
4.3,60.0,89
4.32,61.0,89
4.36,62.0,89
4.38,63.0,89
4.39,64.0,89
4.42,65.0,89
4.43,66.0,89
4.48,67.0,89
4.48,68.0,89
4.49,69.0,89
4.51,70.0,89
4.53,71.0,89
4.57,72.0,89
4.58,73.0,89
4.58,74.0,89
4.59,75.0,89
4.62,76.0,89
4.63,77.0,89
4.63,78.0,89
4.64,79.0,89
4.65,80.0,89
4.66,81.0,89
4.68,82.0,89
4.7,83.0,89
4.71,84.0,89
4.72,85.0,89
4.75,86.0,89
4.77,87.0,89
4.79,88.0,89
4.79,89.0,89
4.8,90.0,89
4.84,91.0,89
4.85,92.0,89
4.86,93.0,89
4.88,94.0,89
4.9,95.0,89
4.91,96.0,89
4.91,97.0,89
4.92,98.0,89
4.92,99.0,89
4.93,100.0,89
4.94,101.0,89
4.94,102.0,89
4.94,103.0,89
4.94,104.0,89
4.96,105.0,89
4.96,106.0,89
5.0,107.0,89
5.0,108.0,89
