number_of_targets,number_of_species,threshold
0.46,1.0,64
0.74,2.0,64
1.12,3.0,64
1.59,4.0,64
1.79,5.0,64
2.05,6.0,64
2.19,7.0,64
2.33,8.0,64
2.56,9.0,64
2.67,10.0,64
2.77,11.0,64
2.89,12.0,64
3.02,13.0,64
3.13,14.0,64
3.26,15.0,64
3.33,16.0,64
3.37,17.0,64
3.45,18.0,64
3.58,19.0,64
3.67,20.0,64
3.74,21.0,64
3.81,22.0,64
3.89,23.0,64
3.94,24.0,64
3.97,25.0,64
4.06,26.0,64
4.08,27.0,64
4.09,28.0,64
4.12,29.0,64
4.21,30.0,64
4.26,31.0,64
4.31,32.0,64
4.34,33.0,64
4.36,34.0,64
4.37,35.0,64
4.39,36.0,64
4.41,37.0,64
4.42,38.0,64
4.44,39.0,64
4.45,40.0,64
4.47,41.0,64
4.5,42.0,64
4.52,43.0,64
4.55,44.0,64
4.57,45.0,64
4.59,46.0,64
4.61,47.0,64
4.62,48.0,64
4.65,49.0,64
4.66,50.0,64
4.68,51.0,64
4.68,52.0,64
4.69,53.0,64
4.7,54.0,64
4.73,55.0,64
4.76,56.0,64
4.8,57.0,64
4.81,58.0,64
4.83,59.0,64
4.83,60.0,64
4.86,61.0,64
4.88,62.0,64
4.89,63.0,64
4.89,64.0,64
4.89,65.0,64
4.9,66.0,64
4.9,67.0,64
4.93,68.0,64
4.93,69.0,64
4.93,70.0,64
4.93,71.0,64
4.94,72.0,64
4.94,73.0,64
4.95,74.0,64
4.96,75.0,64
4.98,76.0,64
4.98,77.0,64
4.99,78.0,64
4.99,79.0,64
4.99,80.0,64
4.99,81.0,64
4.99,82.0,64
4.99,83.0,64
5.0,84.0,64
5.0,85.0,64
5.0,86.0,64
5.0,87.0,64
5.0,88.0,64
5.0,89.0,64
5.0,90.0,64
5.0,91.0,64
5.0,92.0,64
5.0,93.0,64
5.0,94.0,64
5.0,95.0,64
5.0,96.0,64
5.0,97.0,64
5.0,98.0,64
5.0,99.0,64
5.0,100.0,64
5.0,101.0,64
5.0,102.0,64
5.0,103.0,64
5.0,104.0,64
5.0,105.0,64
5.0,106.0,64
5.0,107.0,64
5.0,108.0,64
