number_of_targets,number_of_species,threshold
0.7,1.0,53
1.19,2.0,53
1.57,3.0,53
1.86,4.0,53
2.2,5.0,53
2.52,6.0,53
2.76,7.0,53
2.98,8.0,53
3.08,9.0,53
3.19,10.0,53
3.27,11.0,53
3.42,12.0,53
3.5,13.0,53
3.64,14.0,53
3.74,15.0,53
3.77,16.0,53
3.86,17.0,53
3.98,18.0,53
4.05,19.0,53
4.08,20.0,53
4.12,21.0,53
4.19,22.0,53
4.3,23.0,53
4.32,24.0,53
4.33,25.0,53
4.36,26.0,53
4.4,27.0,53
4.44,28.0,53
4.46,29.0,53
4.47,30.0,53
4.5,31.0,53
4.56,32.0,53
4.56,33.0,53
4.65,34.0,53
4.69,35.0,53
4.7,36.0,53
4.73,37.0,53
4.74,38.0,53
4.77,39.0,53
4.83,40.0,53
4.86,41.0,53
4.86,42.0,53
4.88,43.0,53
4.91,44.0,53
4.92,45.0,53
4.94,46.0,53
4.94,47.0,53
4.94,48.0,53
4.94,49.0,53
4.96,50.0,53
4.96,51.0,53
4.97,52.0,53
4.97,53.0,53
4.99,54.0,53
4.99,55.0,53
4.99,56.0,53
5.0,57.0,53
5.0,58.0,53
5.0,59.0,53
5.0,60.0,53
5.0,61.0,53
5.0,62.0,53
5.0,63.0,53
5.0,64.0,53
5.0,65.0,53
5.0,66.0,53
5.0,67.0,53
5.0,68.0,53
5.0,69.0,53
5.0,70.0,53
5.0,71.0,53
5.0,72.0,53
5.0,73.0,53
5.0,74.0,53
5.0,75.0,53
5.0,76.0,53
5.0,77.0,53
5.0,78.0,53
5.0,79.0,53
5.0,80.0,53
5.0,81.0,53
5.0,82.0,53
5.0,83.0,53
5.0,84.0,53
5.0,85.0,53
5.0,86.0,53
5.0,87.0,53
5.0,88.0,53
5.0,89.0,53
5.0,90.0,53
5.0,91.0,53
5.0,92.0,53
5.0,93.0,53
5.0,94.0,53
5.0,95.0,53
5.0,96.0,53
5.0,97.0,53
5.0,98.0,53
5.0,99.0,53
5.0,100.0,53
5.0,101.0,53
5.0,102.0,53
5.0,103.0,53
5.0,104.0,53
5.0,105.0,53
5.0,106.0,53
5.0,107.0,53
5.0,108.0,53
