number_of_targets,number_of_species,threshold
0.59,1.0,71
1.0,2.0,71
1.4,3.0,71
1.68,4.0,71
1.83,5.0,71
2.0,6.0,71
2.14,7.0,71
2.37,8.0,71
2.57,9.0,71
2.74,10.0,71
2.83,11.0,71
2.94,12.0,71
3.03,13.0,71
3.12,14.0,71
3.21,15.0,71
3.28,16.0,71
3.33,17.0,71
3.38,18.0,71
3.45,19.0,71
3.52,20.0,71
3.58,21.0,71
3.64,22.0,71
3.69,23.0,71
3.79,24.0,71
3.84,25.0,71
3.91,26.0,71
3.97,27.0,71
4.02,28.0,71
4.06,29.0,71
4.11,30.0,71
4.13,31.0,71
4.15,32.0,71
4.18,33.0,71
4.21,34.0,71
4.24,35.0,71
4.24,36.0,71
4.29,37.0,71
4.33,38.0,71
4.36,39.0,71
4.4,40.0,71
4.43,41.0,71
4.46,42.0,71
4.5,43.0,71
4.52,44.0,71
4.54,45.0,71
4.56,46.0,71
4.58,47.0,71
4.59,48.0,71
4.61,49.0,71
4.64,50.0,71
4.64,51.0,71
4.67,52.0,71
4.68,53.0,71
4.7,54.0,71
4.7,55.0,71
4.72,56.0,71
4.73,57.0,71
4.74,58.0,71
4.77,59.0,71
4.77,60.0,71
4.77,61.0,71
4.78,62.0,71
4.82,63.0,71
4.85,64.0,71
4.86,65.0,71
4.87,66.0,71
4.87,67.0,71
4.88,68.0,71
4.88,69.0,71
4.89,70.0,71
4.89,71.0,71
4.9,72.0,71
4.91,73.0,71
4.91,74.0,71
4.93,75.0,71
4.94,76.0,71
4.94,77.0,71
4.94,78.0,71
4.94,79.0,71
4.94,80.0,71
4.94,81.0,71
4.94,82.0,71
4.95,83.0,71
4.95,84.0,71
4.96,85.0,71
4.96,86.0,71
4.96,87.0,71
4.97,88.0,71
4.98,89.0,71
4.98,90.0,71
4.98,91.0,71
4.98,92.0,71
4.98,93.0,71
4.98,94.0,71
4.98,95.0,71
4.98,96.0,71
4.98,97.0,71
4.99,98.0,71
5.0,99.0,71
5.0,100.0,71
5.0,101.0,71
5.0,102.0,71
5.0,103.0,71
5.0,104.0,71
5.0,105.0,71
5.0,106.0,71
5.0,107.0,71
5.0,108.0,71
