number_of_targets,number_of_species,threshold
0.58,1.0,67
0.9,2.0,67
1.2,3.0,67
1.4,4.0,67
1.87,5.0,67
2.05,6.0,67
2.33,7.0,67
2.54,8.0,67
2.67,9.0,67
2.88,10.0,67
2.98,11.0,67
3.09,12.0,67
3.2,13.0,67
3.34,14.0,67
3.45,15.0,67
3.52,16.0,67
3.6,17.0,67
3.63,18.0,67
3.67,19.0,67
3.7,20.0,67
3.73,21.0,67
3.78,22.0,67
3.85,23.0,67
3.88,24.0,67
3.89,25.0,67
3.94,26.0,67
3.94,27.0,67
4.04,28.0,67
4.08,29.0,67
4.13,30.0,67
4.18,31.0,67
4.2,32.0,67
4.22,33.0,67
4.24,34.0,67
4.3,35.0,67
4.33,36.0,67
4.4,37.0,67
4.43,38.0,67
4.47,39.0,67
4.51,40.0,67
4.55,41.0,67
4.55,42.0,67
4.55,43.0,67
4.56,44.0,67
4.6,45.0,67
4.61,46.0,67
4.65,47.0,67
4.67,48.0,67
4.69,49.0,67
4.72,50.0,67
4.72,51.0,67
4.73,52.0,67
4.73,53.0,67
4.74,54.0,67
4.74,55.0,67
4.75,56.0,67
4.79,57.0,67
4.8,58.0,67
4.8,59.0,67
4.82,60.0,67
4.83,61.0,67
4.85,62.0,67
4.88,63.0,67
4.89,64.0,67
4.9,65.0,67
4.93,66.0,67
4.93,67.0,67
4.93,68.0,67
4.93,69.0,67
4.94,70.0,67
4.94,71.0,67
4.95,72.0,67
4.95,73.0,67
4.95,74.0,67
4.96,75.0,67
4.97,76.0,67
4.97,77.0,67
4.97,78.0,67
4.97,79.0,67
4.97,80.0,67
4.97,81.0,67
4.97,82.0,67
4.98,83.0,67
4.98,84.0,67
4.98,85.0,67
4.98,86.0,67
4.98,87.0,67
4.98,88.0,67
4.98,89.0,67
4.99,90.0,67
4.99,91.0,67
4.99,92.0,67
5.0,93.0,67
5.0,94.0,67
5.0,95.0,67
5.0,96.0,67
5.0,97.0,67
5.0,98.0,67
5.0,99.0,67
5.0,100.0,67
5.0,101.0,67
5.0,102.0,67
5.0,103.0,67
5.0,104.0,67
5.0,105.0,67
5.0,106.0,67
5.0,107.0,67
5.0,108.0,67
