number_of_targets,number_of_species,threshold
0.71,1.0,60
1.18,2.0,60
1.6,3.0,60
2.02,4.0,60
2.31,5.0,60
2.38,6.0,60
2.56,7.0,60
2.81,8.0,60
2.99,9.0,60
3.1,10.0,60
3.2,11.0,60
3.36,12.0,60
3.5,13.0,60
3.62,14.0,60
3.64,15.0,60
3.69,16.0,60
3.81,17.0,60
3.88,18.0,60
3.99,19.0,60
4.03,20.0,60
4.11,21.0,60
4.21,22.0,60
4.26,23.0,60
4.28,24.0,60
4.32,25.0,60
4.36,26.0,60
4.39,27.0,60
4.44,28.0,60
4.49,29.0,60
4.53,30.0,60
4.55,31.0,60
4.6,32.0,60
4.61,33.0,60
4.64,34.0,60
4.64,35.0,60
4.68,36.0,60
4.71,37.0,60
4.73,38.0,60
4.73,39.0,60
4.78,40.0,60
4.82,41.0,60
4.82,42.0,60
4.84,43.0,60
4.84,44.0,60
4.84,45.0,60
4.84,46.0,60
4.86,47.0,60
4.86,48.0,60
4.86,49.0,60
4.87,50.0,60
4.88,51.0,60
4.9,52.0,60
4.9,53.0,60
4.9,54.0,60
4.91,55.0,60
4.93,56.0,60
4.94,57.0,60
4.94,58.0,60
4.94,59.0,60
4.94,60.0,60
4.94,61.0,60
4.95,62.0,60
4.97,63.0,60
4.97,64.0,60
4.98,65.0,60
4.98,66.0,60
4.98,67.0,60
4.99,68.0,60
4.99,69.0,60
4.99,70.0,60
4.99,71.0,60
5.0,72.0,60
5.0,73.0,60
5.0,74.0,60
5.0,75.0,60
5.0,76.0,60
5.0,77.0,60
5.0,78.0,60
5.0,79.0,60
5.0,80.0,60
5.0,81.0,60
5.0,82.0,60
5.0,83.0,60
5.0,84.0,60
5.0,85.0,60
5.0,86.0,60
5.0,87.0,60
5.0,88.0,60
5.0,89.0,60
5.0,90.0,60
5.0,91.0,60
5.0,92.0,60
5.0,93.0,60
5.0,94.0,60
5.0,95.0,60
5.0,96.0,60
5.0,97.0,60
5.0,98.0,60
5.0,99.0,60
5.0,100.0,60
5.0,101.0,60
5.0,102.0,60
5.0,103.0,60
5.0,104.0,60
5.0,105.0,60
5.0,106.0,60
5.0,107.0,60
5.0,108.0,60
