number_of_targets,number_of_species,threshold
0.4,1.0,92
0.81,2.0,92
1.08,3.0,92
1.33,4.0,92
1.58,5.0,92
1.79,6.0,92
2.0,7.0,92
2.11,8.0,92
2.25,9.0,92
2.36,10.0,92
2.47,11.0,92
2.56,12.0,92
2.67,13.0,92
2.74,14.0,92
2.83,15.0,92
2.94,16.0,92
2.95,17.0,92
2.98,18.0,92
3.01,19.0,92
3.03,20.0,92
3.1,21.0,92
3.16,22.0,92
3.17,23.0,92
3.2,24.0,92
3.26,25.0,92
3.31,26.0,92
3.33,27.0,92
3.38,28.0,92
3.46,29.0,92
3.54,30.0,92
3.57,31.0,92
3.61,32.0,92
3.63,33.0,92
3.67,34.0,92
3.69,35.0,92
3.7,36.0,92
3.73,37.0,92
3.78,38.0,92
3.83,39.0,92
3.84,40.0,92
3.86,41.0,92
3.87,42.0,92
3.9,43.0,92
3.91,44.0,92
3.92,45.0,92
3.96,46.0,92
3.97,47.0,92
3.97,48.0,92
4.01,49.0,92
4.05,50.0,92
4.11,51.0,92
4.12,52.0,92
4.15,53.0,92
4.16,54.0,92
4.2,55.0,92
4.22,56.0,92
4.24,57.0,92
4.24,58.0,92
4.24,59.0,92
4.27,60.0,92
4.32,61.0,92
4.33,62.0,92
4.36,63.0,92
4.39,64.0,92
4.43,65.0,92
4.45,66.0,92
4.47,67.0,92
4.47,68.0,92
4.48,69.0,92
4.53,70.0,92
4.55,71.0,92
4.56,72.0,92
4.58,73.0,92
4.59,74.0,92
4.62,75.0,92
4.63,76.0,92
4.65,77.0,92
4.67,78.0,92
4.68,79.0,92
4.7,80.0,92
4.71,81.0,92
4.74,82.0,92
4.74,83.0,92
4.77,84.0,92
4.77,85.0,92
4.78,86.0,92
4.78,87.0,92
4.79,88.0,92
4.79,89.0,92
4.8,90.0,92
4.81,91.0,92
4.81,92.0,92
4.82,93.0,92
4.82,94.0,92
4.85,95.0,92
4.87,96.0,92
4.89,97.0,92
4.91,98.0,92
4.92,99.0,92
4.94,100.0,92
4.95,101.0,92
4.96,102.0,92
4.96,103.0,92
4.96,104.0,92
4.96,105.0,92
4.98,106.0,92
4.98,107.0,92
5.0,108.0,92
