number_of_targets,number_of_species,threshold
0.57,1.0,74
0.85,2.0,74
1.22,3.0,74
1.53,4.0,74
1.88,5.0,74
2.01,6.0,74
2.16,7.0,74
2.26,8.0,74
2.38,9.0,74
2.58,10.0,74
2.68,11.0,74
2.76,12.0,74
2.89,13.0,74
3.0,14.0,74
3.1,15.0,74
3.24,16.0,74
3.27,17.0,74
3.35,18.0,74
3.37,19.0,74
3.4,20.0,74
3.44,21.0,74
3.51,22.0,74
3.57,23.0,74
3.58,24.0,74
3.63,25.0,74
3.65,26.0,74
3.71,27.0,74
3.73,28.0,74
3.78,29.0,74
3.81,30.0,74
3.82,31.0,74
3.87,32.0,74
3.9,33.0,74
3.92,34.0,74
3.96,35.0,74
3.98,36.0,74
4.01,37.0,74
4.02,38.0,74
4.04,39.0,74
4.07,40.0,74
4.1,41.0,74
4.13,42.0,74
4.15,43.0,74
4.17,44.0,74
4.18,45.0,74
4.2,46.0,74
4.21,47.0,74
4.23,48.0,74
4.27,49.0,74
4.33,50.0,74
4.34,51.0,74
4.35,52.0,74
4.36,53.0,74
4.37,54.0,74
4.38,55.0,74
4.42,56.0,74
4.43,57.0,74
4.47,58.0,74
4.49,59.0,74
4.5,60.0,74
4.51,61.0,74
4.52,62.0,74
4.53,63.0,74
4.53,64.0,74
4.54,65.0,74
4.55,66.0,74
4.56,67.0,74
4.6,68.0,74
4.62,69.0,74
4.63,70.0,74
4.66,71.0,74
4.68,72.0,74
4.69,73.0,74
4.7,74.0,74
4.7,75.0,74
4.71,76.0,74
4.72,77.0,74
4.73,78.0,74
4.77,79.0,74
4.77,80.0,74
4.78,81.0,74
4.78,82.0,74
4.8,83.0,74
4.82,84.0,74
4.83,85.0,74
4.84,86.0,74
4.85,87.0,74
4.88,88.0,74
4.88,89.0,74
4.89,90.0,74
4.91,91.0,74
4.93,92.0,74
4.93,93.0,74
4.94,94.0,74
4.95,95.0,74
4.95,96.0,74
4.96,97.0,74
4.97,98.0,74
4.97,99.0,74
4.97,100.0,74
4.98,101.0,74
4.99,102.0,74
4.99,103.0,74
4.99,104.0,74
4.99,105.0,74
5.0,106.0,74
5.0,107.0,74
5.0,108.0,74
