number_of_targets,number_of_species,threshold
0.42,1.0,88
0.86,2.0,88
1.09,3.0,88
1.47,4.0,88
1.66,5.0,88
1.77,6.0,88
1.95,7.0,88
2.08,8.0,88
2.16,9.0,88
2.28,10.0,88
2.31,11.0,88
2.4,12.0,88
2.48,13.0,88
2.51,14.0,88
2.59,15.0,88
2.66,16.0,88
2.72,17.0,88
2.73,18.0,88
2.79,19.0,88
2.84,20.0,88
2.89,21.0,88
2.91,22.0,88
2.95,23.0,88
2.99,24.0,88
3.09,25.0,88
3.11,26.0,88
3.19,27.0,88
3.23,28.0,88
3.33,29.0,88
3.37,30.0,88
3.39,31.0,88
3.43,32.0,88
3.48,33.0,88
3.52,34.0,88
3.57,35.0,88
3.6,36.0,88
3.61,37.0,88
3.64,38.0,88
3.66,39.0,88
3.71,40.0,88
3.74,41.0,88
3.77,42.0,88
3.8,43.0,88
3.83,44.0,88
3.87,45.0,88
3.91,46.0,88
3.92,47.0,88
3.95,48.0,88
3.97,49.0,88
3.98,50.0,88
3.99,51.0,88
4.02,52.0,88
4.04,53.0,88
4.07,54.0,88
4.09,55.0,88
4.13,56.0,88
4.16,57.0,88
4.18,58.0,88
4.19,59.0,88
4.2,60.0,88
4.23,61.0,88
4.25,62.0,88
4.27,63.0,88
4.3,64.0,88
4.31,65.0,88
4.34,66.0,88
4.36,67.0,88
4.38,68.0,88
4.42,69.0,88
4.45,70.0,88
4.51,71.0,88
4.52,72.0,88
4.56,73.0,88
4.58,74.0,88
4.58,75.0,88
4.61,76.0,88
4.62,77.0,88
4.64,78.0,88
4.64,79.0,88
4.66,80.0,88
4.69,81.0,88
4.71,82.0,88
4.72,83.0,88
4.73,84.0,88
4.75,85.0,88
4.77,86.0,88
4.78,87.0,88
4.79,88.0,88
4.79,89.0,88
4.8,90.0,88
4.83,91.0,88
4.83,92.0,88
4.85,93.0,88
4.86,94.0,88
4.86,95.0,88
4.87,96.0,88
4.88,97.0,88
4.89,98.0,88
4.9,99.0,88
4.9,100.0,88
4.9,101.0,88
4.92,102.0,88
4.94,103.0,88
4.97,104.0,88
4.98,105.0,88
4.99,106.0,88
4.99,107.0,88
5.0,108.0,88
