number_of_targets,number_of_species,threshold
0.44,1.0,83
0.79,2.0,83
1.0,3.0,83
1.42,4.0,83
1.55,5.0,83
1.83,6.0,83
1.99,7.0,83
2.18,8.0,83
2.3,9.0,83
2.4,10.0,83
2.44,11.0,83
2.58,12.0,83
2.68,13.0,83
2.76,14.0,83
2.87,15.0,83
2.92,16.0,83
2.99,17.0,83
3.09,18.0,83
3.15,19.0,83
3.22,20.0,83
3.25,21.0,83
3.26,22.0,83
3.33,23.0,83
3.37,24.0,83
3.41,25.0,83
3.44,26.0,83
3.5,27.0,83
3.57,28.0,83
3.59,29.0,83
3.65,30.0,83
3.7,31.0,83
3.77,32.0,83
3.81,33.0,83
3.84,34.0,83
3.87,35.0,83
3.89,36.0,83
3.92,37.0,83
3.92,38.0,83
3.95,39.0,83
3.97,40.0,83
3.99,41.0,83
4.01,42.0,83
4.02,43.0,83
4.1,44.0,83
4.12,45.0,83
4.13,46.0,83
4.17,47.0,83
4.19,48.0,83
4.21,49.0,83
4.26,50.0,83
4.27,51.0,83
4.3,52.0,83
4.34,53.0,83
4.35,54.0,83
4.37,55.0,83
4.39,56.0,83
4.46,57.0,83
4.46,58.0,83
4.47,59.0,83
4.47,60.0,83
4.51,61.0,83
4.53,62.0,83
4.56,63.0,83
4.57,64.0,83
4.57,65.0,83
4.59,66.0,83
4.6,67.0,83
4.61,68.0,83
4.64,69.0,83
4.65,70.0,83
4.67,71.0,83
4.7,72.0,83
4.74,73.0,83
4.74,74.0,83
4.77,75.0,83
4.78,76.0,83
4.79,77.0,83
4.8,78.0,83
4.81,79.0,83
4.81,80.0,83
4.81,81.0,83
4.83,82.0,83
4.83,83.0,83
4.85,84.0,83
4.86,85.0,83
4.86,86.0,83
4.86,87.0,83
4.87,88.0,83
4.87,89.0,83
4.87,90.0,83
4.87,91.0,83
4.88,92.0,83
4.91,93.0,83
4.92,94.0,83
4.92,95.0,83
4.93,96.0,83
4.95,97.0,83
4.95,98.0,83
4.96,99.0,83
4.96,100.0,83
4.96,101.0,83
4.96,102.0,83
4.97,103.0,83
4.97,104.0,83
4.98,105.0,83
4.99,106.0,83
4.99,107.0,83
5.0,108.0,83
