number_of_targets,number_of_species,threshold
1.04,1.0,27
1.73,2.0,27
2.42,3.0,27
3.0,4.0,27
3.31,5.0,27
3.64,6.0,27
3.93,7.0,27
4.07,8.0,27
4.35,9.0,27
4.49,10.0,27
4.6,11.0,27
4.68,12.0,27
4.75,13.0,27
4.83,14.0,27
4.86,15.0,27
4.87,16.0,27
4.88,17.0,27
4.89,18.0,27
4.9,19.0,27
4.92,20.0,27
4.93,21.0,27
4.94,22.0,27
4.96,23.0,27
4.96,24.0,27
4.97,25.0,27
4.98,26.0,27
4.98,27.0,27
4.98,28.0,27
4.98,29.0,27
4.98,30.0,27
4.98,31.0,27
4.98,32.0,27
4.98,33.0,27
4.98,34.0,27
4.98,35.0,27
4.99,36.0,27
4.99,37.0,27
5.0,38.0,27
5.0,39.0,27
5.0,40.0,27
5.0,41.0,27
5.0,42.0,27
5.0,43.0,27
5.0,44.0,27
5.0,45.0,27
5.0,46.0,27
5.0,47.0,27
5.0,48.0,27
5.0,49.0,27
5.0,50.0,27
5.0,51.0,27
5.0,52.0,27
5.0,53.0,27
5.0,54.0,27
5.0,55.0,27
5.0,56.0,27
5.0,57.0,27
5.0,58.0,27
5.0,59.0,27
5.0,60.0,27
5.0,61.0,27
5.0,62.0,27
5.0,63.0,27
5.0,64.0,27
5.0,65.0,27
5.0,66.0,27
5.0,67.0,27
5.0,68.0,27
5.0,69.0,27
5.0,70.0,27
5.0,71.0,27
5.0,72.0,27
5.0,73.0,27
5.0,74.0,27
5.0,75.0,27
5.0,76.0,27
5.0,77.0,27
5.0,78.0,27
5.0,79.0,27
5.0,80.0,27
5.0,81.0,27
5.0,82.0,27
5.0,83.0,27
5.0,84.0,27
5.0,85.0,27
5.0,86.0,27
5.0,87.0,27
5.0,88.0,27
5.0,89.0,27
5.0,90.0,27
5.0,91.0,27
5.0,92.0,27
5.0,93.0,27
5.0,94.0,27
5.0,95.0,27
5.0,96.0,27
5.0,97.0,27
5.0,98.0,27
5.0,99.0,27
5.0,100.0,27
5.0,101.0,27
5.0,102.0,27
5.0,103.0,27
5.0,104.0,27
5.0,105.0,27
5.0,106.0,27
5.0,107.0,27
5.0,108.0,27
