number_of_targets,number_of_species,threshold
0.42,1.0,94
0.79,2.0,94
1.14,3.0,94
1.34,4.0,94
1.56,5.0,94
1.74,6.0,94
1.93,7.0,94
2.09,8.0,94
2.19,9.0,94
2.31,10.0,94
2.43,11.0,94
2.57,12.0,94
2.67,13.0,94
2.73,14.0,94
2.77,15.0,94
2.84,16.0,94
2.88,17.0,94
2.91,18.0,94
2.98,19.0,94
3.03,20.0,94
3.08,21.0,94
3.15,22.0,94
3.2,23.0,94
3.24,24.0,94
3.29,25.0,94
3.36,26.0,94
3.42,27.0,94
3.47,28.0,94
3.49,29.0,94
3.54,30.0,94
3.59,31.0,94
3.65,32.0,94
3.68,33.0,94
3.74,34.0,94
3.75,35.0,94
3.8,36.0,94
3.84,37.0,94
3.87,38.0,94
3.92,39.0,94
3.93,40.0,94
4.0,41.0,94
4.01,42.0,94
4.04,43.0,94
4.08,44.0,94
4.08,45.0,94
4.11,46.0,94
4.13,47.0,94
4.17,48.0,94
4.2,49.0,94
4.26,50.0,94
4.26,51.0,94
4.28,52.0,94
4.32,53.0,94
4.33,54.0,94
4.33,55.0,94
4.35,56.0,94
4.36,57.0,94
4.39,58.0,94
4.39,59.0,94
4.39,60.0,94
4.42,61.0,94
4.44,62.0,94
4.45,63.0,94
4.45,64.0,94
4.48,65.0,94
4.49,66.0,94
4.51,67.0,94
4.52,68.0,94
4.55,69.0,94
4.56,70.0,94
4.58,71.0,94
4.59,72.0,94
4.61,73.0,94
4.63,74.0,94
4.65,75.0,94
4.66,76.0,94
4.69,77.0,94
4.71,78.0,94
4.72,79.0,94
4.72,80.0,94
4.72,81.0,94
4.75,82.0,94
4.75,83.0,94
4.75,84.0,94
4.77,85.0,94
4.78,86.0,94
4.78,87.0,94
4.79,88.0,94
4.79,89.0,94
4.79,90.0,94
4.81,91.0,94
4.84,92.0,94
4.85,93.0,94
4.86,94.0,94
4.87,95.0,94
4.87,96.0,94
4.87,97.0,94
4.89,98.0,94
4.9,99.0,94
4.91,100.0,94
4.91,101.0,94
4.94,102.0,94
4.95,103.0,94
4.95,104.0,94
4.98,105.0,94
4.98,106.0,94
4.98,107.0,94
5.0,108.0,94
