number_of_targets,number_of_species,threshold
0.93,1.0,36
1.67,2.0,36
2.36,3.0,36
2.74,4.0,36
3.09,5.0,36
3.32,6.0,36
3.59,7.0,36
3.79,8.0,36
3.9,9.0,36
4.04,10.0,36
4.14,11.0,36
4.23,12.0,36
4.33,13.0,36
4.43,14.0,36
4.45,15.0,36
4.53,16.0,36
4.56,17.0,36
4.61,18.0,36
4.65,19.0,36
4.67,20.0,36
4.71,21.0,36
4.73,22.0,36
4.75,23.0,36
4.78,24.0,36
4.79,25.0,36
4.82,26.0,36
4.85,27.0,36
4.86,28.0,36
4.88,29.0,36
4.89,30.0,36
4.9,31.0,36
4.91,32.0,36
4.94,33.0,36
4.94,34.0,36
4.94,35.0,36
4.95,36.0,36
4.97,37.0,36
4.98,38.0,36
4.98,39.0,36
4.98,40.0,36
4.98,41.0,36
4.98,42.0,36
4.99,43.0,36
4.99,44.0,36
5.0,45.0,36
5.0,46.0,36
5.0,47.0,36
5.0,48.0,36
5.0,49.0,36
5.0,50.0,36
5.0,51.0,36
5.0,52.0,36
5.0,53.0,36
5.0,54.0,36
5.0,55.0,36
5.0,56.0,36
5.0,57.0,36
5.0,58.0,36
5.0,59.0,36
5.0,60.0,36
5.0,61.0,36
5.0,62.0,36
5.0,63.0,36
5.0,64.0,36
5.0,65.0,36
5.0,66.0,36
5.0,67.0,36
5.0,68.0,36
5.0,69.0,36
5.0,70.0,36
5.0,71.0,36
5.0,72.0,36
5.0,73.0,36
5.0,74.0,36
5.0,75.0,36
5.0,76.0,36
5.0,77.0,36
5.0,78.0,36
5.0,79.0,36
5.0,80.0,36
5.0,81.0,36
5.0,82.0,36
5.0,83.0,36
5.0,84.0,36
5.0,85.0,36
5.0,86.0,36
5.0,87.0,36
5.0,88.0,36
5.0,89.0,36
5.0,90.0,36
5.0,91.0,36
5.0,92.0,36
5.0,93.0,36
5.0,94.0,36
5.0,95.0,36
5.0,96.0,36
5.0,97.0,36
5.0,98.0,36
5.0,99.0,36
5.0,100.0,36
5.0,101.0,36
5.0,102.0,36
5.0,103.0,36
5.0,104.0,36
5.0,105.0,36
5.0,106.0,36
5.0,107.0,36
5.0,108.0,36
