number_of_targets,number_of_species,threshold
0.67,1.0,52
1.28,2.0,52
1.85,3.0,52
2.12,4.0,52
2.38,5.0,52
2.56,6.0,52
2.77,7.0,52
3.0,8.0,52
3.11,9.0,52
3.28,10.0,52
3.38,11.0,52
3.49,12.0,52
3.56,13.0,52
3.66,14.0,52
3.77,15.0,52
3.87,16.0,52
3.98,17.0,52
4.07,18.0,52
4.14,19.0,52
4.18,20.0,52
4.28,21.0,52
4.31,22.0,52
4.33,23.0,52
4.34,24.0,52
4.36,25.0,52
4.41,26.0,52
4.48,27.0,52
4.51,28.0,52
4.53,29.0,52
4.59,30.0,52
4.65,31.0,52
4.71,32.0,52
4.71,33.0,52
4.72,34.0,52
4.77,35.0,52
4.77,36.0,52
4.78,37.0,52
4.79,38.0,52
4.83,39.0,52
4.84,40.0,52
4.84,41.0,52
4.84,42.0,52
4.85,43.0,52
4.87,44.0,52
4.88,45.0,52
4.9,46.0,52
4.91,47.0,52
4.91,48.0,52
4.91,49.0,52
4.92,50.0,52
4.92,51.0,52
4.93,52.0,52
4.93,53.0,52
4.94,54.0,52
4.95,55.0,52
4.95,56.0,52
4.95,57.0,52
4.95,58.0,52
4.97,59.0,52
4.97,60.0,52
4.97,61.0,52
4.99,62.0,52
4.99,63.0,52
4.99,64.0,52
5.0,65.0,52
5.0,66.0,52
5.0,67.0,52
5.0,68.0,52
5.0,69.0,52
5.0,70.0,52
5.0,71.0,52
5.0,72.0,52
5.0,73.0,52
5.0,74.0,52
5.0,75.0,52
5.0,76.0,52
5.0,77.0,52
5.0,78.0,52
5.0,79.0,52
5.0,80.0,52
5.0,81.0,52
5.0,82.0,52
5.0,83.0,52
5.0,84.0,52
5.0,85.0,52
5.0,86.0,52
5.0,87.0,52
5.0,88.0,52
5.0,89.0,52
5.0,90.0,52
5.0,91.0,52
5.0,92.0,52
5.0,93.0,52
5.0,94.0,52
5.0,95.0,52
5.0,96.0,52
5.0,97.0,52
5.0,98.0,52
5.0,99.0,52
5.0,100.0,52
5.0,101.0,52
5.0,102.0,52
5.0,103.0,52
5.0,104.0,52
5.0,105.0,52
5.0,106.0,52
5.0,107.0,52
5.0,108.0,52
