number_of_targets,number_of_species,threshold
0.3,1.0,85
0.66,2.0,85
1.02,3.0,85
1.33,4.0,85
1.5,5.0,85
1.73,6.0,85
1.9,7.0,85
2.07,8.0,85
2.17,9.0,85
2.24,10.0,85
2.36,11.0,85
2.46,12.0,85
2.53,13.0,85
2.6,14.0,85
2.72,15.0,85
2.78,16.0,85
2.81,17.0,85
2.87,18.0,85
2.94,19.0,85
3.0,20.0,85
3.02,21.0,85
3.07,22.0,85
3.1,23.0,85
3.13,24.0,85
3.18,25.0,85
3.19,26.0,85
3.2,27.0,85
3.25,28.0,85
3.27,29.0,85
3.31,30.0,85
3.35,31.0,85
3.4,32.0,85
3.44,33.0,85
3.5,34.0,85
3.55,35.0,85
3.57,36.0,85
3.58,37.0,85
3.6,38.0,85
3.62,39.0,85
3.67,40.0,85
3.68,41.0,85
3.75,42.0,85
3.78,43.0,85
3.8,44.0,85
3.84,45.0,85
3.88,46.0,85
3.91,47.0,85
3.93,48.0,85
3.95,49.0,85
3.99,50.0,85
4.03,51.0,85
4.09,52.0,85
4.1,53.0,85
4.13,54.0,85
4.14,55.0,85
4.17,56.0,85
4.19,57.0,85
4.22,58.0,85
4.26,59.0,85
4.3,60.0,85
4.32,61.0,85
4.34,62.0,85
4.35,63.0,85
4.36,64.0,85
4.38,65.0,85
4.43,66.0,85
4.46,67.0,85
4.47,68.0,85
4.49,69.0,85
4.5,70.0,85
4.5,71.0,85
4.51,72.0,85
4.53,73.0,85
4.54,74.0,85
4.54,75.0,85
4.56,76.0,85
4.6,77.0,85
4.61,78.0,85
4.62,79.0,85
4.65,80.0,85
4.66,81.0,85
4.69,82.0,85
4.7,83.0,85
4.71,84.0,85
4.72,85.0,85
4.73,86.0,85
4.74,87.0,85
4.77,88.0,85
4.78,89.0,85
4.81,90.0,85
4.81,91.0,85
4.81,92.0,85
4.84,93.0,85
4.84,94.0,85
4.88,95.0,85
4.88,96.0,85
4.89,97.0,85
4.9,98.0,85
4.9,99.0,85
4.9,100.0,85
4.91,101.0,85
4.92,102.0,85
4.94,103.0,85
4.96,104.0,85
4.96,105.0,85
5.0,106.0,85
5.0,107.0,85
5.0,108.0,85
