page_id,level_1,level_2,common_name,latin_name,part,preparation,reference,ca_mg,zn_mg,fe_mg,protein_g,fat_g,fapun3,fapun_all_g,mn_mg,mg_mg,epa,dha,latin_name_cleaned,old_species1,cine_id
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,muscle,raw,43,11.2,1.1,0.46,14.1,3.4,0.65,1.3,NA,NA,NA,NA,Coregonus artedi,Coregonus artedi,142
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,muscle,raw,27,12,NA,NA,19.4,3.2,NA,NA,NA,17,NA,NA,Coregonus artedi,Coregonus artedi,143
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,whole,raw,27,NA,NA,NA,17.4,6.8,NA,NA,NA,NA,NA,NA,Coregonus artedi,Coregonus artedi,144
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,offal,raw,27,NA,NA,NA,15.9,7.2,NA,NA,NA,NA,NA,NA,Coregonus artedi,Coregonus artedi,145
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,eggs,raw,43,28.7,5.4,0.22,4.5,14.4,0.24,3.1,NA,NA,NA,NA,Coregonus artedi,Coregonus artedi,146
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,muscle,raw,79,30,NA,0.4,18.2,3.3,NA,NA,NA,NA,NA,NA,Coregonus artedi,Coregonus artedi,147
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,muscle,raw,72,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,Coregonus artedi,Coregonus artedi,148
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,not specified,raw,86,11,NA,0.4,19,2,NA,NA,NA,NA,0.12,0.51,Coregonus artedi,Coregonus artedi,149
6388,Fish,Freshwater Fish,Arctic Cisco,Coregonus autumnalis,muscle,raw,20,NA,NA,NA,NA,3.9,NA,NA,NA,NA,0.3,0.3,Coregonus autumnalis,Coregonus autumnalis,150
6388,Fish,Freshwater Fish,Arctic Cisco,Coregonus autumnalis,muscle,raw,24,30,0.4,1,18,4,NA,NA,0.02,23,NA,NA,Coregonus autumnalis,Coregonus autumnalis,151
6388,Fish,Freshwater Fish,Arctic Cisco,Coregonus autumnalis,muscle,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coregonus autumnalis,Coregonus autumnalis,152
6388,Fish,Freshwater Fish,Arctic Cisco,Coregonus autumnalis,eggs,raw,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coregonus autumnalis,Coregonus autumnalis,153
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,23,NA,NA,NA,NA,6,NA,2.2,NA,NA,0.3,1,Coregonus clupeaformis,Coregonus clupeaformis,154
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,62,26,0.99,0.37,19.1,5.9,NA,2.15,0.067,33,NA,NA,Coregonus clupeaformis,Coregonus clupeaformis,155
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,24,9.4,0.8,0.5,18,0.7,NA,NA,0.01,21,NA,NA,Coregonus clupeaformis,Coregonus clupeaformis,156
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coregonus clupeaformis,Coregonus clupeaformis,157
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,24,40,0.4,0.5,18,4,NA,NA,0.03,25,NA,NA,Coregonus clupeaformis,Coregonus clupeaformis,158
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coregonus clupeaformis,Coregonus clupeaformis,159
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coregonus clupeaformis,Coregonus clupeaformis,160
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,73,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,Coregonus clupeaformis,Coregonus clupeaformis,161
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,43,6,0.5,0.25,15,1.1,0.5,0.7,NA,NA,NA,NA,Coregonus clupeaformis,Coregonus clupeaformis,162
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,20,NA,NA,NA,NA,1.9,NA,NA,NA,NA,0.1,0.1,Coregonus clupeaformis,Coregonus clupeaformis,163
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,eggs,raw,24,40,4,3,22,11,NA,NA,0.2,34,NA,NA,Coregonus clupeaformis,Coregonus clupeaformis,164
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,eggs,raw,43,35.9,3.2,0.37,11.4,7.7,0.33,1.55,NA,NA,NA,NA,Coregonus clupeaformis,Coregonus clupeaformis,165
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,eggs,raw,20,NA,NA,NA,NA,11.4,NA,NA,NA,NA,0.4,0.7,Coregonus clupeaformis,Coregonus clupeaformis,166
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,eggs,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coregonus clupeaformis,Coregonus clupeaformis,167
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,esophagus,raw,24,NA,NA,NA,15,4.1,NA,NA,NA,NA,NA,NA,Coregonus clupeaformis,Coregonus clupeaformis,168
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,27,NA,1.3,NA,18.5,7.2,NA,NA,0.067,NA,NA,NA,Coregonus clupeaformis,Coregonus clupeaformis,169
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,2,25.7,0.3,0.3,23.3,1.3,NA,NA,NA,17.2,0.059,0.251,Coregonus clupeaformis,Coregonus clupeaformis,170
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,tail,raw,20,NA,NA,NA,NA,5.1,NA,NA,NA,NA,0.2,0.2,Coregonus clupeaformis,Coregonus clupeaformis,171
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,offal,raw,27,NA,NA,NA,16.1,18.5,NA,NA,NA,NA,NA,NA,Coregonus clupeaformis,Coregonus clupeaformis,172
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,79,5,1.3,0.3,18.8,9,NA,3.6,NA,NA,NA,NA,Coregonus clupeaformis,Coregonus clupeaformis,173
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,72,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,Coregonus clupeaformis,Coregonus clupeaformis,174
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coregonus clupeaformis,Coregonus clupeaformis,175
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,muscle,raw,34,NA,NA,NA,12.2,15.3,NA,NA,NA,NA,NA,NA,Coregonus nasus,Coregonus nasus,176
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,muscle,raw,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coregonus nasus,Coregonus nasus,177
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,"head, eyes, cheeks + soft bones",raw,7,NA,NA,3.9,18.6,3.6,NA,NA,NA,NA,NA,NA,Coregonus nasus,Coregonus nasus,178
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,"head, eyes, cheeks + soft bones",raw,34,NA,NA,3.9,18.6,3.6,NA,NA,NA,NA,NA,NA,Coregonus nasus,Coregonus nasus,179
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,liver,raw,7,53,NA,8.6,11,4.4,NA,NA,NA,NA,NA,NA,Coregonus nasus,Coregonus nasus,180
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,liver,raw,34,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,Coregonus nasus,Coregonus nasus,181
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,eggs,raw,7,54,NA,0.9,8,5,NA,NA,NA,NA,NA,NA,Coregonus nasus,Coregonus nasus,182
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,eggs,raw,34,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,Coregonus nasus,Coregonus nasus,183
6438,Fish,Saltwater Fish,Sculpins,Cottidae,"whole, no skin",raw,4,429,0.9,0.5,18,1.5,NA,NA,0.05,26,NA,NA,Cottidae,Cottidae,184
6438,Fish,Saltwater Fish,Sculpins,Cottidae,muscle,raw,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cottidae,Cottidae,185
6438,Fish,Saltwater Fish,Sculpins,Cottidae,muscle,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cottidae,Cottidae,186
6438,Fish,Saltwater Fish,Sculpins,Cottidae,muscle + bones,raw,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cottidae,Cottidae,187
6408,Fish,Freshwater Fish,Lake Chub,Couesius plumbeus,muscle,raw,27,NA,NA,NA,18.7,1.2,NA,NA,NA,NA,NA,NA,Couesius plumbeus,Couesius plumbeus,188
6507,Marine Invertebrates,Bivalves,Eastern Oyster,Crassostrea virginica,muscle,raw,79,69,110,7.1,8.2,2.2,0.51,0.86,NA,NA,NA,NA,Crassostrea virginica,Crassostrea virginica,189
6507,Marine Invertebrates,Bivalves,Eastern Oyster,Crassostrea virginica,muscle,raw,55,NA,NA,NA,NA,NA,NA,0.22,NA,NA,0.11,0.09,Crassostrea virginica,Crassostrea virginica,190
6507,Marine Invertebrates,Bivalves,Eastern Oyster,Crassostrea virginica,muscle,raw,65,61,82.5,7.65,8.59,2.36,NA,NA,0.387,54.4,NA,NA,Crassostrea virginica,Crassostrea virginica,191
6507,Marine Invertebrates,Bivalves,Eastern Oyster,Crassostrea virginica,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crassostrea virginica,Crassostrea virginica,192
6507,Marine Invertebrates,Bivalves,Eastern Oyster,Crassostrea virginica,whole,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crassostrea virginica,Crassostrea virginica,193
6507,Marine Invertebrates,Bivalves,Eastern Oyster,Crassostrea virginica,not specified,raw,86,44,NA,5.8,5,1,NA,NA,NA,NA,0.19,0.2,Crassostrea virginica,Crassostrea virginica,194
6548,Marine Invertebrates,Primitive Mollusks,Giant Pacific Chiton,Cryptochiton stelleri,muscle,raw,77,121,NA,16,17.1,1.6,NA,NA,NA,NA,NA,NA,Cryptochiton stelleri,Cryptochiton stelleri,195
6437,Fish,Saltwater Fish,Lumpfish,Cyclopterus lumpus,muscle,raw,27,NA,NA,NA,7.7,5.7,NA,NA,NA,NA,NA,NA,Cyclopterus lumpus,Cyclopterus lumpus,196
6437,Fish,Saltwater Fish,Lumpfish,Cyclopterus lumpus,eggs,raw,27,NA,NA,NA,13.6,3.6,NA,NA,NA,NA,NA,NA,Cyclopterus lumpus,Cyclopterus lumpus,197
6437,Fish,Saltwater Fish,Lumpfish,Cyclopterus lumpus,whole,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyclopterus lumpus,Cyclopterus lumpus,198
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,23,NA,NA,NA,NA,5.6,NA,1.4,NA,NA,0.2,0.1,Cyprinus carpio,Cyprinus carpio,199
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,46,99,NA,1.7,18.4,1.2,NA,NA,NA,NA,NA,NA,Cyprinus carpio,Cyprinus carpio,200
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyprinus carpio,Cyprinus carpio,201
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyprinus carpio,Cyprinus carpio,202
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,27,37,4.7,1.25,17.8,2.5,NA,NA,NA,36,NA,NA,Cyprinus carpio,Cyprinus carpio,203
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,whole,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyprinus carpio,Cyprinus carpio,204
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,whole,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyprinus carpio,Cyprinus carpio,205
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,79,24,1.4,1,16.4,8.5,0.5,1.7,NA,NA,NA,NA,Cyprinus carpio,Cyprinus carpio,206
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,56,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Cyprinus carpio,Cyprinus carpio,207
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,72,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,Cyprinus carpio,Cyprinus carpio,208
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,whole,raw,7,236,NA,4.6,15.5,1.75,NA,NA,NA,NA,NA,NA,Dallia pectoralis,Dallia pectoralis,209
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,whole,raw,34,236,NA,4.6,15.5,1.75,NA,NA,NA,NA,NA,NA,Dallia pectoralis,Dallia pectoralis,210
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,muscle,raw,11,880,NA,NA,16.9,0.7,NA,NA,NA,NA,NA,NA,Dallia pectoralis,Dallia pectoralis,211
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,muscle,raw,33,880,NA,NA,16.9,0.7,NA,NA,NA,NA,NA,NA,Dallia pectoralis,Dallia pectoralis,212
6432,Fish,Saltwater Fish,Saffron Cod,Eleginus gracilis,muscle,raw,34,NA,NA,NA,14.7,0.8,NA,NA,NA,NA,NA,NA,Eleginus gracilis,Eleginus gracilis,213
6432,Fish,Saltwater Fish,Saffron Cod,Eleginus gracilis,liver,raw,34,6,NA,3.8,8,45.1,NA,NA,NA,NA,NA,NA,Eleginus gracilis,Eleginus gracilis,214
6445,Fish,Saltwater Fish,Anchovies,Engraulidae,muscle,raw,23,NA,NA,NA,NA,4.8,NA,1.6,NA,NA,0.5,0.9,Engraulidae,Engraulidae,215
6445,Fish,Saltwater Fish,Anchovies,Engraulidae,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engraulidae,Engraulidae,216
6445,Fish,Saltwater Fish,Anchovies,Engraulidae,muscle,raw,27,150,0.88,1.53,19.6,3.1,NA,NA,NA,NA,NA,NA,Engraulidae,Engraulidae,217
6445,Fish,Saltwater Fish,Anchovies,Engraulidae,whole,raw,27,2150,NA,NA,17.1,2.9,NA,NA,NA,300,NA,NA,Engraulidae,Engraulidae,218
6445,Fish,Saltwater Fish,Anchovies,Engraulidae,muscle,raw,79,150,0.9,1.5,19.6,4.8,1.4,1.7,NA,NA,NA,NA,Engraulidae,Engraulidae,219
6445,Fish,Saltwater Fish,Anchovies,Engraulidae,muscle,raw,72,NA,NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,Engraulidae,Engraulidae,220
6504,Marine Invertebrates,Bivalves,Atlantic Jackknife Clam,Ensis directus,whole,raw,27,50,6.32,11,11.2,1.5,NA,NA,NA,NA,NA,NA,Ensis directus,Ensis directus,221
6527,Marine Invertebrates,Cephalopods,Pacific Giant Octopus,Enteroctopus dofleini,muscle,raw,7,35,1.43,4.9,12.3,0.8,NA,0.2,0.021,NA,NA,NA,Enteroctopus dofleini,Enteroctopus dofleini,222
6527,Marine Invertebrates,Cephalopods,Pacific Giant Octopus,Enteroctopus dofleini,muscle,raw,19,24,NA,5.3,11.9,0.6,NA,NA,NA,NA,NA,NA,Enteroctopus dofleini,Enteroctopus dofleini,223
6527,Marine Invertebrates,Cephalopods,Pacific Giant Octopus,Enteroctopus dofleini,muscle,raw,77,24,NA,5.3,11.9,0.6,NA,NA,NA,NA,NA,NA,Enteroctopus dofleini,Enteroctopus dofleini,224
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Esox lucius,Esox lucius,225
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,23,NA,NA,NA,NA,1.2,NA,0.4,NA,NA,0.1,0.2,Esox lucius,Esox lucius,226
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,23,NA,NA,NA,NA,0.7,NA,0.2,NA,NA,NA,0.1,Esox lucius,Esox lucius,227
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,13,57,0.67,0.55,19.3,0.69,NA,0.202,NA,NA,0.033,0.074,Esox lucius,Esox lucius,228
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Esox lucius,Esox lucius,229
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,82,50,0.96,0.3,19,1.2,NA,0.044,0.04,29,NA,NA,Esox lucius,Esox lucius,230
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,24,60,0.7,0.4,19,0.8,NA,NA,0.03,28,NA,NA,Esox lucius,Esox lucius,231
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,34,NA,NA,0.55,NA,1.1,NA,NA,NA,NA,NA,NA,Esox lucius,Esox lucius,232
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,44,19.894,0.581,0.217,18.1,1.29,NA,NA,0.047,NA,NA,NA,Esox lucius,Esox lucius,233
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,20,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,0.1,Esox lucius,Esox lucius,234
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,43,8,1.1,0.1,17,0.4,0.4,0.7,NA,NA,NA,NA,Esox lucius,Esox lucius,235
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044,0.217,Esox lucius,Esox lucius,236
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Esox lucius,Esox lucius,237
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,whole,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Esox lucius,Esox lucius,238
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,27,259,1.11,0.47,18.7,0.9,NA,NA,0.236,NA,NA,NA,Esox lucius,Esox lucius,239
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,2,32.6,0.4,0.2,21.8,0.7,NA,NA,NA,17.3,0.044,0.165,Esox lucius,Esox lucius,240
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,offal,raw,27,NA,NA,NA,16.5,5.3,NA,NA,NA,NA,NA,NA,Esox lucius,Esox lucius,241
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,79,143,0.9,0.4,18.5,0.9,0.1,0.3,NA,NA,NA,NA,Esox lucius,Esox lucius,242
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,72,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,Esox lucius,Esox lucius,243
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,56,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,Esox lucius,Esox lucius,244
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,liver,raw,43,4.6,8.4,0.99,5.1,5.8,0.97,1.6,NA,NA,NA,NA,Esox lucius,Esox lucius,245
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,liver,raw,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Esox lucius,Esox lucius,246
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,36,20.38,0.665,0.615,18.4,0.85,NA,NA,NA,27.57,NA,NA,Esox spp.,Esox spp.,247
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,40,NA,NA,NA,18.7,0.2,NA,NA,NA,NA,NA,NA,Esox spp.,Esox spp.,248
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,53,19,0.4,0.2,20,0.8,NA,NA,0.02,28,NA,0.2,Esox spp.,Esox spp.,249
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,7,NA,NA,0.6,18.3,1.1,NA,NA,NA,NA,NA,NA,Esox spp.,Esox spp.,250
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,41,NA,NA,NA,19,0.8,NA,NA,NA,NA,NA,NA,Esox spp.,Esox spp.,251
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,11,80,NA,NA,18.4,0.4,NA,NA,NA,NA,NA,NA,Esox spp.,Esox spp.,252
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,33,80,NA,NA,18.4,0.4,NA,NA,NA,NA,NA,NA,Esox spp.,Esox spp.,253
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,11,62,NA,NA,18.7,0.2,NA,NA,NA,NA,NA,NA,Esox spp.,Esox spp.,254
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,33,62,NA,NA,18.7,0.2,NA,NA,NA,NA,NA,NA,Esox spp.,Esox spp.,255
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,11,28,NA,NA,17.5,0.7,NA,NA,NA,NA,NA,NA,Esox spp.,Esox spp.,256
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,33,28,NA,NA,17.5,0.7,NA,NA,NA,NA,NA,NA,Esox spp.,Esox spp.,257
6404,Fish,Freshwater Fish,Pike,Esox spp.,liver,raw,7,28,NA,2.1,16.6,8,NA,NA,NA,NA,NA,NA,Esox spp.,Esox spp.,258
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,27,40,NA,0.59,18.3,0.7,NA,NA,0.019,31,NA,NA,Esox spp.,Esox spp.,259
6432,Fish,Saltwater Fish,Cod and Relatives,Gadidae,muscle,raw,23,NA,NA,NA,NA,0.5,NA,0.1,NA,NA,NA,0.1,Gadidae,Gadidae,260
6432,Fish,Saltwater Fish,Cod and Relatives,Gadidae,muscle,raw,82,50,0.5,0.3,18.3,0.6,NA,0,NA,NA,NA,NA,Gadidae,Gadidae,261
6432,Fish,Saltwater Fish,Cod and Relatives,Gadidae,muscle,raw,27,30,0.793,NA,18.9,1.3,NA,NA,NA,NA,NA,NA,Gadidae,Gadidae,262
6432,Fish,Saltwater Fish,Cod and Relatives,Gadidae,muscle,raw,48,NA,NA,NA,NA,1.3,0.5,NA,NA,NA,NA,NA,Gadidae,Gadidae,263
6432,Fish,Saltwater Fish,Cod and Relatives,Gadidae,whole,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gadidae,Gadidae,264
6432,Fish,Saltwater Fish,Cod and Relatives,Gadiformes,muscle,raw,53,43,0.37,0.25,NA,NA,NA,NA,0.01,26,0.1,0.2,Gadiformes,Gadiformes,265
6432,Fish,Saltwater Fish,Cod and Relatives,Gadiformes,muscle,raw,55,NA,NA,NA,NA,0.73,0.32,NA,NA,NA,0.08,0.23,Gadiformes,Gadiformes,266
6432,Fish,Saltwater Fish,Cod and Relatives,Gadiformes,muscle,raw,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gadiformes,Gadiformes,267
6432,Fish,Saltwater Fish,Cod and Relatives,Gadiformes,muscle,raw,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gadiformes,Gadiformes,268
6432,Fish,Saltwater Fish,Cod and Relatives,Gadiformes,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gadiformes,Gadiformes,269
6432,Fish,Saltwater Fish,Cod and Relatives,Gadiformes,muscle,raw,27,15,1.05,0.478,17.4,0.5,NA,NA,0.028,35,NA,NA,Gadiformes,Gadiformes,270
6432,Fish,Saltwater Fish,Cod and Relatives,Gadiformes,whole,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gadiformes,Gadiformes,271
6432,Fish,Saltwater Fish,Cod and Relatives,Gadiformes,eggs,raw,27,NA,NA,NA,22.3,1.9,NA,NA,NA,NA,NA,NA,Gadiformes,Gadiformes,272
6432,Fish,Saltwater Fish,Cod and Relatives,Gadiformes,oil,raw,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gadiformes,Gadiformes,273
6432,Fish,Saltwater Fish,Cod and Relatives,Gadiformes,muscle,raw,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gadiformes,Gadiformes,274
6432,Fish,Saltwater Fish,Alaska Pollock,Theragra chalcogramma,whole,raw,66,NA,NA,NA,14.0,1.58,NA,NA,NA,NA,NA,NA,Gadus chalcogrammus,Theragra chalcogramma,275
6432,Fish,Saltwater Fish,Pacific Cod,Gadus macrocephalus,muscle,raw,23,NA,NA,NA,NA,0.6,NA,0.2,NA,NA,0.1,0.1,Gadus macrocephalus,Gadus macrocephalus,276
6432,Fish,Saltwater Fish,Pacific Cod,Gadus macrocephalus,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gadus macrocephalus,Gadus macrocephalus,277
6432,Fish,Saltwater Fish,Pacific Cod,Gadus macrocephalus,muscle,raw,27,NA,NA,NA,16.7,0.7,NA,NA,NA,NA,NA,NA,Gadus macrocephalus,Gadus macrocephalus,278
6432,Fish,Saltwater Fish,Pacific Cod,Gadus macrocephalus,offal,raw,27,NA,NA,NA,16.5,1.9,NA,NA,NA,NA,NA,NA,Gadus macrocephalus,Gadus macrocephalus,279
6432,Fish,Saltwater Fish,Pacific Cod,Gadus macrocephalus,eggs,raw,27,NA,NA,NA,21.4,2,NA,NA,NA,NA,NA,NA,Gadus macrocephalus,Gadus macrocephalus,280
6432,Fish,Saltwater Fish,Pacific Cod,Gadus macrocephalus,muscle,raw,79,10,0.3,0.2,17.3,0.7,0.1,0.4,NA,NA,NA,NA,Gadus macrocephalus,Gadus macrocephalus,281
6432,Fish,Saltwater Fish,Pacific Cod,Gadus macrocephalus,muscle,raw,72,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,Gadus macrocephalus,Gadus macrocephalus,282
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,55,NA,NA,NA,NA,NA,NA,0.33,NA,NA,0.08,0.23,Gadus morhua,Gadus morhua,283
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.087,0.195,Gadus morhua,Gadus morhua,284
