FD,replicate
2.9755751049543906,528
1.1194306130618346,529
2.0743519937675163,53
1.6017671277536873,530
1.730023906143757,531
2.4070477955678924,532
1.615755847355085,533
2.4347508950765007,534
0.9138429120732713,535
2.8745869560697197,536
1.2511443092893868,537
1.0727430429879015,538
2.6409588799411385,539
1.2723261527071281,54
1.6452456636554296,540
2.284849994945,541
1.5905231352935505,542
3.093016121069356,543
2.1475803966590687,544
0.8815446082431218,545
1.4980559002057137,546
1.5990114225230068,547
1.5014571723939034,548
2.315552039350783,549
2.9372244954457565,55
2.28133656479934,550
2.5569307121643003,551
1.5534144125303009,552
2.626907768726547,553
1.16247042204755,554
1.1714484047153828,555
2.0784608746928703,556
1.1752761122650166,557
1.7458961507868522,558
2.0755838785106038,559
2.53224649987863,56
2.934423782194976,560
2.994841098876591,561
2.1266456278491797,562
1.6422555663883118,563
2.9735797988701176,564
1.5201657749494686,565
0.6500103822617661,566
1.1679944670202311,567
1.2841467639018895,568
1.6348686115841997,569
1.198778841716397,57
3.166840732204881,570
1.6691338233837174,571
2.040515550021914,572
1.6201266864527746,573
2.131241580559772,574
2.6438343167008878,575
1.292515913178319,576
1.796736084690272,577
2.69803804096455,578
2.7787101649707138,579
2.7766737222651217,58
2.0399856420064695,580
2.4840978105214373,581
1.5507665751920423,582
2.727388349245304,583
2.916052472390242,584
1.4067334576269894,585
1.1712456701502802,586
1.640617097600722,587
1.7055323150543236,588
2.8311989430168922,589
2.305525553623158,59
1.674953244800465,590
1.7242888175847164,591
2.2297045386964265,592
1.8123447632954186,593
1.6472910976055872,594
1.8035482320654788,595
2.282379581888929,596
1.189033309048139,597
1.2118468945489052,598
2.349606893753142,599
1.6926834771291832,6
1.378397487959115,60
1.349998141571204,600
2.3589731618704013,601
2.7008370980434826,602
2.442507124490318,603
1.7528556688384358,604
2.429061851939211,605
1.6540036108682483,606
1.6994670732967059,607
2.429741213314861,608
1.1455534330601231,609
2.435450270017208,61
1.4827251129609929,610
3.1069567488915704,611
2.075139793071786,612
1.897965452475246,613
2.155059301927597,614
1.0262032398155454,615
0.7947322701238992,616
2.455757388850207,617
2.646479301062458,618
1.1687253421749937,619
1.6971929685382077,62
2.3979102805051684,620
2.7634506412940048,621
1.6737956179394986,622
2.573102443224987,623
1.0568312178794963,624
1.6190096176221622,625
1.5850170417549587,626
2.412728729740049,627
1.5198490388854484,628
2.7530130824051637,629
2.1107915454536808,63
2.5264189018855197,630
2.3505482340220327,631
1.6712761957898032,632
2.7738457423500513,633
1.5643107542699763,634
3.0630138594098004,635
1.5352079013105335,636
1.0433372507726468,637
2.7731830038484104,638
2.7464553599092434,639
1.6878602594642673,64
0.8167395404920191,640
2.6072282155715425,641
1.2589977537956498,642
1.2527408578550798,643
1.2807558628043942,644
2.0739614663971375,645
2.5570746094867167,646
2.515796227254458,647
2.4817898295069414,648
2.280532063842122,649
1.760410838212586,65
2.5487797268591437,650
1.679360275083087,651
2.012102076077179,652
1.2851006741374962,653
1.7817091292701168,654
1.2409639684453053,655
2.1835483285529813,656
1.647035132394308,657
0.7972524685398924,658
1.671765853250296,659
2.42796167444814,66
2.4772295006097345,660
2.4166543511692153,661
1.1333076931805124,662
2.3420425145561787,663
2.4006107241661496,664
1.1668102984621198,665
1.6328503724396912,666
2.7265518432634153,667
2.7286497166495476,668
1.5776694574594898,669
2.7938319467087007,67
2.4095212450294463,670
2.895357570766391,671
3.0982634548659966,672
1.7727688178236025,673
1.1249824450005728,674
1.6538560047519653,675
2.4131027131188088,676
2.5483539835975786,677
1.5968700795160022,678
2.8215861875915875,679
2.0859606610167405,68
1.3750913386642902,680
1.7664050110950178,681
2.7090915516668796,682
1.4744072854027581,683
2.7254629898417098,684
2.4749580754897984,685
1.5255206486076203,686
1.3556689893303382,687
0.8680615994799207,688
1.191786429521084,689
1.991803238465616,69
1.8006036395149758,690
1.245458046707495,691
1.2617043066278575,692
1.779304341650391,693
1.4937309175594629,694
1.6082701392594057,695
1.6445892493020127,696
1.174622038230509,697
1.9931936143396554,698
2.444545205109556,699
2.0974374218971645,7
2.7404231909709322,70
3.2073988979975763,700
0.5614522615773428,701
1.5741239029759035,702
1.6657756739163896,703
1.1862368895465216,704
1.619561134762445,705
2.0363226067699833,706
1.661925099349278,707
2.028477052458528,708
2.4384570544726096,709
2.3226033075077757,71
1.388685275694325,710
1.2522132366509953,711
2.596725308973293,712
2.7717045837689755,713
1.1511425803614166,714
2.0517163646977674,715
2.201960260025129,716
2.9980798715499737,717
1.4561642731778972,718
1.5459167031826508,719
1.3283011269230178,72
1.4851897205466962,720
1.5798962534130636,721
1.958928650730392,722
1.256112179356212,723
2.558592449572064,724
1.6977210952127224,725
2.586569677616218,726
2.991292499836749,727
2.429760985928893,728
1.4231976925017855,729
1.7407652444249306,73
1.6369421421596484,730
1.5551281924700608,731
1.6831319285461726,732
1.3398451608783748,733
2.661516831758187,734
2.8182923283151142,735
2.9308388646098242,736
1.2603230084175612,737
1.4339910665050617,738
1.2120650699391022,739
2.443968184978906,74
1.953066362569162,740
1.8565380651545715,741
1.502206238097025,742
2.9041215712921726,743
2.799240434269206,744
1.5169227088426567,745
3.0696211739775765,746
1.5820056733470917,747
3.108276058361422,748
1.1372266703089051,749
1.240378290436144,75
2.1758350453598765,750
2.054488623711888,751
1.7313476025201862,752
1.989996459659997,753
2.841931946952972,754
2.776451555110038,755
1.243958926526281,756
1.2488084573120604,757
1.236494975963814,758
2.665491132347341,759
1.1971889701180476,76
2.791199480348274,760
2.835245982164729,761
1.5740716651412703,762
2.825439529368802,763
1.7424740864742578,764
2.6874786280847647,765
1.104046131042057,766
1.2550486277910737,767
1.6912038185933818,768
2.891846921624028,769
1.7467368967513264,77
2.4122699612849647,770
0.6981934774701859,771
2.897992515541204,772
2.7391685856854777,773
1.274095494863863,774
2.8404616155459435,775
1.6077747029579847,776
1.5489899176539381,777
2.4967988422869913,778
1.2434583674064228,779
2.582476486611144,78
1.5424218946010506,780
2.8330600854273866,781
1.875219393846162,782
1.1547807015061033,783
1.6958711543956912,784
2.8754290231374204,785
2.3849221873272675,786
0.8486200665307275,787
2.5992464405231774,788
1.3832595206648781,789
1.436335895721353,79
1.0946303947660585,790
2.700268604174435,791
1.4277379887158557,792
2.416311030257544,793
1.1233616671403537,794
1.4778617195970931,795
1.6731326405554865,796
1.4837427905716924,797
1.0025298876501079,798
1.1923610764324364,799
2.86107606121231,8
1.3530301277343055,80
1.1650057842041146,800
1.254332948991177,801
1.1992690984378072,802
1.076645615463547,803
1.3475362311170989,804
2.7456315017416166,805
1.1851879880082952,806
0.8595697498126553,807
2.1618338713597605,808
1.1394985391483652,809
1.6694151383737275,81
1.3810638492203535,810
1.4245316771368048,811
2.621198532531183,812
1.5768589828619506,813
2.722207727364322,814
1.1998424008264983,815
1.7714873323757687,816
2.7768631196566043,817
1.987446735618465,818
1.5935923888891854,819
1.6460220349124366,82
2.0108803232412114,820
0.9843269591137311,821
2.6927678004590336,822
1.6640858977469752,823
1.652004150218712,824
1.5747549121265623,825
2.4538652085168757,826
3.0187038551450613,827
1.2150846317441402,828
3.20485318180239,829
1.7654827452004846,83
1.7414394984418033,830
1.3930539819797967,831
2.689262417604629,832
2.596225203749592,833
2.821646881132761,834
1.6460371404625205,835
2.439243446538534,836
0.68525114839849,837
2.4069407926457917,838
2.6441994061371843,839
2.7756397663279566,84
2.3442092589397587,840
2.4907207198022645,841
1.5043071741126093,842
0.919127977745787,843
2.1373916601120335,844
2.4772545395144494,845
1.7461559206099462,846
1.2450342047002498,847
1.2882591274519404,848
3.0120287907629266,849
1.2702621472528564,85
1.1945424407567558,850
2.2862720854788265,851
2.4859523559854986,852
2.8140659900929967,853
2.8787422835043697,854
1.223925896107991,855
1.1882981336054477,856
2.1309338195121077,857
1.742008722754208,858
2.00043313341877,859
2.699032913004657,86
2.2099821365142036,860
1.3726067308189351,861
1.278213847557973,862
3.039385190299043,863
1.52120217320157,864
2.6368364715103576,865
1.4333058102523766,866
2.1206844146523784,867
2.745142396431402,868
1.6234928745596031,869
2.771061208128747,87
1.2485785920502286,870
2.2623557754983596,871
2.0671394171937494,872
2.1637445681706517,873
2.70256543186188,874
2.049239870490702,875
2.0887911706141913,876
0.813278301681092,877
2.4360148071107632,878
1.5330862438531985,879
1.5318517260201698,88
1.7617255627615473,880
1.6483842322288846,881
2.2502288218327653,882
1.3622527104763773,883
0.8396632739568064,884
1.9539292609062593,885
3.141038816039132,886
1.714527698850625,887
2.802560334245124,888
1.6837127452149345,889
2.3156352880282314,89
2.8594355303644057,890
2.024866407540807,891
2.848098149616248,892
2.3393790606339264,893
1.6138643269253448,894
2.6778488052924394,895
3.082766879929202,896
2.5480446778848047,897
2.7868698928640367,898
1.5009151296840184,899
1.9943864260279536,9
1.2279018265040458,90
1.241601007925571,900
2.4852250700118734,901
2.0058971526778344,902
1.1350015761929926,903
2.442754693623842,904
2.9754205331387,905
1.8080366792090459,906
2.2237147428189226,907
2.746771722663808,908
1.0919732981472694,909
1.9445422256885507,91
0.8826577607324851,910
1.7334432895792382,911
1.82828105179619,912
1.8307285439254797,913
1.8567218566257815,914
1.7377945135119688,915
1.9122751568987373,916
1.2306474172341504,917
2.8336996730269646,918
1.802651965259623,919
1.6533090583776826,92
1.7215713396580594,920
3.0681877011287475,921
2.0961515647432574,922
2.3397559998220796,923
2.5398198008587882,924
2.7636982390537206,925
1.7249472395054781,926
3.229495373907875,927
2.4955327563693137,928
1.7413787912899006,929
0.6636449803030151,93
0.8554765613067031,930
2.1231464371478843,931
1.0799733946162773,932
2.242449572496522,933
2.4572417090172176,934
1.0040847501569172,935
0.9235231330504499,936
1.596848407513561,937
2.5919265756445875,938
2.439612929653754,939
1.099562198235308,94
2.5913362884403526,940
2.8254769828566477,941
1.2998548488614055,942
1.421446785112352,943
2.6897218717793585,944
2.4021718715241454,945
0.9147242600445548,946
2.3798700729693434,947
1.7757733403725875,948
1.6693016616775398,949
2.108988961053678,95
1.3828608782915575,950
1.1717251708667213,951
1.08230130736761,952
2.1684845634526657,953
1.4804937202261221,954
1.1611291136308717,955
2.72542602900908,956
3.1098453024421024,957
1.5905107805234233,958
2.043072053536423,959
2.8632298152711657,96
1.265905540468974,960
1.7322291952571627,961
2.920238862128947,962
1.110103363309779,963
2.6253854022469603,964
2.8849873530868666,965
1.2289064662448543,966
1.73174649004359,967
2.5837807928298937,968
2.0434893010541315,969
2.0269553430583724,97
2.246128525244233,970
2.0165673915294606,971
1.8096089620587026,972
1.2633766114407603,973
2.3880557417223693,974
2.4922602176418978,975
1.0407797107003034,976
2.0649704527913255,977
1.671997327110672,978
2.742209870433182,979
2.2950975309527832,98
2.514758017698698,980
1.1315889264603762,981
3.1072207939214325,982
1.3937044959711447,983
2.5636450089358145,984
2.747249130839741,985
1.2157637872032465,986
2.751339396660918,987
2.8656566488596114,988
1.6554496498253506,989
2.893413326461465,99
1.20755266424969,990
1.3009879179922494,991
1.1725818721345735,992
1.5488852992453341,993
1.5710992694890085,994
1.221479953213332,995
1.2020563441109091,996
2.272376918679671,997
1.9223048425607945,998
1.2424731687409987,999
