run,species_no,mean,std.error
30,4,1.9714285714285715,0.011523867896490826
30,5,1.9880952380952381,0.006845779386845438
30,6,2,0
30,7,2,0
30,8,2,0
30,9,2,0
30,10,2,NA
31,1,1.4,0.1632993161855452
31,2,1.3111111111111111,0.0697920592732311
31,3,1.275,0.04093189670742399
31,4,1.2190476190476192,0.02860937709203404
31,5,1.1706349206349207,0.0237448794643442
31,6,1.1285714285714286,0.02315341143098552
31,7,1.0583333333333333,0.021484908824324633
31,8,1,0
31,9,1,0
31,10,1,NA
32,1,1.4,0.1632993161855452
32,2,1.4666666666666666,0.07521014330903548
32,3,1.4166666666666667,0.0451938453788867
32,4,1.5047619047619047,0.03458415464421141
32,5,1.5714285714285714,0.031236022160528724
32,6,1.6047619047619048,0.033818042755908675
32,7,1.7,0.042008402520840295
32,8,1.8,0.06030226891555272
32,9,1.9,0.09999999999999999
32,10,2,NA
33,1,1.4,0.1632993161855452
33,2,1.3777777777777778,0.07309112127323451
33,3,1.4166666666666667,0.04671765921511568
33,4,1.1761904761904762,0.026353085788487014
33,5,1.2380952380952381,0.026883687473220796
33,6,1,0
33,7,1,0
33,8,1,0
33,9,1,0
33,10,1,NA
34,1,1.7,0.15275252316519466
34,2,1.6666666666666667,0.07106690545187014
34,3,1.7333333333333334,0.04053793280700402
34,4,1.8047619047619048,0.027418446398346907
34,5,1.8650793650793651,0.021564048691955655
34,6,1.9190476190476191,0.018867340071935294
34,7,1.9583333333333333,0.018318048122588696
34,8,1.9777777777777779,0.022222222222222223
34,9,2,0
34,10,2,NA
35,1,1.5,0.22360679774997896
35,2,1.7555555555555555,0.07885260226777269
35,3,1.8833333333333333,0.02942810003883066
35,4,1.9523809523809523,0.014730672021184428
35,5,1.9841269841269842,0.007888936031784583
35,6,1.9952380952380953,0.004761904761904762
35,7,2,0
35,8,2,0
35,9,2,0
35,10,2,NA
36,1,1.7,0.15275252316519466
36,2,1.8444444444444446,0.05463890236888291
36,3,1.9333333333333333,0.02286647801900118
36,4,1.9761904761904763,0.010545556307056503
36,5,1.996031746031746,0.003968253968253968
36,6,2,0
36,7,2,0
36,8,2,0
36,9,2,0
36,10,2,NA
37,1,1.3,0.15275252316519466
37,2,1.3777777777777778,0.07309112127323451
37,3,1.3,0.042008402520840295
37,4,1.2619047619047619,0.030412684459928816
37,5,1.2380952380952381,0.026883687473220796
37,6,1.180952380952381,0.02662953506360121
37,7,1.1583333333333334,0.03346437826273889
37,8,1,0
37,9,1,0
37,10,1,NA
38,1,1.4,0.1632993161855452
38,2,1.6666666666666667,0.07106690545187014
38,3,1.7666666666666666,0.03877199986918664
38,4,1.8523809523809525,0.024536630598841102
38,5,1.9047619047619047,0.01852830293834163
38,6,1.957142857142857,0.014009635809613891
38,7,1.9833333333333334,0.011735491270876315
38,8,2,0
38,9,2,0
38,10,2,NA
39,1,1.6,0.1632993161855452
39,2,1.6666666666666667,0.07106690545187014
39,3,1.7916666666666667,0.03722863219470603
39,4,1.8857142857142857,0.022007446520957746
39,5,1.9325396825396826,0.015831460814083174
39,6,1.9619047619047618,0.013241227289874992
39,7,1.9916666666666667,0.008333333333333333
39,8,2,0
39,9,2,0
39,10,2,NA
4,1,1.2,0.13333333333333333
4,2,1.0222222222222221,0.022222222222222223
4,3,1,0
4,4,1,0
4,5,1,0
4,6,1,0
4,7,1,0
4,8,1,0
4,9,1,0
4,10,1,NA
40,1,1.5,0.16666666666666666
40,2,1.9111111111111112,0.08888888888888889
40,3,1.975,0.05353406727069612
40,4,1.8904761904761904,0.03712158576747267
40,5,1.9801587301587302,0.03348022879473614
40,6,2.138095238095238,0.037885329643748585
40,7,1.875,0.030316953129541618
40,8,1.9555555555555555,0.031067790907534743
40,9,2,0
40,10,2,NA
41,1,1.4,0.1632993161855452
41,2,1.511111111111111,0.0753592220347252
41,3,1.4416666666666667,0.04552192400253557
41,4,1.4142857142857144,0.03407373521784959
41,5,1.4404761904761905,0.03133528465073395
41,6,1.4238095238095239,0.03418182533795961
41,7,1.3833333333333333,0.04456973469931287
41,8,1.4222222222222223,0.07446027270295803
41,9,1.5,0.16666666666666666
41,10,1,NA
42,1,1.7,0.15275252316519466
42,2,1.6,0.07385489458759964
42,3,1.6583333333333334,0.04347611684317001
42,4,1.7571428571428571,0.029661370413965854
42,5,1.8293650793650793,0.0237448794643442
42,6,1.880952380952381,0.022400794954143245
42,7,1.9333333333333333,0.02286647801900118
42,8,1.9777777777777779,0.022222222222222223
42,9,2,0
42,10,2,NA
43,1,1.3,0.15275252316519466
43,2,1.4,0.07385489458759964
43,3,1.5166666666666666,0.04580945392704768
43,4,1.5333333333333334,0.034508780443505
43,5,1.507936507936508,0.03155574412713833
43,6,1.4666666666666666,0.034508780443505
43,7,1.5,0.04583492485141056
43,8,1.6,0.07385489458759964
43,9,1.7,0.15275252316519466
43,10,2,NA
44,1,1.4,0.1632993161855452
44,2,1.4,0.07385489458759964
44,3,1.5583333333333333,0.04552192400253557
44,4,1.6333333333333333,0.03333333333333333
44,5,1.7182539682539681,0.028394293050790442
44,6,1.723809523809524,0.030927395843275758
44,7,1.8,0.03666793988112845
44,8,1.8,0.06030226891555272
44,9,1.9,0.09999999999999999
44,10,2,NA
45,1,1.3,0.15275252316519466
45,2,1.488888888888889,0.0753592220347252
45,3,1.5083333333333333,0.045828558447483556
45,4,1.5238095238095237,0.034546488100476745
45,5,1.5992063492063493,0.030932267624392547
45,6,1.6476190476190475,0.033044019993348134
45,7,1.7166666666666666,0.041307979935470175
45,8,1.8,0.06030226891555272
45,9,1.9,0.09999999999999999
45,10,2,NA
46,1,1.4,0.1632993161855452
46,2,1.1111111111111112,0.047377936967913425
46,3,1.1083333333333334,0.028491075150158012
46,4,1.042857142857143,0.014009635809613891
46,5,1.0198412698412698,0.008802298199620532
46,6,1,0
46,7,1,0
46,8,1,0
46,9,1,0
46,10,1,NA
47,1,1.2,0.13333333333333333
47,2,1.0444444444444445,0.031067790907534743
47,3,1.0083333333333333,0.008333333333333333
47,4,1,0
47,5,1,0
47,6,1,0
47,7,1,0
47,8,1,0
47,9,1,0
47,10,1,NA
48,1,1.4,0.1632993161855452
48,2,1.3111111111111111,0.0697920592732311
48,3,1.3333333333333333,0.043213581570144294
48,4,1.4047619047619047,0.03395252139627758
48,5,1.5,0.031559720154890156
48,6,1.6,0.0338869496834943
48,7,1.7,0.042008402520840295
48,8,1.8,0.06030226891555272
48,9,1.9,0.09999999999999999
48,10,2,NA
49,1,1.6,0.1632993161855452
49,2,1.6444444444444444,0.0721639236343101
49,3,1.75,0.03969420930187224
49,4,1.8428571428571427,0.025173938410200315
49,5,1.9166666666666667,0.017445291707064606
49,6,1.9666666666666666,0.012416654624658324
49,7,1.9916666666666667,0.008333333333333333
49,8,2,0
49,9,2,0
49,10,2,NA
5,1,1.5,0.16666666666666666
5,2,1.5555555555555556,0.07491109582924912
5,3,1.725,0.04093189670742399
5,4,1.8333333333333333,0.02577867603707275
5,5,1.9126984126984128,0.017817134435896678
5,6,1.9619047619047618,0.013241227289874992
5,7,1.975,0.01431195069769
5,8,2,0
5,9,2,0
5,10,2,NA
50,1,1.5,0.16666666666666666
50,2,1.6888888888888889,0.07668789048930225
50,3,1.775,0.03827970917410138
50,4,1.819047619047619,0.02662953506360121
50,5,1.8611111111111112,0.021828630403833548
50,6,1.938095238095238,0.016669107655768536
50,7,1.975,0.01431195069769
50,8,1.9777777777777779,0.022222222222222223
50,9,2,0
50,10,2,NA
51,1,1.7,0.15275252316519466
51,2,1.9777777777777779,0.07446027270295803
51,3,2.175,0.043743747052149805
51,4,2.2857142857142856,0.03470316231968157
51,5,2.4246031746031744,0.03268373394001016
51,6,2.580952380952381,0.03412941259257986
51,7,2.7,0.042008402520840295
51,8,2.8,0.06030226891555272
51,9,2.9,0.09999999999999999
51,10,3,NA
52,1,1.2,0.19999999999999998
52,2,1.511111111111111,0.0753592220347252
52,3,1.4666666666666666,0.04573295603800236
52,4,1.519047619047619,0.03456061786511147
52,5,1.6071428571428572,0.030826620161973947
52,6,1.6238095238095238,0.03350863645112524
52,7,1.6666666666666667,0.043213581570144294
52,8,1.7777777777777777,0.06267511942419625
52,9,1.9,0.09999999999999999
52,10,2,NA
53,1,1.4,0.22110831935702663
53,2,1.6444444444444444,0.08501666833333661
53,3,1.7833333333333334,0.03776555522604268
53,4,1.8523809523809525,0.024536630598841102
53,5,1.9206349206349207,0.017061672003750448
53,6,1.9666666666666666,0.012416654624658324
53,7,1.9916666666666667,0.008333333333333333
53,8,2,0
53,9,2,0
53,10,2,NA
54,1,1.3,0.15275252316519466
54,2,1.3777777777777778,0.07309112127323451
54,3,1.325,0.04293585209306999
54,4,1.2523809523809524,0.03004659915603151
54,5,1.2261904761904763,0.026406894598861596
54,6,1.223809523809524,0.028830375135239755
54,7,1.15,0.032732683535398856
54,8,1,0
54,9,1,0
54,10,1,NA
55,1,1.3,0.21343747458109494
55,2,1.6222222222222222,0.07309112127323451
55,3,1.6333333333333333,0.04417518812144316
55,4,1.7285714285714286,0.030760309824226006
55,5,1.8095238095238095,0.0247855351835327
55,6,1.8666666666666667,0.023513770327249908
55,7,1.9333333333333333,0.02286647801900118
55,8,1.9777777777777779,0.022222222222222223
55,9,2,0
55,10,2,NA
56,1,1.1,0.09999999999999999
56,2,1.0444444444444445,0.031067790907534743
56,3,1,0
56,4,1,0
56,5,1,0
56,6,1,0
56,7,1,0
56,8,1,0
56,9,1,0
56,10,1,NA
57,1,1,0.14907119849998596
57,2,0.9777777777777777,0.022222222222222223
57,3,1,0
57,4,1,0
57,5,1,0
57,6,1,0
57,7,1,0
57,8,1,0
57,9,1,0
57,10,1,NA
58,1,1.6,0.1632993161855452
58,2,1.6666666666666667,0.07106690545187014
58,3,1.775,0.03827970917410138
58,4,1.8523809523809525,0.024536630598841102
58,5,1.9246031746031746,0.016665462068714717
58,6,1.9666666666666666,0.012416654624658324
58,7,1.9916666666666667,0.008333333333333333
58,8,2,0
58,9,2,0
58,10,2,NA
59,1,1.3,0.21343747458109494
59,2,1.6,0.08040302522073697
59,3,1.7583333333333333,0.03924325011691262
59,4,1.8523809523809525,0.024536630598841102
59,5,1.9206349206349207,0.017061672003750448
59,6,1.9666666666666666,0.012416654624658324
59,7,1.9916666666666667,0.008333333333333333
59,8,2,0
59,9,2,0
59,10,2,NA
6,1,1.4,0.22110831935702663
6,2,1.711111111111111,0.0683294324254051
6,3,1.8333333333333333,0.03416333590378282
6,4,1.9095238095238096,0.01984271279024388
6,5,1.9523809523809523,0.013441843736610398
6,6,1.9714285714285715,0.011523867896490826
6,7,1.9833333333333334,0.011735491270876315
6,8,2,0
6,9,2,0
6,10,2,NA
60,1,1.3,0.15275252316519466
60,2,1.488888888888889,0.0753592220347252
60,3,1.525,0.04577759534198053
60,4,1.5666666666666667,0.03427691591115876
60,5,1.6150793650793651,0.030712439550759956
60,6,1.6476190476190475,0.033044019993348134
60,7,1.6833333333333333,0.04264263153554641
60,8,1.7777777777777777,0.06267511942419625
60,9,1.9,0.09999999999999999
60,10,2,NA
61,1,1.4,0.1632993161855452
61,2,1.5333333333333334,0.07521014330903548
61,3,1.7083333333333333,0.04166666666666667
61,4,1.7476190476190476,0.03004659915603151
61,5,1.8412698412698412,0.023065375254180554
61,6,1.8666666666666667,0.023513770327249908
61,7,1.9333333333333333,0.02286647801900118
61,8,1.9777777777777779,0.022222222222222223
61,9,2,0
61,10,2,NA
62,1,1.2,0.13333333333333333
62,2,1.3777777777777778,0.07309112127323451
62,3,1.5166666666666666,0.04580945392704768
62,4,1.5952380952380953,0.03395252139627758
62,5,1.619047619047619,0.030652119793011887
62,6,1.6476190476190475,0.033044019993348134
62,7,1.7083333333333333,0.04166666666666667
62,8,1.8,0.06030226891555272
62,9,1.9,0.09999999999999999
62,10,2,NA
63,1,1.3,0.15275252316519466
63,2,1.5333333333333334,0.0816496580927726
63,3,1.7,0.0537136301289035
63,4,1.838095238095238,0.0438766363614202
63,5,2.007936507936508,0.041699214565950424
63,6,2.2,0.04518259957799241
63,7,2.3833333333333333,0.055739657609630525
63,8,2.533333333333333,0.0816496580927726
63,9,2.7,0.15275252316519466
63,10,3,NA
64,1,1.3,0.15275252316519466
64,2,1.3777777777777778,0.07309112127323451
64,3,1.4833333333333334,0.04580945392704768
64,4,1.5,0.03458572319330373
64,5,1.4642857142857142,0.031479107711218486
64,6,1.4523809523809523,0.03442851454672482
64,7,1.4916666666666667,0.045828558447483556
64,8,1.5777777777777777,0.07446027270295803
64,9,1.5,0.16666666666666666
64,10,1,NA
65,1,1.6,0.1632993161855452
65,2,1.7555555555555555,0.08501666833333661
65,3,1.6666666666666667,0.043213581570144294
65,4,1.7714285714285714,0.02904595687156655
65,5,1.8055555555555556,0.024980933164903702
65,6,1.8523809523809525,0.024536630598841102
65,7,1.9166666666666667,0.025336208004377515
65,8,1.9555555555555555,0.031067790907534743
65,9,2,0
65,10,2,NA
66,1,1.1,0.17950549357115014
66,2,1.2,0.07521014330903548
66,3,1.3083333333333333,0.04233359800530421
66,4,1.4,0.0338869496834943
66,5,1.5,0.031559720154890156
66,6,1.6,0.0338869496834943
66,7,1.7,0.042008402520840295
66,8,1.8,0.06030226891555272
66,9,1.9,0.09999999999999999
66,10,2,NA
67,1,1.1,0.09999999999999999
67,2,1,0
67,3,1,0
67,4,1,0
67,5,1,0
67,6,1,0
67,7,1,0
67,8,1,0
67,9,1,0
67,10,1,NA
68,1,1.3,0.15275252316519466
68,2,1.2444444444444445,0.06478835438717001
68,3,1.2,0.03666793988112845
68,4,1.1476190476190475,0.024536630598841102
68,5,1.0952380952380953,0.01852830293834163
68,6,1.0285714285714285,0.011523867896490826
68,7,1.0083333333333333,0.008333333333333333
68,8,1,0
68,9,1,0
68,10,1,NA
69,1,1.6,0.1632993161855452
69,2,1.6888888888888889,0.0697920592732311
69,3,1.7833333333333334,0.03776555522604268
69,4,1.8571428571428572,0.024204964059638786
69,5,1.9206349206349207,0.017061672003750448
69,6,1.9666666666666666,0.012416654624658324
69,7,1.9916666666666667,0.008333333333333333
69,8,2,0
69,9,2,0
69,10,2,NA
7,1,1.6,0.1632993161855452
7,2,1.7777777777777777,0.06267511942419625
7,3,1.875,0.030316953129541618
7,4,1.9095238095238096,0.01984271279024388
7,5,1.9484126984126984,0.01396153679115185
7,6,1.9857142857142858,0.008208302674107883
7,7,2,0
7,8,2,0
7,9,2,0
7,10,2,NA
70,1,1.5,0.16666666666666666
70,2,1.5555555555555556,0.07491109582924912
70,3,1.6416666666666666,0.04395667801920045
70,4,1.7380952380952381,0.030412684459928816
70,5,1.8134920634920635,0.024586032873566886
70,6,1.880952380952381,0.022400794954143245
70,7,1.9333333333333333,0.02286647801900118
70,8,1.9777777777777779,0.022222222222222223
70,9,2,0
70,10,2,NA
71,1,1.4,0.1632993161855452
71,2,1.4444444444444444,0.07491109582924912
71,3,1.55,0.04560517440787952
71,4,1.6666666666666667,0.03260773253630123
71,5,1.7777777777777777,0.026241257787125154
71,6,1.8666666666666667,0.023513770327249908
71,7,1.9333333333333333,0.02286647801900118
71,8,1.9777777777777779,0.022222222222222223
71,9,2,0
71,10,2,NA
72,1,1.4,0.1632993161855452
72,2,1.2666666666666666,0.06666666666666667
72,3,1.35,0.04372373160976031
72,4,1.3952380952380952,0.033818042755908675
72,5,1.4246031746031746,0.031198842986009268
72,6,1.4047619047619047,0.03395252139627758
72,7,1.35,0.04372373160976031
72,8,1.2444444444444445,0.06478835438717001
72,9,1,0
72,10,1,NA
73,1,1.3,0.21343747458109494
73,2,1.3777777777777778,0.07970202644274288
73,3,1.5416666666666667,0.04567549854280214
73,4,1.661904761904762,0.03272232371404436
73,5,1.7301587301587302,0.02801727973718001
73,6,1.7523809523809524,0.02985642316467194
73,7,1.7833333333333334,0.03776555522604268
73,8,1.8,0.06030226891555272
73,9,1.9,0.09999999999999999
73,10,2,NA
74,1,1.6,0.1632993161855452
74,2,1.6444444444444444,0.0721639236343101
74,3,1.7,0.042008402520840295
74,4,1.7714285714285714,0.02904595687156655
74,5,1.8373015873015872,0.02329677227475154
74,6,1.9,0.02075143391598224
74,7,1.95,0.01997898055120797
74,8,1.9777777777777779,0.022222222222222223
74,9,2,0
74,10,2,NA
75,1,1.4,0.1632993161855452
75,2,1.5777777777777777,0.07446027270295803
75,3,1.7166666666666666,0.041307979935470175
75,4,1.8333333333333333,0.02577867603707275
75,5,1.9007936507936507,0.01886885431818437
75,6,1.938095238095238,0.016669107655768536
75,7,1.9666666666666666,0.01645524161649806
75,8,1.9777777777777779,0.022222222222222223
75,9,2,0
75,10,2,NA
76,1,1.3,0.15275252316519466
76,2,1.4222222222222223,0.08095945417985405
76,3,1.3,0.042008402520840295
76,4,1.4,0.0338869496834943
76,5,1.5,0.031559720154890156
76,6,1.6,0.0338869496834943
76,7,1.625,0.04437947515604539
76,8,1.6222222222222222,0.07309112127323451
76,9,1.3,0.15275252316519466
76,10,1,NA
77,1,1.2,0.19999999999999998
77,2,1.3111111111111111,0.0697920592732311
77,3,1.3666666666666667,0.04417518812144316
77,4,1.4238095238095239,0.03418182533795961
77,5,1.503968253968254,0.031558726194914635
77,6,1.6,0.0338869496834943
77,7,1.7,0.042008402520840295
77,8,1.8,0.06030226891555272
77,9,1.9,0.09999999999999999
77,10,2,NA
78,1,1.1,0.09999999999999999
78,2,1.2,0.06030226891555272
78,3,1.2583333333333333,0.040125561565454056
78,4,1.2428571428571429,0.029661370413965854
78,5,1.1507936507936507,0.022587142066868432
78,6,1.0476190476190477,0.014730672021184428
78,7,1,0
78,8,1,0
78,9,1,0
78,10,1,NA
79,1,1.3,0.15275252316519466
79,2,1.6,0.07385489458759964
79,3,1.65,0.04372373160976031
79,4,1.7190476190476192,0.03109009446934459
79,5,1.7777777777777777,0.026241257787125154
79,6,1.838095238095238,0.02548023063085481
79,7,1.8833333333333333,0.02942810003883066
79,8,1.9333333333333333,0.03760507165451774
79,9,2,0
79,10,2,NA
8,1,1.4,0.1632993161855452
8,2,1.5777777777777777,0.07446027270295803
8,3,1.7166666666666666,0.041307979935470175
8,4,1.8333333333333333,0.02577867603707275
8,5,1.9166666666666667,0.017445291707064606
8,6,1.9666666666666666,0.012416654624658324
8,7,1.9916666666666667,0.008333333333333333
8,8,2,0
8,9,2,0
8,10,2,NA
80,1,1.5,0.16666666666666666
80,2,1.5333333333333334,0.07521014330903548
80,3,1.6333333333333333,0.04417518812144316
80,4,1.7190476190476192,0.03109009446934459
80,5,1.7936507936507937,0.02554343316084324
80,6,1.8666666666666667,0.023513770327249908
80,7,1.9333333333333333,0.02286647801900118
80,8,1.9777777777777779,0.022222222222222223
80,9,2,0
80,10,2,NA
81,1,1.2,0.19999999999999998
81,2,1.488888888888889,0.08178699991918044
81,3,1.5916666666666666,0.04505805985803133
81,4,1.6761904761904762,0.0323672789540435
81,5,1.7698412698412698,0.026569137736133577
81,6,1.8285714285714285,0.026069544122384464
81,7,1.875,0.030316953129541618
81,8,1.9333333333333333,0.03760507165451774
81,9,2,0
81,10,2,NA
82,1,1.6,0.1632993161855452
82,2,1.7777777777777777,0.08341746594772759
82,3,2.0083333333333333,0.053577652921938605
