autoctr,sciname,StockCode,EcologyRefNo,HabitatsRef,Neritic,SupraLittoralZone,Saltmarshes,LittoralZone,TidePools,Intertidal,SubLittoral,Caves,Oceanic,Epipelagic,Mesopelagic,Bathypelagic,Abyssopelagic,Hadopelagic,Estuaries,Mangroves,MarshesSwamps,CaveAnchialine,Stream,Lakes,Cave,Cave2,Herbivory2,HerbivoryRef,FeedingType,FeedingTypeRef,DietTroph,DietSeTroph,DietTLu,DietseTLu,DietRemark,DietRef,FoodTroph,FoodSeTroph,FoodRemark,FoodRef,AddRems,AssociationRef,Parasitism,Solitary,Symbiosis,Symphorism,Commensalism,Mutualism,Epiphytic,Schooling,SchoolingFrequency,SchoolingLifestage,Shoaling,ShoalingFrequency,ShoalingLifestage,SchoolShoalRef,AssociationsWith,AssociationsRemarks,OutsideHost,OHRemarks,InsideHost,IHRemarks,SubstrateRef,Benthic,Sessile,Mobile,Demersal,Endofauna,Pelagic,Megabenthos,Macrobenthos,Meiobenthos,SoftBottom,Sand,Coarse,Fine,Level,Sloping,Silt,Mud,Ooze,Detritus,Organic,HardBottom,Rocky,Rubble,SpecialHabitatRef,Macrophyte,BedsBivalve,BedsRock,SeaGrassBeds,BedsOthers,CoralReefs,ReefExclusive,DropOffs,ReefFlats,Lagoons,Burrows,Tunnels,Crevices,Vents,Seamounts,DeepWaterCorals,Vegetation,Leaves,Stems,Roots,Driftwood,OInverterbrates,OIRemarks,Verterbrates,VRemarks,Pilings,BoatHulls,Corals,SoftCorals,OnPolyp,BetweenPolyps,HardCorals,OnExoskeleton,InterstitialSpaces,Entered,Dateentered,Modified,Datemodified,Expert,Datechecked,TS,SpecCode
4727,Schizothorax richardsonii,9023,6351,37082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,mainly plants/detritus (troph. 2-2.19),6351,variable,6351,NA,NA,NA,NA,NA,NA,2.0,0.0,Trophic level and s.e. inferred from exclusive plant/detritus food items.,NA,"Inhabits rivers, prefers to live among rocks. Herbivore feeding mainly on algae, aquatic plants and detritus. Survive on stony bottom which provides good protection from fast current of water and from predators (Ref. 37082).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,574,2000-12-11T00:00:00.000Z,711,2001-10-25T00:00:00.000Z,NA,NA,NA,8705
8784,Tor putitora,9515,41236,41236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,plants/detritus+animals (troph. 2.2-2.79),40948,NA,NA,NA,NA,NA,NA,NA,56208,2.87,0.38,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Inhabit streams, riverine pools and lakes.  Found in rapid streams with rocky bottom (Ref. 41236).  Omnivorous, feeding on fish, zooplankton, dipteran larvae and plant matter (Ref. 40948).  Juveniles subsist on plankton while fingerlings feed mainly on algae (Ref. 40948).  Ascend streams to breed over gravel and stones and returns to perennial ponds after breeding. Feding intensity differs with the length of the fish, fishes ranging from 4-9 cm possess higher feeding intensity. Feeding intensity fell when the fish attains the length >19 cm (Ref. 56208).
Depleting of food resources and water temperature in the Ganga River trigger the ascending trend of migration of <i>T putitora</i> (Ref. 56236).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,309,2004-10-14T00:00:00.000Z,309,2006-02-28T00:00:00.000Z,NA,NA,NA,9194
4474,Eleotris fusca,8345,12693,54520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,mainly animals (troph. 2.8 and up),12693,hunting macrofauna (predator),54520,3.79,0.321,NA,NA,Troph of juv./adults from 2 studies.,54520,3.62,0.58,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Inhabits lagoons, estuaries and freshwater (Ref. 6028).  Juveniles are found mainly among mangrove roots in the more saline areas of lagoons and estuaries (Ref. 6028).  Carnivorous (Ref. 54520). Coexist with <i>E. acanthopoma</i> at the upper limit of the tidally influenced area and the lower part of the freshwater area in Teima River, Okinawa Island (Ref. 54520).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,393,2000-10-10T00:00:00.000Z,309,2005-08-11T00:00:00.000Z,NA,NA,NA,8034
564,Stolephorus tri,593,43081,43081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A schooling species found in coastal waters. Adults frequently visit the lower reaches of  mangroves where neritic conditions are present (Ref. 43081).,NA,0,0,0,0,0,0,0,-1,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,309,2002-11-29T00:00:00.000Z,10,2013-11-13T00:00:00.000Z,NA,NA,NA,577
11398,Stolephorus waitei,594,9822,NA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A schooling species found in coastal waters, pelagic.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,14,2014-09-23T00:00:00.000Z,NA,2014-09-23T00:00:00.000Z,NA,NA,NA,578
2810,Glossogobius giuris,5063,49,26909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,mainly animals (troph. 2.8 and up),49,hunting macrofauna (predator),59235,3.66,0.202,4.22,0.930000007152557,Troph of juv./adults from 4 studies.,59235,3.57,0.59,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Found mainly in freshwater and estuaries, but also enters the sea (Ref. 4833).  Also occurs in canals, ditches and ponds (Ref.  12693).  Found in clear to turbid streams with rock, gravel or sand bottoms (Ref. 2847).  Encountered in medium to large-sized rivers of the lower Mekong (Ref. 12975).  Feeds on small insects, crustaceans and small fish.  Grows to a much larger size in brackish water than in fresh water.  Cannibalism is relatively common for this species (Ref. 48660).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,1997-04-05T00:00:00.000Z,309,2007-11-15T00:00:00.000Z,NA,NA,NA,4833
4592,Hyporhamphus limbatus,8627,33813,33813,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,mainly animals (troph. 2.8 and up),33813,NA,NA,3.11,0.071,3.07,0.189999997615814,Troph of juv./adults from 2 studies.,55376,3.2,0.4,Tentative trophic level derived from 1 + troph of a single food item,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,2000-04-28T00:00:00.000Z,2,2015-03-27T00:00:00.000Z,NA,NA,NA,8313
2844,Heteropneustes fossilis,5116,12693,43640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,mainly animals (troph. 2.8 and up),44151,hunting macrofauna (predator),59235,3.59,0.281,3.52,0.469999998807907,Troph of adults from 3 studies.,59235,3.89,0.63,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Found mainly in ponds, ditches, swamps and marshes, but sometimes occurs in muddy rivers. Can tolerate slightly brackish water.  Omnivorous.  Breeds in confined waters during the monsoon months, but can breed in ponds, derelict ponds and ditches when sufficient rain-water accumulates.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,393,2000-10-09T00:00:00.000Z,309,2007-11-15T00:00:00.000Z,NA,NA,NA,4885
138,Lates calcarifer,360,4959,4959,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,mainly animals (troph. 2.8 and up),4959,hunting macrofauna (predator),4959,NA,NA,4.35,0.77,NA,30691,3.82999992370606,0.6,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Inhabits coral reefs (Ref. 58534).  Under hatchery conditions, larvae grow to juveniles in 26 days (Ref. 28133). The postlarvae (and possibly larvae) move from spawning areas to brackish water seasonal habitat (Ref. 28131). Larval barramundi occupy these habitats as well as main channels of streams (Ref. 6390).  Juveniles live in freshwater lagoons, swamps and creeks (Ref. 28131).  As these temporary habitats dry up, the juveniles move into the main stream and many migrate upstream to permanent freshwater habitats (Ref. 6390). Feed on fishes and crustaceans.  They reach 1500-3000 g in one year in ponds under optimum conditions (Ref. 11046, 44894).  Juveniles also eat insects (Ref. 44894).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,NA,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,21,1992-08-22T00:00:00.000Z,309,2007-09-14T00:00:00.000Z,711,2001-05-11T00:00:00.000Z,NA,346
3062,Macrognathus aculeatus,5391,36667,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Occurs in medium to large-sized rivers (Ref. 12975).  Found in lowland wetlands and peats.,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,393,2000-11-30T00:00:00.000Z,309,2008-03-18T00:00:00.000Z,NA,NA,NA,5152
5115,Mastacembelus armatus,10463,33813,33813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,plants/detritus+animals (troph. 2.2-2.79),33813,variable,59235,NA,NA,3.34,0.55,NA,59235,2.78,0.27,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Lives in highland streams to lowland wetlands (Ref. 57235).  Usually found in streams and rivers with sand, pebble, or boulder substrate.  Seldom leaves the bottom except when disturbed.  Also occurs in still waters, both in coastal marshes and dry zone tanks.  Sometimes stays partially buried in fine substrate.  Enters flooded forest (Ref. 9497).  Reported to occur in areas with rocky bottoms in the Mekong mainstream during the dry season, but enter canals, lakes and other floodplain areas during the flood season (Ref. 37770).  Forages at night on benthic insect larvae, worms and some submerged plant material (Ref. 12693).  Common during the summer months.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,2000-04-28T00:00:00.000Z,309,2007-11-15T00:00:00.000Z,NA,NA,NA,10140
676,Mugil cephalus,801,6390,4887,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,mainly plants/detritus (troph. 2-2.19),4944,variable,4944,NA,NA,2.14,0.18,NA,26962,2.48,0.17,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Can survive in freshwater but does not breed in it (Ref. 4967).  In some areas such as Shark Bay and the Houtman Abrolhos in Western Australia, adults live in marine waters throughout the year.  This behaviour seems to occur only where estuarine and freshwater habitats are limited (Ref. 28722).  A small proportion (probably about 5%) (Ref. 28722) of older juveniles may leave the estuaries and migrate along the beaches in early summer.  The migration may be associated with flooding of rivers and is referred to as the 'hardgut' migration because the mullets' guts are empty (Ref. 28722).  Migrating sea mullet do not feed during either the 'hardgut' migration or spawning migration (Ref. 6390).  Feed on zooplankton, benthic invertebrates, microalgae, and detritus (Ref. 11889).  Undergo ontogenic shift in diet (Ref. 41769).  Small mullet (< 4 cm SL) feed exclusively on sediment by browsing.  Large mullet (< 4 cm SL) have been observed to feed by grazing on the sediment (Ref. 41769).  Changes in the feeding habits from planktonic organisms and migratory zooplankton to meiobenthos which takes place between 0.1 and 0.2 cm length, and a switch from meiobenthos to microbenthos between 0.15 and 0.25 cm length (Ref. 56101).  Sea mullet normally feed close to the river bed in shallow water, but do move throughout the water column in river channels and individuals often jump high out of the water (Ref. 6390).  Sea mullet have a strong tendency to school as juveniles and during the spawning season as adults.  Feeding schools of juveniles commonly disperse over sand and mud flats of estuaries during high tide and reform on the ebb tide (Ref. 28722).  Presence of sharp pointed teeth  that enable the species to select fine material (Ref. 74863).
In southwestern Australia, <i>Mugil cephalus</i> is a dominant finfish in the middle and upper estuaries especially in winter and spring - up to 95% of frequency of occurrence (Lonengan & Potter 1990).  Has a short, well-defined juvenile recruitment period; although found in freshwater, occurs in far greater numbers in all areas of estuaries and is common in the sea (Ref. 74748, 74749).  Gill-raker filaments were found in the stomach captured using gill net.  Mullets struggle to be free of the constricting meshes, food is often regurgitated at an early stage, subsequent gasping of oxygen would then easily cause gill-rakers, broken loose in the struggle, to be swalowed (Ref. 74739).
Also Refs. 12676, 26213.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,75154,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,-1,-1,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,1991-06-10T00:00:00.000Z,393,2014-04-08T00:00:00.000Z,NA,NA,NA,785
5168,Nandus nandus,10583,12693,12693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,mainly animals (troph. 2.8 and up),12693,hunting macrofauna (predator),12975,NA,NA,NA,NA,NA,NA,3.89,0.63,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,393,2000-10-10T00:00:00.000Z,10,2001-08-01T00:00:00.000Z,NA,NA,NA,10260
2589,Nemipterus japonicus,4744,3810,3810,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),3810,hunting macrofauna (predator),1065,NA,NA,NA,NA,NA,NA,3.76999998092651,0.5119,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Small fish are generally most abundant in less than 27 m depth; only larger fish occur in depths greater than 45 m (Ref. 1065).        ,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,1992-06-18T00:00:00.000Z,393,2014-04-08T00:00:00.000Z,NA,NA,NA,4559
4456,Notopterus notopterus,8301,9497,13497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,mainly animals (troph. 2.8 and up),13497,hunting macrofauna (predator),NA,3.52,NA,3.53,0.59,Troph of adults from 1 study.,13497,3.4,0.49,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Found in clear streams and enters brackish waters (Ref. 4832). Inhabits standing and sluggish waters of lakes, floodplains, canals and ponds (Ref. 12693). Undertakes localized lateral migrations from the Mekong River to floodplains during the flood season and back to the mainstream or other permanent water bodies during the dry season (Ref. 37770). Common in tanks throughout the greater parts of India. Feeds on insects, fish (Ref. 12693), crustaceans and some young roots of aquatic plants (Ref. 6459).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,1997-04-08T00:00:00.000Z,309,2002-10-16T00:00:00.000Z,NA,NA,NA,7990
4874,Pangasianodon hypophthalmus,14046,33813,33813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,mainly animals (troph. 2.8 and up),33813,hunting macrofauna (predator),NA,NA,NA,NA,NA,NA,NA,3.12,0.46,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,2000-04-28T00:00:00.000Z,309,2004-09-16T00:00:00.000Z,NA,NA,NA,14154
783,Platycephalus indicus,966,9790,9790,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9790,hunting macrofauna (predator),NA,3.6,0.58,NA,NA,Troph of juv./adults from 1 study.,37858,4.09,0.72,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Found inshore (Ref. 75154).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,1999-12-07T00:00:00.000Z,1472,2008-11-13T00:00:00.000Z,711,2001-05-09T00:00:00.000Z,NA,950
132,Eleutheronema tetradactylum,354,6390,6390,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,mainly animals (troph. 2.8 and up),6390,hunting macrofauna (predator),6390,4.06,0.473,4.61,0.92,Troph of juv./adults from 2 studies.,30691,4.11,0.7,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Occur inshore (Ref. 75154).  There is little information on the life cycle movements of threadfin salmon.  Tagging programs (Ref. 28741) have shown that adult blue threadfin move long distances along the coastline for at least 150 km.  Blue salmon form large schools in feeding and spawning habitats in coastal shallows (Williams 1997).  Feed on prawns and fish (largely members of Mugilidae, Engraulidae, and Sciaenidae) with occasional polychaetes.  Frequency of crustaceans to fish in the diet varies seasonally.  Larvae (7-30 mm TL) feed mainly on copepods and mysids but also take shrimps and prawn larvae (Ref. 57343).  Juveniles (31-60 TL) feed on prawns shrimps and mysids (Ref. 57343).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,1999-03-30T00:00:00.000Z,1472,2008-12-04T00:00:00.000Z,NA,NA,NA,340
371,Oncorhynchus mykiss,253,6258,4887,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,mainly animals (troph. 2.8 and up),26523,hunting macrofauna (predator),26523,4.08,0.281,NA,NA,Troph of adults from 3 studies.,39862,3.53,0.63,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Anadromous (Ref. 5951).  Young rainbow trout feed predominantly on zooplankton (Ref. 26523).  Rainbow trout of all sizes fed mainly on midge (adults, larvae and pupae).  As the fish grew larger, terrestrial prey became the most important food item (Ref. 55755).  Possible cohabitation with <i>G. olidus</i> (Ref. 26860).  Rainbow trout also have sea dwelling populations known as 'steelhead' (Ref. 6390).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,"Parasites found are <i>Echinorhynchus lateralis</i>, <i>Crepidostomum farionis</i>, <i>Eubothrium salvelini</i>, <i>Trichophyra piscium</i>, <i>Dibothriocephalus</i> sp., <i>Lepeophtheirus salmonis</i> and <i>Caligus elongatus</i> (Ref. 5951).",0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,10,1992-12-09T00:00:00.000Z,309,2007-11-13T00:00:00.000Z,NA,NA,NA,239
56,Euthynnus affinis,110,168,168,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),168,hunting macrofauna (predator),168,4.5,NA,NA,NA,Troph of adults from 1 study.,53677,4.47,0.8,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Like other scombrids, <i>E. affinis</i> tend to form multispecies schools by size especially with small <i>T. albacares</i>, <i>K. pelamis, Auxis</i> sp. and <i>M. cordyla</i> comprising from 100 to over 5,000 individuals. But during certain periods of the year, there is a tendency for the fish to remain scattered (Ref. 168).  Kawakawa is piscivorous.  Most important prey items of the immature smaller  <i>E. affinis</i> were the larval anchovy and lanternfish while the matured fish <i>Decapterus</i> spp and <i>Scomber australicus</i> (Ref. 53677).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,1990-10-19T00:00:00.000Z,1472,2008-01-24T00:00:00.000Z,NA,NA,NA,96
212,Katsuwonus pelamis,121,168,168,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),168,hunting macrofauna (predator),168,4.43,0.474,NA,NA,Troph of juv./adults from 2 studies.,66322,4.03,0.64,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Aggregations of this species tend to be associated with convergence, boundaries between cold and warm water masses (i.e., the polar front), upwelling and other hydrographic discontinuities. Normally inhabit waters with surface temperatures of 20°C to 30°C (Ref. 28951). However, adults are sometimes present in waters as cold as 15°C (Ref. 168, 28950). Stay near the surface at night. School near the surface with birds, drifting objects, whales, sharks, and other tuna species and shows characteristic behaviors like jumping, feeding and foaming. Opportunistic feeders preying on any forage available. The feeding activity peaks in the early morning and in the late afternoon.
Skipjack tuna also need a dissolved oxygen level of 2.5 ml per liter of sea water to maintain a minimum swimming speed, and require higher levels when active (Ref. 28952). This requirement generally restricts skipjack tuna to water above the thermocline and in some areas, such as the eastern Pacific, may exclude them from surface waters (Ref. 28952).
The warm East Australian Current distributes skipjack tuna larvae into subtropical waters off eastern Australia (Ref. 28956). The larvae are generally limited to the upper 50 m of water and are most common in the sub-surface layers (Ref. 6390). Juvenile skipjack tuna less than 15 cm TL inhabit the same areas as larvae but generally move to cooler waters as they grow to maturity (Ref. 28956).
There is little information on migration patterns for skipjack tuna in Australian waters. Skipjack tuna tagged in the Coral Sea, off Norfolk Island and off New South Wales have been recovered in waters off the Solomon Islands, New Caledonia, French Polynesia and New Zealand (Ref. 28959). The recapture in Australian waters of a few fish tagged in New Zealand and Papua New Guinea indicates that there could also be significant movement of skipjack tuna into the Australian Fishing Zone from the greater South Pacific (Ref. 6390).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,1990-10-19T00:00:00.000Z,309,2008-07-31T00:00:00.000Z,NA,NA,NA,107
216,Rastrelliger kanagurta,125,168,168,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),30531,hunting macrofauna (predator),NA,NA,NA,NA,NA,NA,NA,3.19000005722046,0.3788,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Juveniles feed on phytoplankton (e.g., diatoms) and small zooplankton such as cladoceran, ostracods, larval polychaetes, etc. With growth, they gradually change their dietary habits, a process that is reflected in the relative shortening of the intestine (Ref. 30531).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,1990-10-19T00:00:00.000Z,1472,2007-10-18T00:00:00.000Z,711,2001-05-10T00:00:00.000Z,NA,111
