FEve,culture
0.8233383704144804,Abenaki
0.8306853394783984,Bella Coola
0.8401448604596659,Central Salish
0.814892223814283,Cree
0.8203696257294623,Haida
0.836826392831076,Inuit-Inupiaq
0.8306853394783984,Kwakiutl
0.8219993016646016,Micmac
0.8432790352077556,Montagnais-Naskapi
0.8195959436638367,Nootkan
0.8194285087989616,Tlingit
0.8306853394783984,Tsimshian
0.7878931865128252,Wampanoag
0.8167027254109536,Yupik
