species1,latin_name,pageid,level_1,level_2,common_name,latin_name1,part,preparation,reference,nutrient,concentration,AgeMatMin,feeding_level,feeding_mode,bulk_trophic_level,EnvTemp,BodyShapeI,DemersPelag,DepthRangeDeep,Length,log_concentration,log_length,realm
Mugil cephalus,Mugil cephalus,6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,muscle,raw,79,ca_mg,33,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,3.4965075614664802,4.605170185988092,freshbrackmarine
Mugil cephalus,Mugil cephalus,6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,muscle,raw,27,zn_mg,0.398,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,-0.9213032736976993,4.605170185988092,freshbrackmarine
Mugil cephalus,Mugil cephalus,6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,muscle,raw,79,zn_mg,0.6,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,-0.5108256237659907,4.605170185988092,freshbrackmarine
Mugil cephalus,Mugil cephalus,6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,muscle,raw,27,fe_mg,1.7,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,0.5306282510621704,4.605170185988092,freshbrackmarine
Mugil cephalus,Mugil cephalus,6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,muscle,raw,79,fe_mg,1.2,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,0.1823215567939546,4.605170185988092,freshbrackmarine
Mugil cephalus,Mugil cephalus,6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,muscle,raw,46,protein_g,22.5,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,3.1135153092103742,4.605170185988092,freshbrackmarine
Mugil cephalus,Mugil cephalus,6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,muscle,raw,27,protein_g,20.1,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,3.0007198150650303,4.605170185988092,freshbrackmarine
Mugil cephalus,Mugil cephalus,6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,whole,raw,27,protein_g,15.7,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,2.7536607123542622,4.605170185988092,freshbrackmarine
Mugil cephalus,Mugil cephalus,6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,muscle,raw,79,protein_g,19.2,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,2.954910279033736,4.605170185988092,freshbrackmarine
Mugil cephalus,Mugil cephalus,6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,muscle,raw,23,fat_g,4.1,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,1.410986973710262,4.605170185988092,freshbrackmarine
Mugil cephalus,Mugil cephalus,6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,muscle,raw,27,fat_g,4.6,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,1.5260563034950492,4.605170185988092,freshbrackmarine
Mugil cephalus,Mugil cephalus,6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,whole,raw,27,fat_g,5.1,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,1.62924053973028,4.605170185988092,freshbrackmarine
Mugil cephalus,Mugil cephalus,6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,muscle,raw,79,fat_g,3.7,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,1.308332819650179,4.605170185988092,freshbrackmarine
Mugil cephalus,Mugil cephalus,6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,muscle,raw,79,fapun3,0.4,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,-0.916290731874155,4.605170185988092,freshbrackmarine
Mugil cephalus,Mugil cephalus,6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,muscle,raw,23,fapun_all_g,1.3,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,0.26236426446749106,4.605170185988092,freshbrackmarine
Mugil cephalus,Mugil cephalus,6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,muscle,raw,79,fapun_all_g,0.7,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,-0.35667494393873245,4.605170185988092,freshbrackmarine
Mugil cephalus,Mugil cephalus,6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,muscle,raw,27,mg_mg,33,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,100,3.4965075614664802,4.605170185988092,freshbrackmarine
Myoxocephalus scorpius,Myoxocephalus scorpius,6438,Fish,Saltwater Fish,Shorthorn Sculpin,Myoxocephalus scorpius,muscle,raw,50,zn_mg,4.3,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.85,polar,fusiform / normal,demersal,451,60,1.4586150226995167,4.0943445622221,brackmarine
Myoxocephalus scorpius,Myoxocephalus scorpius,6438,Fish,Saltwater Fish,Shorthorn Sculpin,Myoxocephalus scorpius,liver,raw,50,zn_mg,10,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.85,polar,fusiform / normal,demersal,451,60,2.302585092994046,4.0943445622221,brackmarine
Myoxocephalus scorpius,Myoxocephalus scorpius,6438,Fish,Saltwater Fish,Shorthorn Sculpin,Myoxocephalus scorpius,"muscle, bone + inside",raw,37,fat_g,1.5,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.85,polar,fusiform / normal,demersal,451,60,0.4054651081081644,4.0943445622221,brackmarine
Myoxocephalus spp.,Myoxocephalus spp.,6438,Fish,Saltwater Fish,Shorthorn and Fourhorn Sculpins,Myoxocephalus spp.,muscle,raw,11,ca_mg,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.796057750765372,NA,NA
Myoxocephalus spp.,Myoxocephalus spp.,6438,Fish,Saltwater Fish,Shorthorn and Fourhorn Sculpins,Myoxocephalus spp.,muscle,raw,33,ca_mg,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.796057750765372,NA,NA
Myoxocephalus spp.,Myoxocephalus spp.,6438,Fish,Saltwater Fish,Shorthorn and Fourhorn Sculpins,Myoxocephalus spp.,muscle,raw,7,ca_mg,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4849066497880004,NA,NA
Myoxocephalus spp.,Myoxocephalus spp.,6438,Fish,Saltwater Fish,Shorthorn and Fourhorn Sculpins,Myoxocephalus spp.,muscle,raw,34,ca_mg,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4849066497880004,NA,NA
Myoxocephalus spp.,Myoxocephalus spp.,6438,Fish,Saltwater Fish,Shorthorn and Fourhorn Sculpins,Myoxocephalus spp.,muscle,raw,7,fe_mg,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.916290731874155,NA,NA
Myoxocephalus spp.,Myoxocephalus spp.,6438,Fish,Saltwater Fish,Shorthorn and Fourhorn Sculpins,Myoxocephalus spp.,muscle,raw,34,fe_mg,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.916290731874155,NA,NA
Myoxocephalus spp.,Myoxocephalus spp.,6438,Fish,Saltwater Fish,Shorthorn and Fourhorn Sculpins,Myoxocephalus spp.,muscle,raw,11,protein_g,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4595888418037104,NA,NA
Myoxocephalus spp.,Myoxocephalus spp.,6438,Fish,Saltwater Fish,Shorthorn and Fourhorn Sculpins,Myoxocephalus spp.,muscle,raw,33,protein_g,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4595888418037104,NA,NA
Myoxocephalus spp.,Myoxocephalus spp.,6438,Fish,Saltwater Fish,Shorthorn and Fourhorn Sculpins,Myoxocephalus spp.,muscle,raw,7,protein_g,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4595888418037104,NA,NA
Myoxocephalus spp.,Myoxocephalus spp.,6438,Fish,Saltwater Fish,Shorthorn and Fourhorn Sculpins,Myoxocephalus spp.,muscle,raw,11,fat_g,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.667706820558076,NA,NA
Myoxocephalus spp.,Myoxocephalus spp.,6438,Fish,Saltwater Fish,Shorthorn and Fourhorn Sculpins,Myoxocephalus spp.,muscle,raw,33,fat_g,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.667706820558076,NA,NA
Myoxocephalus spp.,Myoxocephalus spp.,6438,Fish,Saltwater Fish,Shorthorn and Fourhorn Sculpins,Myoxocephalus spp.,muscle,raw,7,fat_g,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.667706820558076,NA,NA
Notropis hudsonius,Notropis hudsonius,6408,Fish,Freshwater Fish,Spottail Shiner,Notropis hudsonius,whole,raw,27,protein_g,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5649493574615367,NA,freshbrack
Notropis hudsonius,Notropis hudsonius,6408,Fish,Freshwater Fish,Spottail Shiner,Notropis hudsonius,whole,raw,27,fat_g,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4765384001174837,NA,freshbrack
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,36,ca_mg,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5649493574615367,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,53,ca_mg,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.791759469228055,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,53,ca_mg,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6888794541139363,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,86,ca_mg,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4849066497880004,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,87,ca_mg,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7376696182833684,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,36,zn_mg,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2231435513142097,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,53,zn_mg,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6931471805599453,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,53,zn_mg,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6931471805599453,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,36,fe_mg,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,53,fe_mg,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.10536051565782628,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,53,fe_mg,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47000362924573563,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,86,fe_mg,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35667494393873245,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,87,fe_mg,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6931471805599453,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,36,protein_g,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.990719731730447,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,53,protein_g,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9444389791664403,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,53,protein_g,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.295836866004329,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,86,protein_g,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.295836866004329,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,87,protein_g,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.772588722239781,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,36,fat_g,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6100697927420065,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,53,fat_g,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6094379124341003,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,oil,raw,23,fat_g,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.605170185988092,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,53,fat_g,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.302585092994046,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,86,fat_g,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.302585092994046,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,87,fat_g,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.772588722239781,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,oil,raw,23,fapun_all_g,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3978584803966405,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,36,mn_mg,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.268697949366879,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,53,mn_mg,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.912023005428146,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,53,mn_mg,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.506557897319982,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,36,mg_mg,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.367295829986474,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,53,mg_mg,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.30406509320417,NA,NA
Oncorhynchus and Salmo spp.,Oncorhynchus and Salmo spp.,6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,53,mg_mg,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.970291913552122,NA,NA
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,63,ca_mg,13,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,2.5649493574615367,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,58,ca_mg,13,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,2.5649493574615367,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,27,ca_mg,13,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,2.5649493574615367,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,79,ca_mg,13,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,2.5649493574615367,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,7,zn_mg,0.55,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,-0.5978370007556204,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,13,zn_mg,0.55,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,-0.5978370007556204,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,63,zn_mg,0.55,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,-0.5978370007556204,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,79,zn_mg,0.5,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,-0.6931471805599453,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,7,fe_mg,0.77,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,-0.2613647641344075,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,13,fe_mg,0.77,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,-0.2613647641344075,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,63,fe_mg,0.77,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,-0.2613647641344075,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,58,fe_mg,1.1,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,0.09531017980432493,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,27,fe_mg,0.93,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,-0.07257069283483537,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,79,fe_mg,0.9,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,-0.10536051565782628,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,7,protein_g,19.9,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,2.990719731730447,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,13,protein_g,19.9,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,2.990719731730447,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,63,protein_g,19.9,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,2.990719731730447,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,58,protein_g,20,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,2.995732273553991,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,27,protein_g,20.1,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,3.0007198150650303,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,79,protein_g,20.1,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,3.0007198150650303,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,23,fat_g,3.4,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,1.2237754316221157,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,7,fat_g,3.45,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,1.2383742310432684,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,13,fat_g,3.45,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,1.2383742310432684,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,63,fat_g,3.45,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,1.2383742310432684,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,58,fat_g,4,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,1.3862943611198906,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,27,fat_g,4.8,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,1.5686159179138452,4.330733340286331,freshbrackmarine
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,79,fat_g,5,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,76,1.6094379124341003,4.330733340286331,freshbrackmarine
