species_no,q2.5,q97.5,mean,dataset
1,2.3045246890954703,2.411626905410066,2.359563511132601,WA
1.5,2.4754768667135285,2.566734143773696,2.5220308329766614,WA
2,2.604551772427757,2.682569192525431,2.644055341820395,WA
2.5,2.70924814276547,2.7765838982227735,2.7427633877705655,WA
3,2.796527111181848,2.8554066100068667,2.826147820212288,WA
3.5,2.8707774044012946,2.924799685238649,2.8986264863579008,WA
4,2.9368690146584946,2.987133145315689,2.9629137281653035,WA
4.5,2.9951612124594247,3.044504525749357,3.0208036054406135,WA
5,3.048489394824748,3.097122318623308,3.073547286832485,WA
5.5,3.096849492766629,3.1456491072212764,3.1220540196964195,WA
6,3.141006694185782,3.1917989252867764,3.167006499759306,WA
6.5,3.1810710935156985,3.234949381660347,3.2089311039774984,WA
7,3.2193771622818685,3.2761043075570826,3.2482427130564737,WA
7.5,3.2552475694305865,3.3150407763557754,3.285274450817383,WA
8,3.2886096900088613,3.35247741357554,3.3202980694676603,WA
8.5,3.3203418034582484,3.387099953651581,3.3535383157727185,WA
9,3.350242864557235,3.4200645302402544,3.3851833001269602,WA
9.5,3.378249268403431,3.453053678496955,3.4153921379677694,WA
10,3.405197859875571,3.4844803201483034,3.44430068498446,WA
1,2.1231907954884397,2.25769460259388,2.1983881105059804,YU
1.5,2.2840489367103975,2.397360937030395,2.348693099762952,YU
2,2.4053794268179476,2.503769675801988,2.461548960067477,YU
2.5,2.503032700133548,2.590271780235399,2.5528203693615077,YU
3,2.586483054620194,2.664309032930939,2.6299094123625193,YU
3.5,2.6586606510540136,2.7289215090812324,2.6969065959268175,YU
4,2.7206226912972387,2.7869247427066144,2.75632474164133,YU
4.5,2.7751552868539298,2.8393294758085474,2.809824490778043,YU
5,2.825049228730978,2.887995994028103,2.8585638328224294,YU
5.5,2.8693911371124106,2.933261997573896,2.9033842147231894,YU
6,2.9091847552113017,2.975779576213789,2.944917368041492,YU
6.5,2.946447497851632,3.0154069951357347,2.98365033520512,YU
7,2.979733801097017,3.0528272600414583,3.019966965611537,YU
7.5,3.010578889902631,3.088610001149449,3.054175445796919,YU
8,3.0408394869483653,3.1222177056090037,3.0865271690335714,YU
8.5,3.0688970237484092,3.154920821906634,3.117230032481471,YU
9,3.0951869097769147,3.1868403318709,3.1464580340866823,YU
9.5,3.120329354699278,3.217580235135491,3.1743583445455736,YU
10,3.145309197954907,3.247010185678676,3.201056614834261,YU
1,2.2330441107513117,2.3333776119678893,2.2827338531528447,TL
1.5,2.379629110371264,2.46114441811551,2.4208780647050143,TL
2,2.4880524239733544,2.5584070416450557,2.523944757151123,TL
2.5,2.575697540106127,2.6365692486383248,2.6069082406342936,TL
3,2.6491180434017596,2.7031205821435105,2.6767189728357526,TL
3.5,2.7122425738310785,2.7617511234283993,2.737202692651983,TL
4,2.766749291502734,2.8139892005410694,2.79070200687584,TL
4.5,2.815944179262687,2.8616306251328583,2.838760852470208,TL
5,2.859319041117531,2.905894677928369,2.88245329614628,TL
5.5,2.8988549267756314,2.947149771335808,2.9225581732599983,TL
6,2.93544779618381,2.9841851175506453,2.959659114114344,TL
6.5,2.968749379531646,3.0193468199832587,2.9942053133034445,TL
7,2.99902731975561,3.0533110089467725,3.0265502419882555,TL
7.5,3.0280897366354065,3.085853022232542,3.0569772905503276,TL
8,3.0548585291334653,3.116267668135764,3.0857173189218976,TL
8.5,3.0803971382839004,3.1447909191952843,3.112961007443134,TL
9,3.1053264029082888,3.172191434511297,3.1388677596445174,TL
9.5,3.1283817169663957,3.1986148000716272,3.1635722550402305,TL
10,3.150107425211807,3.2241298393031155,3.1871893616131,TL
1,2.1409620114919723,2.284420409488602,2.2187093246557468,TS
1.5,2.3174702420576847,2.435481846043023,2.3814142731622967,TS
2,2.4486782759986925,2.550676565575843,2.5040639935435145,TS
2.5,2.554745063142737,2.6428845458111794,2.6035457105644264,TS
3,2.644006855710793,2.72283286401686,2.6877640947996437,TS
3.5,2.721206147330045,2.7922956214933907,2.761098163434444,TS
4,2.7892427315259916,2.8559987360881443,2.826243367441717,TS
4.5,2.8506185874675105,2.9138660230361926,2.884984061547802,TS
5,2.9055363483755765,2.967256991129828,2.938566331573203,TS
5.5,2.9517653076564434,3.017353897325524,2.987896815256685,TS
6,2.9952423082262385,3.064242400158398,3.0336569796141504,TS
6.5,3.037029741010714,3.1086743930447094,3.076372765530178,TS
7,3.0752080796888785,3.151201818035584,3.1164590790301947,TS
7.5,3.110425537674585,3.1912618255942786,3.1542493376048903,TS
8,3.1428516884842934,3.229585205870971,3.190015740013284,TS
8.5,3.174462265504948,3.2679417140562785,3.223983562081021,TS
9,3.2049662239801213,3.3039684216833156,3.2563414823732844,TS
9.5,3.2336115022133427,3.337159158659892,3.2872491967282884,TS
10,3.2604624774470192,3.3694988848102865,3.3168431368906983,TS
1,2.0476123116744036,2.1001887313994567,2.0757015226313187,CS
1.5,2.1362618651391516,2.1799251063197644,2.15950585649397,CS
2,2.2014847837313707,2.238281422502057,2.221013212257448,CS
2.5,2.2534961865363092,2.2850236502109817,2.269927768666334,CS
3,2.296419500293964,2.324439913955823,2.31069371870254,CS
3.5,2.332718474924246,2.358736737386232,2.345732368187433,CS
