species_no,q2.5,q97.5,mean,dataset
10,2.7478406916154974,2.948244892991706,2.8493460880015387,YU
1,2.053339796487625,2.297570429402254,2.1751596535773747,TL
1.5,2.158020818257214,2.358485556897945,2.260665705830571,TL
2,2.2361100572128736,2.406603383090459,2.323429395921351,TL
2.5,2.297998554580962,2.4449227156013564,2.373348404977919,TL
3,2.350531221522726,2.4775862956162333,2.4149555142244425,TL
3.5,2.3926014165648377,2.5064872717379587,2.450720317970705,TL
4,2.4293737074525046,2.5372070773545925,2.482142508448608,TL
4.5,2.4580570620888733,2.565676882930726,2.51020357671856,TL
5,2.4847923573487907,2.5923050907747403,2.535582177116663,TL
5.5,2.50689381378472,2.617423843818376,2.5587677869563574,TL
6,2.5229599770849336,2.6401101080989537,2.580125443741505,TL
6.5,2.539953002867691,2.663455986967801,2.599934880399291,TL
7,2.5539401697735866,2.6839229969064378,2.6184153445711016,TL
7.5,2.566045625752621,2.7052202273049835,2.6357419718670494,TL
8,2.579927510890026,2.724580016520244,2.652056950216892,TL
8.5,2.59225868872132,2.7429752362744124,2.6674773495471453,TL
9,2.6037662128609993,2.7588157046195136,2.682100747473964,TL
9.5,2.615148912364914,2.777197127916081,2.696009357603402,TL
10,2.625105501893892,2.792744274290713,2.7092731157047414,TL
1,2.0894063232931455,2.354420253793041,2.222514777794433,TS
1.5,2.2098602606530755,2.429088963079889,2.3210390078597105,TS
2,2.2987247555418486,2.485079075147696,2.3936537877575232,TS
2.5,2.369497012742216,2.527783581150448,2.45158187734998,TS
3,2.4271850895835576,2.567841440739116,2.4999800404956116,TS
3.5,2.4732186515046575,2.6063510696855685,2.5416649764362576,TS
4,2.5150505840376196,2.6389160550953483,2.5783506961239477,TS
4.5,2.549296805035188,2.671445565958006,2.611160913104866,TS
5,2.580209209360166,2.7035122855752145,2.6408737986061843,TS
5.5,2.6070509621792763,2.7293642174903927,2.668051357286295,TS
6,2.6333742993613987,2.755512370159492,2.693113218059436,TS
6.5,2.653993195428145,2.7827329332026003,2.716381297501201,TS
7,2.6726945406152476,2.8084161343607996,2.738108156573699,TS
7.5,2.6885306659404113,2.8335312034384494,2.7584957264744467,TS
8,2.7026405189662794,2.855709390030526,2.7777080890233132,TS
8.5,2.7154356542591467,2.87669853559186,2.7958804473997008,TS
9,2.7284002324269094,2.8977708323255746,2.8131255768611503,TS
9.5,2.7409911583230238,2.9177419320181226,2.829538562018679,TS
10,2.7531042905301186,2.9385139765110724,2.845200340750956,TS
1,1.8816279023143685,2.0143831060648725,1.9536118746756326,CS
1.5,1.9279816562711074,2.0353314135522744,1.9872246061785872,CS
2,1.9603362139384697,2.052013678257181,2.011447139094054,CS
2.5,1.9859683759909583,2.066954033022459,2.0304524615701,CS
3,2.006716949505109,2.0789306794372417,2.0461231383329417,CS
3.5,2.0227838034440606,2.0894544774805706,2.0594731641418678,CS
4,2.0357560738687996,2.099954737067885,2.0711125898434606,CS
4.5,2.0463700139380565,2.110393009899096,2.081437538566606,CS
5,2.05404781886786,2.120425927307258,2.090720046096325,CS
5.5,2.0617293494416913,2.1291338902063295,2.099155136617298,CS
6,2.0675389961125097,2.138104326286653,2.1068874685107457,CS
6.5,2.0748626050595043,2.1464371432797233,2.1140273530211147,CS
7,2.0787584531657486,2.154859577898371,2.1206608623541636,CS
7.5,2.084823312596815,2.1619399510441712,2.1268564675757635,CS
8,2.0887856786002517,2.169291577949955,2.1326695458028144,CS
8.5,2.0930113478496315,2.17670103463957,2.1381455288915596,CS
9,2.0957153260895596,2.1837215291139707,2.1433221576365633,CS
9.5,2.098982863255818,2.1904803406641826,2.1482311303866664,CS
10,2.1025345433551044,2.197366639373152,2.1528993315856804,CS
1,1.7027707519273403,1.9310499825205976,1.8167690176767737,CR
1.5,1.8161361799325197,2.0050390352748613,1.910670049851285,CR
2,1.9010606595717903,2.0571503111633933,1.9802894324389417,CR
2.5,1.9698051003150225,2.103438435062788,2.036071862745645,CR
3,2.023151951426602,2.143933359801336,2.082839902962274,CR
3.5,2.0714300410702813,2.1789323056836025,2.123237455968374,CR
4,2.109008391285374,2.209524682678459,2.158878225198113,CR
4.5,2.1429272391620664,2.23829441520396,2.190822852985923,CR
5,2.173625249930309,2.2678813173587744,2.219807453904293,CR
5.5,2.199859881014762,2.2951292774557914,2.246364694948227,CR
6,2.221859020720776,2.3234916445457885,2.2708929943794396,CR
6.5,2.241948726309766,2.3479689471408762,2.293698480995396,CR
7,2.25908013380936,2.3739128097533437,2.315021677149975,CR
7.5,2.2755383137519973,2.3973931526696646,2.335055145339657,CR
8,2.2925122571823144,2.419872545875001,2.3539555483170225,CR
8.5,2.305891018752308,2.443024478989452,2.3718521248708884,CR
9,2.320379192938754,2.4634979846026486,2.3888527917394526,CR
9.5,2.3332710335261524,2.4830215384653997,2.4050486296192926,CR
10,2.3441127040395595,2.5017159113906557,2.4205172425487205,CR
1,2.127852669221498,2.3265163841690106,2.2263973039646174,HA
1.5,2.23400178221584,2.3937563042198775,2.313142372091902,HA
2,2.3105135677605637,2.4454367159589765,2.376776464559024,HA
2.5,2.368788415800457,2.487232191117866,2.427364492920211,HA
3,2.416633484888352,2.5222572691339225,2.4695136668347963,HA
3.5,2.4556906638771396,2.553814449531514,2.50573322432379,HA
4,2.489868746757305,2.58223871860999,2.5375464793906817,HA
4.5,2.51943804433078,2.608167862682712,2.5659501304274115,HA
5,2.543878529816479,2.6341517598409703,2.591633194651318,HA
5.5,2.5672010943661503,2.6592935029281284,2.615092525966127,HA
6,2.586773167806572,2.6821144250326667,2.6366985975406205,HA
6.5,2.6052392565707607,2.704498132538002,2.6567352619679188,HA
7,2.6206856843320034,2.7252885975526757,2.675424962845683,HA
7.5,2.6349944850377383,2.7447063155541853,2.69294536438819,HA
8,2.6471195016795015,2.764261534614002,2.709440689047035,HA
8.5,2.65933092283364,2.7824763539535695,2.7250296677069445,HA
9,2.6705717729569085,2.799980323757191,2.739811251303429,HA
9.5,2.681554046863437,2.816753418905184,2.7538688017166164,HA
10,2.6913174298729423,2.8327024474406897,2.7672732244129983,HA
1,2.044899742922254,2.2652882621444017,2.1506852520218165,BC
1.5,2.1726548538571815,2.3551483287613557,2.260056423347461,BC
2,2.2659505760065213,2.422172102932193,2.341069406955836,BC
2.5,2.3385700205175635,2.4753439512167903,2.405935447185629,BC
3,2.401845270846274,2.5223343984026183,2.4602886602478504,BC
3.5,2.45493526708127,2.562313133682106,2.507216142253166,BC
4,2.4991159678536414,2.5996535790354405,2.5486012343755022,BC
4.5,2.535832703624558,2.6363125465423467,2.5856813211739658,BC
5,2.568852380625198,2.6681963854778314,2.6193148888992575,BC
5.5,2.5998815930869057,2.6994686425382604,2.6501229674690916,BC
6,2.6268237900274913,2.7314140191338567,2.678569941600863,BC
6.5,2.6498349330473623,2.7599507304894377,2.705012537891726,BC
7,2.6711854661682484,2.7886211537780823,2.7297309693079113,BC
7.5,2.6905699185756893,2.814749394981672,2.752949527669017,BC
8,2.70898669786769,2.8378890906146563,2.774850654129776,BC
8.5,2.726070785140645,2.862688600633478,2.7955848259249714,BC
9,2.742649996866241,2.8868937512462782,2.8152776727861206,BC
9.5,2.7581227202864325,2.9086562973390127,2.834035207909716,BC
10,2.772176609723726,2.9315873940680044,2.851947744585953,BC
1,2.270493649872768,2.3076707281426434,2.2891789925482513,GL
1.5,2.455080611406864,2.487557955556398,2.4714892515576716,GL
2,2.595320975460345,2.6236450704593293,2.609581102496028,GL
2.5,2.709734085407184,2.734822706166135,2.721986058222993,GL
3,2.806472800261278,2.8289121077710773,2.817413031482964,GL
3.5,2.8905455830018005,2.910882652106889,2.900701209108479,GL
4,2.9652625965994677,2.9840803811113283,2.9748366340540042,GL
4.5,3.0327037073650636,3.0504877424308563,3.041800141484389,GL
5,3.094173961327715,3.111740699317689,3.102977520531622,GL
5.5,3.150346146246801,3.168256255930957,3.1593786598019045,GL
6,3.2019789774293748,3.2206496579928996,3.211763715609574,GL
6.5,3.250555931562573,3.270116430310059,3.260720116548046,GL
7,3.2960556175528226,3.316490422825874,3.3067118218381824,GL
7.5,3.338784465550096,3.36026410093674,3.350112072946972,GL
8,3.379420082724816,3.402027269685985,3.3912258872505325,GL
8.5,3.417755186818693,3.4417420335430813,3.4303059385316934,GL
9,3.454018895471941,3.4796897436912744,3.467564038198085,GL
9.5,3.488759876329768,3.5160538293524546,3.5031796095036616,GL
10,3.522097346894892,3.551186883533776,3.5373060571467105,GL
1,2.0395683891703453,2.294425368132608,2.1658368785803854,KW
1.5,2.1521769737472787,2.3579016085070674,2.2531003576729964,KW
2,2.2313745707408312,2.4064717254344457,2.3172102076249446,KW
2.5,2.293723582608819,2.444151299671939,2.3682329553552885,KW
3,2.34558983687965,2.477533613122856,2.4107819732656233,KW
3.5,2.3900967626327905,2.5099156366563946,2.447372123933422,KW
4,2.4245132727297616,2.5366915209256597,2.4795312622927934,KW
4.5,2.453647876426117,2.56470881230237,2.508259683709249,KW
5,2.4784867243778543,2.5906293229329602,2.534249268754099,KW
5.5,2.4992283197053675,2.615934813677105,2.5579991770359007,KW
6,2.5186215949547623,2.641920419699983,2.5798817624587387,KW
6.5,2.5369170078266707,2.6648047326767443,2.600182431092678,KW
7,2.5537246277501784,2.6866900655691888,2.6191249247544093,KW
7.5,2.568007561203476,2.706223438002883,2.6368880041610643,KW
8,2.5781037835298766,2.7258797743023657,2.653616826852608,KW
8.5,2.591158399917981,2.7453493079010656,2.6694309281175395,KW
9,2.6019902823260277,2.764532372086343,2.6844299563419116,KW
9.5,2.6123877305288024,2.782593715526782,2.698697882453398,KW
10,2.622289341757056,2.7994649048142186,2.7123061472291026,KW
1,1.8010521654268687,2.0043848982218146,1.9106544640444352,MN
1.5,1.8714919862467618,2.037423746322195,1.9621010873543598,MN
2,1.9229798356430343,2.063496600199553,1.9994915501043422,MN
2.5,1.9636664103519421,2.0859596385191774,2.0290131995801888,MN
3,1.9961134066428179,2.104556465878428,2.0534767018761366,MN
3.5,2.0242043146422355,2.121059078058849,2.0744039486688064,MN
4,2.0426870448623666,2.1366465930493974,2.092714491784613,MN
4.5,2.0614794807417485,2.151729764082526,2.1090075907133286,MN
5,2.0769237057095458,2.1671707439128745,2.123696080834085,MN
5.5,2.0891166083201904,2.1818884072793843,2.1370767505903614,MN
6,2.098875187351945,2.196061533557425,2.1493702911084025,MN
6.5,2.1075673932631505,2.2083199670771556,2.1607453742854696,MN
7,2.1155528702793105,2.221131932854434,2.1713338816561594,MN
7.5,2.1223885092646695,2.232633774742285,2.18124092611109,MN
8,2.127859107768166,2.2450201769305225,2.190551669895355,MN
8.5,2.133336085019903,2.2560636630610196,2.1993360961344477,MN
9,2.1390860273334367,2.266750145962426,2.2076524305407657,MN
9.5,2.1447628242853605,2.276847230766439,2.2155496477895955,MN
10,2.148283829330829,2.2873870253526456,2.2230693419926983,MN
1,2.155026046605556,2.385847837497285,2.26489502193014,NO
1.5,2.2786862687142877,2.468818347185718,2.3681530967882836,NO
2,2.3671926129620813,2.5291284085608186,2.444317062071185,NO
2.5,2.436894633285634,2.577574153195577,2.5051116645650215,NO
3,2.4941570806348583,2.623566803849298,2.5559279556573116,NO
3.5,2.544781631974732,2.6626161267922086,2.5997121065715847,NO
4,2.586062871896121,2.6947768955601683,2.638257653105317,NO
4.5,2.620587794365563,2.7276209128258038,2.6727408533215624,NO
5,2.652025941083132,2.7581860695364964,2.7039765094454467,NO
5.5,2.680731600872174,2.7893919012482273,2.7325532366569623,NO
6,2.70598439815941,2.816424052034878,2.758910636545413,NO
6.5,2.727053549561404,2.8417427972039837,2.783386019447795,NO
7,2.747680561697266,2.8678937364513493,2.806244074967248,NO
7.5,2.7656155727091045,2.8917089404967506,2.8276964693565922,NO
8,2.781829229839384,2.9155401979566142,2.847915223197781,NO
8.5,2.796544566817693,2.9394169487284865,2.8670421029880773,NO
9,2.8114614872643178,2.960875976745079,2.8851953755538156,NO
9.5,2.8257835141149266,2.9828321376586895,2.902474769086222,NO
10,2.838590709252369,3.0021784805801137,2.9189651849630747,NO
1,2.004847066979042,2.2392351242744,2.123106163395126,AB
1.5,2.0728898512392315,2.2651763271155048,2.170207689037366,AB
2,2.1250534574061026,2.286109590290022,2.2043247940808666,AB
2.5,2.1616569829853862,2.3012211135706186,2.231195009215916,AB
3,2.191201765269162,2.3164461477695166,2.253417437356364,AB
3.5,2.2149855337797644,2.3327743890047996,2.272396443725592,AB
4,2.234285405074138,2.348173254036385,2.2889791130502743,AB
4.5,2.249318403610424,2.3601183836542345,2.3037166791379855,AB
5,2.262083950058068,2.3744695769973614,2.3169884151013456,AB
5.5,2.2719846139940683,2.388930697266377,2.3290666789423438,AB
6,2.2811670399435178,2.4000008645873394,2.340153794120523,AB
6.5,2.289696024033377,2.4127755825064816,2.350404255101684,AB
7,2.2970089246082996,2.424946992730257,2.359938758909656,AB
7.5,2.3030707913017374,2.4372508469793823,2.368853431156372,AB
8,2.307318134575692,2.4506812594909295,2.3772260978671134,AB
8.5,2.3115046220730946,2.462931331391877,2.385120671635595,AB
9,2.31623415250083,2.4728934696224467,2.392590294887153,AB
9.5,2.3196119204115533,2.4822504559685874,2.3996796408664127,AB
10,2.323401174902453,2.4920180577053332,2.406426629830487,AB
1,1.9893062890393505,2.213383578770368,2.1126480582569207,II
1.5,2.062151927303898,2.241929016529393,2.1605337235578985,II
2,2.1129477505700516,2.2641089468217266,2.195224603718683,II
2.5,2.153424166868868,2.280937981261161,2.2225500469002974,II
3,2.1850560263800505,2.298384783204579,2.24515112922559,II
3.5,2.2096476575878112,2.3155634955527926,2.2644550500415157,II
4,2.2293581385832506,2.330553711642054,2.2813227425476748,II
4.5,2.244484903522991,2.3453465241408167,2.2963144935434223,II
5,2.25870895840281,2.359694168672626,2.3098158294560838,II
5.5,2.268599336377022,2.3723381029612725,2.3221036142732503,II
6,2.276032430742088,2.385327711298696,2.3333835290068277,II
6.5,2.2849093334309254,2.3983695108263836,2.343812639016564,II
7,2.2923614103153898,2.4111818007649664,2.3535136548367714,II
7.5,2.2992137685502123,2.423955955903551,2.3625843093602357,II
8,2.305723967724191,2.43519650564849,2.371103732666921,II
8.5,2.3107144845573693,2.445773950769338,2.379136910374759,II
9,2.315831620459318,2.455190868234315,2.386737878747737,II
9.5,2.3199255855859873,2.4664815917122476,2.393952063709103,II
10,2.322986077797387,2.4757300701614287,2.400818025447057,II
1,2.091565284732816,2.3115773890485904,2.201665496636399,MI
1.5,2.2192341307753787,2.399008390596204,2.3098961982524093,MI
2,2.31232433618881,2.4648104947808367,2.389951875519002,MI
2.5,2.3867917459999437,2.5212535650313734,2.453984951355381,MI
3,2.4478636443141477,2.567552536643945,2.5075959835458703,MI
3.5,2.4985979507241285,2.6112292559111157,2.5538510008464925,MI
4,2.542023818663844,2.648779967682569,2.5946191628079793,MI
4.5,2.581416532447454,2.6821724484732306,2.6311277986490285,MI
5,2.614087658561685,2.714534546634301,2.6642279745097017,MI
5.5,2.643781782611392,2.7465314681975226,2.694535068981204,MI
6,2.668321330777349,2.774699227652011,2.722509050889512,MI
6.5,2.6900970085101807,2.80352806844997,2.7485031224058947,MI
7,2.711169204381382,2.830175338216012,2.772794633014143,MI
7.5,2.731593073941247,2.8556186556779877,2.7956055124478127,MI
8,2.7491972751027385,2.8800579336510888,2.817116227683213,MI
8.5,2.767018206152632,2.9039608947410143,2.837475587033433,MI
9,2.783736611235417,2.927375825701159,2.856807795126687,MI
9.5,2.7973284767617352,2.9500220555034518,2.8752176373758593,MI
10,2.8100327526617095,2.9712708836956363,2.8927943608509596,MI
