taxon_common_name,subgroup,genus_species,location_of_study,methylmercury,number_of_samples,biblio_id,bibliography,dataset
halibut-California,finfish,Paralichthys californicus,US-California,33.706,25,karimi,San Francisco Estuary Institute. 2007. California Bay  Delta Authority Fish Mercury Project: Year 2 Annual Report (Sport Fish Sampling and Analysis). Contribution no. 535. Available: http://legacy.sfei.org/rmp/data/rmpfishtissue.htm [accessed 10 April 2008].,karimi
halibut-California,finfish,Paralichthys californicus,US,26.289090909090906,11,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
halibut-California,finfish,Paralichthys californicus,US-California,13.1258365,24,karimi,USEPA (U.S. Environmental Protection Agency) Region 9 and NOAA (National Oceanic and Atmospheric Administration. 2007. 2002-2004 Southern California Coastal Marine Fish Contaminants Survey. Available: http://earth1.epa.gov/region09/features/pvshelf/montrose_report.pdf [accessed 14 August 2007].,karimi
halibut-Pacific,finfish,Hippoglossus stenolepis,US-Alaska & Canada-BC,20.339613999999997,1146,karimi,"Hall AS, Teeny FM, Lewis LG, Hardman WH, Gauglitz EJ. 1976. Mercury in fish and shellfish of northeast pacific. 1. Pacific Halibut, Hippoglossus stenolepis. Fishery Bulletin 74(4):783-789.",karimi
halibut-Pacific,finfish,Hippoglossus stenolepis,US-WA & OR,42.75,81,karimi,"Hall AS, Teeny FM, Lewis LG, Hardman WH, Gauglitz EJ. 1976. Mercury in fish and shellfish of northeast pacific. 1. Pacific Halibut, Hippoglossus stenolepis. Fishery Bulletin 74(4):783-789.",karimi
halibut-Pacific,finfish,Hippoglossus stenolepis,US-Alaska,19.512999999999998,118,karimi,International Pacific Halibut Commission. 2003. Methylmercury and Heavy Metal Contaminant Levels in Alaskan Halibut. Available: http://www.iphc.washington.edu/halcom/pubs/rara/2003rara/2k308RARA.pdf [accessed 19 July 2004].,karimi
halibut-Pacific,finfish,Hippoglossus stenolepis,US-Alaska,27.549999999999994,1685,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,karimi
herring-Atlantic,finfish,Clupea harengus,Canada-Bay of Fundy,0.9454210000000001,54,karimi,"Braune BM. 1987. Mercury accumulation in relation to size and age of atlantic herring (Clupea harengus harengus) from the southwestern Bay of Fundy, Canada. Arch Environ Contam Toxicol 16(3):311-320.",karimi
herring-Atlantic,finfish,Clupea harengus,US-Atlantic,9.879999999999999,3,karimi,"Gerhart EH. 1977. Concentrations of total mercury in several fishes from Delaware Bay, 1975. Pesticides Monitoring Journal 11(3):132-133.",karimi
herring-Atlantic,finfish,Clupea harengus,Canada-Bay of Fundy,3.8189999999999995,16,karimi,"Harding G, Dalziel J, Vass P. 2005. Prevalence and bioaccumulation of methylmercury in the food web of the Bay of Fundy, Gulf of Maine. In: The Changing Bay of Fundy -Beyond 400 Years Proceedings of the 6th Bay of Fundy Workshop (Percy JA, Evans AJ, Wells PG, Rolston SJ, eds). Cornwalis, Nova Scotia. September 29 -October 2, 2004. Environment Canada, Atlantic Region, 76-77.",karimi
herring-Atlantic,finfish,Clupea harengus,Arctic,0.95,10,karimi,"Jaeger I, Hop H, Gabrielsen GW. 2009. Biomagnification of mercury in selected species from an Arctic marine food web in Svalbard. Sci Total Environ 407(16):4744-4751.",karimi
herring-Atlantic,finfish,Clupea harengus,Baltic Sea,1.9,12,karimi,"Nfon E, Cousins IT, Jarvinen O, Mukherjee AB, Verta M, Broman D. 2009. Trophodynamics of mercury and other trace elements in a pelagic food chain from the Baltic Sea. Sci Total Environ 407(24):6267-6274.",karimi
herring-Atlantic,finfish,Clupea harengus,US-Maryland,7.505,1,karimi,State of Maryland. 2007. Toxics Data Sets. Available: http://archive.chesapeakebay.net/data/historicaldb/toxicsmain.htm [accessed 24 October 2007].,karimi
herring-Atlantic,finfish,Clupea harengus,US,12.540000000000001,7,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
herring-blueback,finfish,Alosa aestivalis,US-Virginia,9.12309632360074,1,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
herring-blueback,finfish,Alosa aestivalis,US-Virginia,30.503480160544637,1,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
herring-blueback,finfish,Alosa aestivalis,US,4.3000000000000025,38,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
herring-Pacific,finfish,Clupea pallasii,US-California,1.615,3,karimi,"Greenfield BK, Jahn A. 2010. Mercury in San Francisco Bay forage fish. Environ Pollut 158(8):27162724.",karimi
herring-Pacific,finfish,Clupea pallasii,Canada,2.945,25,karimi,"Lockhart WL, Stern GA, Low G, Hendzel M, Boila G, Roach P, et al. 2005. A history of total mercury in edible muscle of fish from lakes in northern Canada. Sci Total Environ 351:427-463.",karimi
herring-Pacific,finfish,Clupea pallasii,US-California,1.805,1,karimi,San Francisco Estuary Institute. 2007. California Bay  Delta Authority Fish Mercury Project: Year 2 Annual Report (Sport Fish Sampling and Analysis). Contribution no. 535. Available: http://legacy.sfei.org/rmp/data/rmpfishtissue.htm [accessed 10 April 2008].,karimi
herring-Pacific,finfish,Clupea pallasii,US,3.7049999999999996,121,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
lingcod,finfish,Ophiodon elongatus,US-Alaska,14.0201,5,karimi,Bloom NS. 1992. On the chemical form of mercury in edible fish and marine invertebrate tissue Can J Fish Aquat Sci 49(5):1010-1017.,karimi
lingcod,finfish,Ophiodon elongatus,US-Alaska,41.8,215,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,karimi
lingcod,finfish,Ophiodon elongatus,US-California,31.729999999999997,1,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
lobster-American,finfish,Homarus americanus,US-NY-Long Island Sound,13.3,13,karimi,"Hammerschmidt CR, Fitzgerald WF. 2006. Bioaccumulation and trophic transfer of methylmercury in Long Island Sound. Arch Environ Contam Toxicol 51(3):416-424.",karimi
lobster-American,finfish,Homarus americanus,US-New Jersey,15.094444444444445,9,karimi,State of New Jersey. 2004. Routine Monitoring For Toxics in Fish Program Available: http://www.state.nj.us/dep/dsr/task1.pdf (Task I-Appendix I. Draft Summary of Chemical Contaminant Concentrations) and http://www.state.nj.us/dep/dsr/task2.pdf (Task 2) [accessed 29 November 2011].,karimi
lobster-American,finfish,Homarus americanus,US,4.2384615384615385,13,karimi,USEPA (U.S. Environmental Protection Agency). 2008. National Coastal Assessment. Available: http://www.epa.gov/emap/nca/html/data/index.html [accessed 3 October 2008].,karimi
lobster-American,finfish,Homarus americanus,US,15.864999999999998,10,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
mackerel-Atlantic,finfish,Scomber scombrus,US,3.8445312499999997,64,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
mackerel-cero,finfish,Scomberomorus regalis,US,25.080000000000002,1,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
mackerel-chub (Pacific),finfish,Scomber japonicus,US-California,7.750641499999999,28,karimi,USEPA (U.S. Environmental Protection Agency) Region 9 and NOAA (National Oceanic and Atmospheric Administration. 2007. 2002-2004 Southern California Coastal Marine Fish Contaminants Survey. Available: http://earth1.epa.gov/region09/features/pvshelf/montrose_report.pdf [accessed 14 August 2007].,karimi
mackerel-king,finfish,Scomberomorus cavalla,US-Atlantic,89.3,143,karimi,"Adams DH, McMichael RH. 2007. Mercury in king mackerel, Scomberomorus cavalla, and Spanish mackerel, S-maculatus, from waters of the south-eastern USA: regional and historical trends. Mar Freshw Res 58(2):187-193.",karimi
mackerel-king,finfish,Scomberomorus cavalla,US-Gulf,143.45,136,karimi,"Adams DH, McMichael RH. 2007. Mercury in king mackerel, Scomberomorus cavalla, and Spanish mackerel, S-maculatus, from waters of the south-eastern USA: regional and historical trends. Mar Freshw Res 58(2):187-193.",karimi
mackerel-king,finfish,Scomberomorus cavalla,US-Gulf,91.19999999999999,39,karimi,"Cai Y, Rooker JR, Gill GA, Turner JP. 2007. Bioaccumulation of mercury in pelagic fishes from the northern Gulf of Mexico. Can J Fish Aquat Sci 64(3):458-469.",karimi
mackerel-king,finfish,Scomberomorus cavalla,US-Louisiana,78.24912499999999,8,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,karimi
mackerel-king,finfish,Scomberomorus cavalla,US-Louisiana,125.43310606060605,33,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,karimi
mackerel-king,finfish,Scomberomorus cavalla,US,104.5448268398268,205,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
mackerel-Spanish,finfish,Scomberomorus maculatus,US-Atlantic,30.4,195,karimi,"Adams DH, McMichael RH. 2007. Mercury in king mackerel, Scomberomorus cavalla, and Spanish mackerel, S-maculatus, from waters of the south-eastern USA: regional and historical trends. Mar Freshw Res 58(2):187-193.",karimi
mackerel-Spanish,finfish,Scomberomorus maculatus,US-Gulf,50.349999999999994,385,karimi,"Adams DH, McMichael RH. 2007. Mercury in king mackerel, Scomberomorus cavalla, and Spanish mackerel, S-maculatus, from waters of the south-eastern USA: regional and historical trends. Mar Freshw Res 58(2):187-193.",karimi
mackerel-Spanish,finfish,Scomberomorus maculatus,US-Louisiana,26.315,1,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,karimi
mackerel-Spanish,finfish,Scomberomorus maculatus,US,30.246034482758628,58,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
marlin-blue,finfish,Makaira nigricans,"(market, US-WA)",64.619,10,karimi,Bloom NS. 1992. On the chemical form of mercury in edible fish and marine invertebrate tissue Can J Fish Aquat Sci 49(5):1010-1017.,karimi
marlin-blue,finfish,Makaira nigricans,US-Gulf,999.4,9,karimi,"Cai Y, Rooker JR, Gill GA, Turner JP. 2007. Bioaccumulation of mercury in pelagic fishes from the northern Gulf of Mexico. Can J Fish Aquat Sci 64(3):458-469.",karimi
marlin-blue,finfish,Makaira nigricans,US-Hawaii,226.1,50,karimi,"Kaneko JJ, Ralston NVC. 2007. Selenium and mercury in pelagic fish in the central north pacific near Hawaii. Biol Trace Elem Res 119:242-254.",karimi
marlin-blue,finfish,Makaira nigricans,US-Hawaii,296.4,46,karimi,"National Marine Fisheries Service. 1975. Southwest Fisheries Center Administrative Report No. 2H, 1975, Mercury in the Pacific Blue Marlin.",karimi
marlin-blue,finfish,Makaira nigricans,US-Hawaii,88.35,29,karimi,"Rivers JB, Pearson JE, Shultz CD. 1972. Total and organic mercury in marine fish. Bull Environ Contam Toxicol 8(5):257-265.",karimi
marlin-blue,finfish,Makaira nigricans,US-Hawaii,38,46,karimi,"Shultz CD, Ito BM. 1979. Mercury and selenium in blue marlin, Makaira nigricans, from the Hawaiian Islands. Fishery Bulletin 76(4):872-879.",karimi
marlin-blue,finfish,Makaira nigricans,US,133,1,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
marlin-Pacific blue,finfish,Makaira nigricans,US-Hawaii,42.75,35,karimi,"Shultz CD, Crear D. 1976. Distribution of total and organic mercury in 7 tissues of Pacific blue marlin, Makaira nigricans. Pacific Science 30(2):101-107.",karimi
marlin-Pacific blue,finfish,Makaira nigricans,US-Hawaii,404.7,42,karimi,"Thieleke J. 1973. Mercury Levels in five Species of Commercially Important Pelagic fish Taken From the Pacific Ocean Near Hawaii [PhD Dissertation]. Madison, WI: University of Wisconsin, Madison.",karimi
marlin-striped,finfish,Kajikia audax,US-Hawaii,44.65,30,karimi,"Kaneko JJ, Ralston NVC. 2007. Selenium and mercury in pelagic fish in the central north pacific near Hawaii. Biol Trace Elem Res 119:242-254.",karimi
marlin-striped,finfish,Kajikia audax,US-Pacific,76,56,karimi,"Shomura R, Craig W. 1974. Mercury in Several Species of Billfishes Taken Off Hawaii and Southern California Kailua-Kona, Hawaii:Proceedings of the International Billfish Symposium.",karimi
marlin-striped,finfish,Kajikia audax,Mexico-Gulf of California,163.4,12,karimi,"Soto-Jimenez MF, Amezcua F, Gonzalez-Ledesma R. 2010. Nonessential Metals in Striped Marlin and Indo-Pacific Sailfish in the Southeast Gulf of California, Mexico: Concentration and Assessment of Human Health Risk. Arch Environ Contam Toxicol 58(3):810-818.",karimi
marlin-white,finfish,Kajikia albida,US,25.65,1,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
mullet-striped,finfish,Mugil cephalus,US-Virginia,2.106922070681704,3,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
mullet-striped,finfish,Mugil cephalus,US-Virginia,10.181723948446397,2,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
mullet-striped,finfish,Mugil cephalus,US,4.596115702479327,121,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
mullet-striped,finfish,Mugil cephalus,US,4.75,1,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
mussel-blue,mollusc,Mytilus edulis,US-Rhode Island,0.44999999999999996,160,karimi,"Piraino MN, Taylor DL. 2009. Bioaccumulation and trophic transfer of mercury in striped bass (Morone saxatilis) and tautog (Tautoga onitis) from the Narragansett Bay (Rhode Island, USA). Mar Environ Res 67(3):117-128.",karimi
mussel-Pacific blue,mollusc,Mytilus edulis,US-Alaska,0.5399999999999999,23,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,karimi
mussels-blue,mollusc,Mytilus edulis,US-Oregon,0.48,24,karimi,"Caldwell RS, Buhler DR. 1983. Heavy metals in estuarine shellfish from Oregon Arch Environ Contam Toxicol 12(1):15-23.",karimi
mussels-blue,mollusc,Mytilus edulis,Canada-Bay of Fundy,0.6,32,karimi,"Legrand M, Arp P, Ritchie C, Chan HM. 2005. Mercury exposure in two coastal communities of the Bay of Fundy, Canada. Environ Res 98(1):14-21.",karimi
mussels-blue,mollusc,Mytilus edulis,US-Maine,1.23315014016,75,karimi,NOAA (National Oceanic and Atmospheric Administration). 2008. National Status and Trends Mussel Watch Program. Available: http://nsandt.noaa.gov/ [accessed 9 September 2008].,karimi
mussels-blue,mollusc,Mytilus edulis,US-Virginia,0.45716220792414497,1,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
mussels-blue,mollusc,Mytilus edulis,US,2.55,2,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
mussels-California,mollusc,Mytilus californianus,US-Oregon,0.6,6,karimi,"Caldwell RS, Buhler DR. 1983. Heavy metals in estuarine shellfish from Oregon Arch Environ Contam Toxicol 12(1):15-23.",karimi
mussels-California,mollusc,Mytilus californianus,US,1.6364516129032256,93,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
oysters,mollusc,Crassostrea virginica,US-Virginia,0.15,1,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
oysters,mollusc,Crassostrea virginica,US,2.3016,75,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
oysters-eastern,mollusc,Crassostrea virginica,US-Atlantic,2.4917647058823524,17,karimi,"Delaware River Basin Commission. 2011. Fish and Shellfish Tissue Data, DRBC EPA Coastal 2000. Available: http://www.state.nj.us/drbc/fishtiss.htm [accessed 3 February 2011].",karimi
oysters-eastern,mollusc,Crassostrea virginica,US-Mississippi,0.18,7,karimi,"Elston R, Cake EW, Humphrey K, Isphording WC, Rensel JE. 2005. Dioxin and heavy-metal contamination of shellfish and sediments in St. Louis Bay, Mississippi and adjacent marine waters. J Shellfish Res 24(1):227-241.",karimi
oysters-eastern,mollusc,Crassostrea virginica,US-Florida,0.8999999999999999,16,karimi,"Fisher WS, Oliver LM, Winstead JT, Long ER. 2000. A survey of oysters Crassostrea virginica from Tampa Bay, Florida: associations of internal defense measurements with contaminant burdens. Aquat Toxicol 51(1):115-138.",karimi
oysters-eastern,mollusc,Crassostrea virginica,US-Gulf,0.561,10,karimi,"Karouna-Renier NK, Snyder RA, Allison JG, Wagner MG, Rao KR. 2007. Accumulation of organic and inorganic contaminants in shellfish collected in estuarine waters near Pensacola, Florida: Contamination profiles and risks to human consumers. Environ Pollut 145(2):474-488.",karimi
oysters-eastern,mollusc,Crassostrea virginica,US-Atlantic,0.34049999999999997,200,karimi,"Kawaguchi T, Porter D, Bushek D, Jones B. 1999. Mercury in the American oyster Crassostrea virginica in South Carolina, USA, and public health concerns. Mar Pollut Bull 38(4):324-327.",karimi
oysters-eastern,mollusc,Crassostrea virginica,US-Flori (Pensacola),0.8982,4,karimi,"Lewis MA, Quarles RL, Dantin DD, Moore JC. 2004. Evaluation of a Florida coastal golf complex as a local and watershed source of bioavailable contaminants. Mar Pollut Bull 48(3-4):254-262.",karimi
oysters-eastern,mollusc,Crassostrea virginica,US-Louisiana,2.04,1,karimi,"Mueller CS, Ramelow GJ, Beck JN. 1989. Mercury in the Calcasieu River Lake Complex, Louisiana. Bull Environ Contam Toxicol 42(1):71-80.",karimi
oysters-eastern,mollusc,Crassostrea virginica,US,0.7432171003098608,2059,karimi,NOAA (National Oceanic and Atmospheric Administration). 2008. National Status and Trends Mussel Watch Program. Available: http://nsandt.noaa.gov/ [accessed 9 September 2008].,karimi
oysters-eastern,mollusc,Crassostrea virginica,US-Georgia,1.7853333333333334,9,karimi,"Sajwan KS, Kumar KS, Paramasivam S, Compton SS, Richardson JP. 2008. Elemental status in sediment and American oyster collected from Savannah marsh/estuarine ecosystem: A preliminary assessment. Arch Environ Contam Toxicol 54(2):245-258.",karimi
oysters-eastern,mollusc,Crassostrea virginica,US-Maryland,0.32018524272496807,2158,karimi,State of Maryland. 2007. Toxics Data Sets. Available: http://archive.chesapeakebay.net/data/historicaldb/toxicsmain.htm [accessed 24 October 2007].,karimi
oysters-eastern,mollusc,Crassostrea virginica,US-Virginia,0.6681953027085148,2,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
oysters-eastern,mollusc,Crassostrea virginica,US-Virginia,0.9767549274209127,1,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
oysters-eastern,mollusc,Crassostrea virginica,US-Virginia,1.5688734430121734,9,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
oysters-Pacific,mollusc,Crassostrea gigas,US-Alaska,0.36,16,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,karimi
oysters-Pacific,mollusc,Crassostrea gigas,US,1.6449999999999998,66,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
perch-white,finfish,Morone americana,US-Atlantic,11.938333333333334,12,karimi,"Delaware River Basin Commission. 2011. Fish and Shellfish Tissue Data, DRBC EPA Coastal 2000. Available: http://www.state.nj.us/drbc/fishtiss.htm [accessed 3 February 2011].",karimi
perch-white,finfish,Morone americana,US-Delaware,13.621538461538462,13,karimi,State of Delaware. 2010. Department of Natural Resources and Environmental Control Open Files. Available: http://www.dnrec.state.de.us/fw/advisory.htm [accessed 29 November 2010].,karimi
perch-white,finfish,Morone americana,US-Maryland,13.611384385989782,18,karimi,State of Maryland. 2007. Toxics Data Sets. Available: http://archive.chesapeakebay.net/data/historicaldb/toxicsmain.htm [accessed 24 October 2007].,karimi
perch-white,finfish,Morone americana,US-New Jersey,23.063888888888883,9,karimi,State of New Jersey. 2004. Routine Monitoring For Toxics in Fish Program Available: http://www.state.nj.us/dep/dsr/task1.pdf (Task I-Appendix I. Draft Summary of Chemical Contaminant Concentrations) and http://www.state.nj.us/dep/dsr/task2.pdf (Task 2) [accessed 29 November 2011].,karimi
perch-white,finfish,Morone americana,US-Virginia,8.509576703386893,58,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
perch-white,finfish,Morone americana,US,11.589999999999998,163,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
perch-white,finfish,Morone americana,US-Atlantic,9.4525,18,karimi,USEPA (U.S. Environmental Protection Agency). 2011b. Environmental Monitoring and Assessment Program (EMAP). Available: http://www.epa.gov/emap/ (Virginian Province 1991-1993) [accessed 3 February 2011].,karimi
perch-yellow,finfish,Perca flavescens,US-Atlantic,10.45,1,karimi,"Delaware River Basin Commission. 2011. Fish and Shellfish Tissue Data, DRBC EPA Coastal 2000. Available: http://www.state.nj.us/drbc/fishtiss.htm [accessed 3 February 2011].",karimi
perch-yellow,finfish,Perca flavescens,Canada - Ontario lakes,12.36045,67,karimi,"Ethier ALM, Scheuhammer AM, Bond DE. 2008. Correlates of mercury in fish from lakes near Clyde Forks, Ontario, Canada. Environ Pollut 154(1):89-97.",karimi
perch-yellow,finfish,Perca flavescens,Canada-Lake Erie,6.618333333333333,30,karimi,"Kelso JRM, Frank R. 1974. Organochlorine residues, mercury, copper and cadmium in yellow perch, white bass and smallmouth bass, Long Point Bay, Lake Erie. Trans Am Fish Soc 103(3):577-581.",karimi
perch-yellow,finfish,Perca flavescens,Canada - Ontario lakes,7.662699999999998,15,karimi,"Kidd KA, Hesslein RH, Fudge RJP, Hallard KA. 1995. The influence of trophic level as measured by delta N-15 on mercury concentrations in freshwater organisms. Water Air Soil Pollut 80(14):1011-1015.",karimi
perch-yellow,finfish,Perca flavescens,Canada - Ontario lakes,11.209999999999999,29,karimi,"Schetagne R, Doyon JF, Fournier JJ. 2000. Export of mercury downstream from reservoirs. Sci Total Environ 260(1-3):135-145.",karimi
perch-yellow,finfish,Perca flavescens,US-Delaware,16.15,2,karimi,State of Delaware. 2010. Department of Natural Resources and Environmental Control Open Files. Available: http://www.dnrec.state.de.us/fw/advisory.htm [accessed 29 November 2010].,karimi
perch-yellow,finfish,Perca flavescens,US-Michigan,8.31371794871795,39,karimi,State of Maryland. 2007. Toxics Data Sets. Available: http://archive.chesapeakebay.net/data/historicaldb/toxicsmain.htm [accessed 24 October 2007].,karimi
perch-yellow,finfish,Perca flavescens,US-Michigan,8.31371794871795,39,karimi,State of Maryland. 2007. Toxics Data Sets. Available: http://archive.chesapeakebay.net/data/historicaldb/toxicsmain.htm [accessed 24 October 2007].,karimi
perch-yellow,finfish,Perca flavescens,US-North Carolina,41.345652173913045,23,karimi,"State of North Carolina. 2011. Statewide Fish Tissue Metals Results Available: http://portal.ncdenr.org/web/wq/ess/bau/fish-tissue-data, for 1990-2010 [accessed 26 January 2011].",karimi
perch-yellow,finfish,Perca flavescens,US-Virginia,14.62100302763585,17,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,karimi
perch-yellow,finfish,Perca flavescens,US,10.355,266,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
perch-yellow,finfish,Perca flavescens,US,11.044960571428568,280,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,karimi
pike-northern,finfish,Esox lucius,Canada - Ontario lakes,70.509,18,karimi,"Kidd KA, Hesslein RH, Fudge RJP, Hallard KA. 1995. The influence of trophic level as measured by delta N-15 on mercury concentrations in freshwater organisms. Water Air Soil Pollut 80(14):1011-1015.",karimi
pike-northern,finfish,Esox lucius,Canada - Ontario lakes,49.4,79,karimi,"Wren CD, Scheider WA, Wales DL, Muncaster BW, Gray IM. 1991. Relation between Mercury Concentrations in Walleye (Stizostedion vitreum vitreum) and Northern Pike (Esox lucius) in Ontario Lakes and Influence of Environmental-Factors. Can J Fish Aquat Sci 48(1):132-139.",karimi
pike-northern,finfish,Esox lucius,Canada - Northern Manitoba,53.32254999999999,54,karimi,"Brinkmann L, Rasmussen JB. 2010. High levels of mercury in biota of a new Prairie irrigation reservoir with a simplified food web in Southern Alberta, Canada. Hydrobiologia 641(1):11-21.",karimi
pike-northern,finfish,Esox lucius,Canada-Canadian Shield,48.9915,19,karimi,"Garcia E, Carignan R. 2000. Mercury concentrations in northern pike (Esox lucius) from boreal lakes with logged, burned, or undisturbed catchments. Can J Fish Aquat Sci 57:129-135.",karimi
pike-northern,finfish,Esox lucius,Canada - Northern Manitoba,127.3,7,karimi,"Jackson TA. 1991. Biological and environmental control of mercury accumulation by fish in lakes and reservoirs of Northern Manitoba, Canada. Can J Fish Aquat Sci 48(12):2449-2470.",karimi
pike-northern,finfish,Esox lucius,Northern Canada-lakes/river systems,35.91,1169,karimi,"Lockhart WL, Stern GA, Low G, Hendzel M, Boila G, Roach P, et al. 2005. A history of total mercury in edible muscle of fish from lakes in northern Canada. Sci Total Environ 351:427-463.",karimi
