taxon_common_name,subgroup,genus_species,location_of_study,methylmercury,number_of_samples,biblio_id,bibliography,dataset
NA,finfish,lutjanus synagris,NA,32.3,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,lutjanus synagris,NA,25.65,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,lutjanus synagris,NA,16.15,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,lutjanus synagris,NA,23.75,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,ocyurus chrysurus,NA,14.25,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,ocyurus chrysurus,NA,11.399999999999999,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,rhomboplites aurorubens,NA,23.75,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,rhomboplites aurorubens,NA,9.5,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,lobotes surinamensis,NA,12.35,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,lobotes surinamensis,NA,25.65,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,lobotes surinamensis,NA,6.65,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,diapterus plumieri,NA,7.6,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,diapterus plumieri,NA,11.399999999999999,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,diapterus plumieri,NA,11.399999999999999,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,diapterus auratus,NA,17.099999999999998,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,haemulon plumieri,NA,47.5,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,haemulon plumieri,NA,21.849999999999998,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,haemulon plumieri,NA,30.4,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,haemulon plumieri,NA,25.65,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,haemulon sciurus,NA,26.6,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,orthopristis chrysoptera,NA,19,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,orthopristis chrysoptera,NA,24.7,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,orthopristis chrysoptera,NA,13.3,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,orthopristis chrysoptera,NA,11.399999999999999,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,orthopristis chrysoptera,NA,18.05,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,orthopristis chrysoptera,NA,6.65,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,archosargus probatocephalus,NA,16.15,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,archosargus probatocephalus,NA,19.95,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,archosargus probatocephalus,NA,22.799999999999997,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,archosargus probatocephalus,NA,15.2,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,archosargus probatocephalus,NA,15.2,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,archosargus probatocephalus,NA,18.05,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,archosargus probatocephalus,NA,14.25,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,archosargus rhomboidalis,NA,17.099999999999998,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,lagodon rhomboides,NA,14.25,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,lagodon rhomboides,NA,32.3,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,lagodon rhomboides,NA,5.699999999999999,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,bairdiella chrysoura,NA,27.549999999999994,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,bairdiella chrysoura,NA,33.25,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,bairdiella chrysoura,NA,43.699999999999996,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,bairdiella chrysoura,NA,22.799999999999997,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,bairdiella chrysoura,NA,33.25,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,cynoscion arenarius,NA,76.95,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,cynoscion arenarius,NA,32.3,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,cynoscion arenarius,NA,43.699999999999996,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,cynoscion nebulosus,NA,31.349999999999998,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,cynoscion nebulosus,NA,39.9,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,cynoscion nebulosus,NA,42.75,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,cynoscion nebulosus,NA,40.85,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,cynoscion nebulosus,NA,38,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,cynoscion nebulosus,NA,44.65,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,cynoscion nebulosus,NA,15.2,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,cynoscion nebulosus,NA,60.8,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,cynoscion nebulosus,NA,38,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,cynoscion nothus,NA,22.799999999999997,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,cynoscion nothus,NA,44.65,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,cynoscion regalis/arenarius,NA,27.549999999999994,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,cynoscion regalis/arenarius,NA,12.35,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,cynoscion regalis/arenarius,NA,10.45,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,leiostomus xanthurus,NA,13.3,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,leiostomus xanthurus,NA,15.2,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,leiostomus xanthurus,NA,11.399999999999999,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,leiostomus xanthurus,NA,3.8,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,leiostomus xanthurus,NA,7.6,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
NA,finfish,leiostomus xanthurus,NA,10.45,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and
estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9.
2nd ed. rev. 57 pp.",adams
