FD,region
3.0013038336013165,Abenaki
4.273460866375646,Bella Coola
4.2428414632430025,Central Salish
3.2940476471047866,Cree
4.299422868484888,global
4.084861428622502,Haida
4.738098379615419,Inuit-Inupiaq
4.273460866375646,Kwakiutl
4.968944985738013,Micmac
2.7780741656213097,Montagnais-Naskapi
4.502651136471705,Nootkan
4.750528355050631,Tlingit
4.273460866375646,Tsimshian
4.05059234436939,Wampanoag
4.22457407095327,Yupik
