fdis,targets,replicate,grams_required
1.7892032459914884,4,10,306.3321145569787
1.7840189012853807,4,10,256.5301323041942
1.7129097849175121,4,10,388.11824602582357
1.6888492863342477,4,10,507.7297829858138
1.7444831838729258,4,10,264.40669173885635
1.6686807740259084,4,10,196.31366561238957
1.7259985862142337,4,10,343.43857693415697
1.7070438179376688,4,10,524.1840565536355
1.7575415709618494,4,10,477.94377965021596
1.7650184586808517,4,10,133.60096409877653
1.6194782760472637,4,10,500.21083291118117
1.739369623580113,4,10,356.29461615824283
1.7348561513941683,4,10,202.03721229877587
1.7107271375030908,4,10,167.79615637331864
1.6461215158717273,4,10,453.34427749812926
1.7902402661556962,4,10,437.33549301478035
1.7228811801650799,4,10,327.4680353433935
1.7648399893423217,4,10,297.96220720080834
1.754513680667617,4,10,280.0400143236224
1.585374055946491,4,10,393.7403184997728
1.6542433674040773,4,10,151.50072226766957
1.8238803312429908,4,10,470.77505079046307
1.8117820571135836,4,10,414.5914182858597
1.7019455151659966,4,10,245.56329491372153
1.7356707232665964,4,10,303.7638999105986
1.7249385061691787,4,10,234.2105728289429
1.7772955838314661,4,10,173.08312623092263
1.7926098537452007,4,10,206.1882509144397
1.8277781441772905,4,10,356.5786722124555
1.7872176541475788,4,10,292.55166593023745
1.7076480824107627,4,10,337.98525025214775
1.806536088050014,4,10,320.96336559807656
1.7990948294056441,4,10,149.4410489654667
1.829055616919176,4,10,604.3274159607187
1.704574409844859,4,10,306.0205874075093
1.5998755253529098,4,10,487.0416952143322
1.756822591101067,4,10,204.33430507613002
1.8021917876118998,4,10,193.11697830293198
1.822880239746496,4,10,349.11912073702933
1.8485814084325907,4,10,413.48960615115016
1.75757060545303,4,10,214.4267796652116
1.7096030248692042,4,10,335.5074005787503
1.8565840694881257,4,10,487.5406283856988
1.7094207764181586,4,10,453.7815915946348
1.575939200828013,4,10,222.95278252297913
1.7874347812059903,4,10,313.186515989444
1.8321165818663392,4,10,515.0766512749364
1.814007651013186,4,10,385.8865564984368
1.8014800117258898,4,10,246.5629580249394
1.7965899896489088,4,10,343.54696334703806
1.7572819966724988,4,10,376.5388410273932
1.6997522201968542,4,10,384.9340656062375
1.750696693762499,4,10,204.603968180294
1.6662068725788277,4,10,183.91920763474465
1.6665671458340878,4,10,232.60126768660064
1.7754316497456841,4,10,183.61896765573988
1.7165188852692765,4,10,176.08752275659737
1.764830164037166,4,10,184.4668990098428
1.7956446695681332,4,10,246.13797791790714
1.8777376037644047,4,10,267.8281571258522
1.7616297601403588,4,10,247.96234645850078
1.6602426272965474,4,10,287.6835480970932
1.791595204148867,4,10,207.13842750402455
1.8063643620346077,4,10,231.76587354811022
1.7945571179482467,4,10,334.15944975077275
1.7532411558933032,4,10,227.50898328700052
1.743796869252614,4,10,243.0954518849866
1.6951144435789622,4,10,211.15650948134208
1.787596118305983,4,10,267.1842886503768
1.8364525786675263,4,10,592.8839806042241
1.7304545134291829,4,10,482.56725781155745
1.763450626604019,4,10,558.6789218625452
1.7993650912336339,4,10,219.81296998288164
1.7212482591292566,4,10,187.30990274750926
