page_id,level_1,level_2,common_name,latin_name,part,preparation,reference,nutrient,concentration
6431,Fish,Saltwater Fish,Pacific Herring,Clupea pallasii,muscle,raw,79,zn_mg,0.5
6431,Fish,Saltwater Fish,American Shad,Alosa sapidissima,muscle,raw,62,zn_mg,0.37
6431,Fish,Saltwater Fish,American Shad,Alosa sapidissima,muscle,raw,63,zn_mg,0.37
6431,Fish,Saltwater Fish,American Shad,Alosa sapidissima,muscle,raw,79,zn_mg,0.3
6431,Fish,Saltwater Fish,Atlantic Herring,Clupea harengus,muscle,raw,62,zn_mg,0.99
6431,Fish,Saltwater Fish,Atlantic Herring,Clupea harengus,muscle,raw,63,zn_mg,0.99
6431,Fish,Saltwater Fish,Atlantic Herring,Clupea harengus,muscle,raw,82,zn_mg,0.85
6431,Fish,Saltwater Fish,Atlantic Herring,Clupea harengus,muscle,raw,27,zn_mg,0.701
6431,Fish,Saltwater Fish,Atlantic Herring,Clupea harengus,muscle,raw,79,zn_mg,0.8
6431,Fish,Saltwater Fish,Sardine,Sardinops spp.,muscle,raw,27,zn_mg,1.03
6431,Fish,Saltwater Fish,Sardine,Sardinops spp.,muscle,raw,79,zn_mg,1
6432,Fish,Saltwater Fish,Cod and Relatives,Gadiformes,muscle,raw,53,zn_mg,0.37
6432,Fish,Saltwater Fish,Cod and Relatives,Gadiformes,muscle,raw,27,zn_mg,1.05
6432,Fish,Saltwater Fish,Cod and Relatives,Gadidae,muscle,raw,88,zn_mg,0.88
6432,Fish,Saltwater Fish,Cod and Relatives,Gadidae,muscle,raw,82,zn_mg,0.5
6432,Fish,Saltwater Fish,Cod and Relatives,Gadidae,muscle,raw,27,zn_mg,0.793
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,63,zn_mg,0.45
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,27,zn_mg,0.589
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,liver,raw,82,zn_mg,1.94
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,eggs,raw,82,zn_mg,2.2
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,79,zn_mg,0.6
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,82,zn_mg,0.38
6432,Fish,Saltwater Fish,Pacific Cod,Gadus macrocephalus,muscle,raw,63,zn_mg,0.4
6432,Fish,Saltwater Fish,Pacific Cod,Gadus macrocephalus,muscle,raw,79,zn_mg,0.3
6432,Fish,Saltwater Fish,Arctic Cod,Boreogadus saida,muscle,raw,2,zn_mg,0.5
6432,Fish,Saltwater Fish,Pollocks,Theragra chalcogramma and Pollachius virens,muscle,raw,62,zn_mg,0.47
6432,Fish,Saltwater Fish,Pollocks,Theragra chalcogramma and Pollachius virens,muscle,raw,82,zn_mg,0.3
6432,Fish,Saltwater Fish,Pollock,Pollachius virens,not specified,raw,88,zn_mg,0.47
6432,Fish,Saltwater Fish,Alaska Pollock,Theragra chalcogramma,muscle,raw,63,zn_mg,0.44
6432,Fish,Saltwater Fish,Silver Hake,Merluccius bilinearis,muscle,raw,79,zn_mg,0.4
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,muscle,raw,88,zn_mg,0.48
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,muscle,raw,27,zn_mg,0.788
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,muscle,raw,82,zn_mg,0.3
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,muscle,raw,79,zn_mg,0.6
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,not specified,raw,88,zn_mg,0.37
6433,Fish,Saltwater Fish,Lingcod,Ophiodon elongatus,muscle,raw,63,zn_mg,0.45
6433,Fish,Saltwater Fish,Lingcod,Ophiodon elongatus,muscle,raw,27,zn_mg,0.03
6433,Fish,Saltwater Fish,Lingcod,Ophiodon elongatus,muscle,raw,79,zn_mg,0.4
6436,Fish,Saltwater Fish,Rockfish,Sebastes spp.,muscle,raw,62,zn_mg,0.53
6436,Fish,Saltwater Fish,Rockfish,Sebastes spp.,muscle,raw,27,zn_mg,0.147
6436,Fish,Saltwater Fish,Golden Redfish,Sebastes norvegicus,muscle,raw,27,zn_mg,0.683
6436,Fish,Saltwater Fish,Golden Redfish,Sebastes norvegicus,muscle,raw,79,zn_mg,0.7
6436,Fish,Saltwater Fish,Canary Rockfish,Sebastes pinniger,muscle,raw,79,zn_mg,0.4
6436,Fish,Saltwater Fish,Yellowtail Rockfish,Sebastes flavidus,muscle,raw,79,zn_mg,0.4
6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,muscle,raw,79,zn_mg,0.3
6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,not specified,raw,88,zn_mg,0.32
6437,Fish,Saltwater Fish,Striped Bass,Morone saxatillis,muscle,raw,62,zn_mg,0.4
6437,Fish,Saltwater Fish,Striped Bass,Morone saxatillis,muscle,raw,63,zn_mg,0.4
6437,Fish,Saltwater Fish,Striped Bass,Morone saxatillis,muscle,raw,27,zn_mg,0.27
6437,Fish,Saltwater Fish,Striped Bass,Morone saxatillis,muscle,raw,79,zn_mg,0.3
6437,Fish,Saltwater Fish,Black Sea Bass,Centropristes striata,muscle,raw,65,zn_mg,0.341
6437,Fish,Saltwater Fish,Black Sea Bass,Centropristes striata,muscle,raw,27,zn_mg,0.142
6437,Fish,Saltwater Fish,Black Sea Bass,Centropristes striata,not specified,raw,88,zn_mg,0.4
6437,Fish,Saltwater Fish,Black Sea Bass,Centropristes striata,muscle,raw,79,zn_mg,0.4
6437,Fish,Saltwater Fish,Bluefish,Pomatomus saltatrix,muscle,raw,62,zn_mg,0.81
6437,Fish,Saltwater Fish,Bluefish,Pomatomus saltatrix,muscle,raw,63,zn_mg,0.81
6437,Fish,Saltwater Fish,Bluefish,Pomatomus saltatrix,muscle,raw,65,zn_mg,0.763
6437,Fish,Saltwater Fish,Bluefish,Pomatomus saltatrix,muscle,raw,79,zn_mg,0.8
6437,Fish,Saltwater Fish,Atlantic Croaker,Micropogonias undulatus,muscle,raw,65,zn_mg,0.371
6437,Fish,Saltwater Fish,Atlantic Croaker,Micropogonias undulatus,muscle,raw,79,zn_mg,0.4
6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,muscle,raw,27,zn_mg,0.398
6437,Fish,Saltwater Fish,Flathead Gray Mullet,Mugil cephalus,muscle,raw,79,zn_mg,0.6
6437,Fish,Saltwater Fish,Porgies,Sparidae,muscle,raw,27,zn_mg,1.92
6437,Fish,Saltwater Fish,Porgies,Sparidae,muscle,raw,82,zn_mg,0.42
6437,Fish,Saltwater Fish,Porgies,Sparidae,muscle,raw,88,zn_mg,0.39
6437,Fish,Saltwater Fish,Porgies,Sparidae,muscle,raw,63,zn_mg,0.63
6437,Fish,Saltwater Fish,Porgies,Sparidae,muscle,raw,79,zn_mg,0.5
6438,Fish,Saltwater Fish,Sculpins,Cottidae,"whole, no skin",raw,4,zn_mg,0.9
6438,Fish,Saltwater Fish,Shorthorn Sculpin,Myoxocephalus scorpius,muscle,raw,50,zn_mg,4.3
6438,Fish,Saltwater Fish,Shorthorn Sculpin,Myoxocephalus scorpius,liver,raw,50,zn_mg,10
6440,Fish,Saltwater Fish,Sharks,Squaliformes,muscle,raw,88,zn_mg,0.43
6440,Fish,Saltwater Fish,Sharks,Squaliformes,muscle,raw,15,zn_mg,0.43
6440,Fish,Saltwater Fish,Spiny Dogfish,Squalus acanthias,muscle,raw,27,zn_mg,0.52
6440,Fish,Saltwater Fish,Spiny Dogfish,Squalus acanthias,muscle,raw,27,zn_mg,0.819
6440,Fish,Saltwater Fish,Spiny Dogfish,Squalus acanthias,muscle,raw,79,zn_mg,0.5
6441,Fish,Saltwater Fish,Skates,Rajidae,muscle,raw,27,zn_mg,0.98
6442,Fish,Saltwater Fish,Tuna and Mackerel,Scombridae,muscle,raw,27,zn_mg,1.13
6442,Fish,Saltwater Fish,Bluefin Tuna,Thunnus spp.,muscle,raw,63,zn_mg,0.6
6442,Fish,Saltwater Fish,Bluefin Tuna,Thunnus spp.,muscle,raw,82,zn_mg,0.08
6442,Fish,Saltwater Fish,Bluefin Tuna,Thunnus spp.,muscle,raw,79,zn_mg,0.6
6442,Fish,Saltwater Fish,Mackerel,Scomber spp.,muscle,raw,10,zn_mg,0.5
6442,Fish,Saltwater Fish,Mackerel,Scomber spp.,muscle,raw,27,zn_mg,0.538
6442,Fish,Saltwater Fish,Atlantic Mackerel,Scomber scombrus,muscle,raw,63,zn_mg,0.63
6442,Fish,Saltwater Fish,Atlantic Mackerel,Scomber scombrus,muscle,raw,82,zn_mg,0.1
6442,Fish,Saltwater Fish,Atlantic Mackerel,Scomber scombrus,muscle,raw,27,zn_mg,0.639
6442,Fish,Saltwater Fish,Atlantic Mackerel,Scomber scombrus,muscle,raw,79,zn_mg,0.6
6443,Fish,Saltwater Fish,Wolf-eel and Relatives,Anarhichadidae,muscle,raw,63,zn_mg,1
6445,Fish,Saltwater Fish,Anchovies,Engraulidae,muscle,raw,27,zn_mg,0.88
6445,Fish,Saltwater Fish,Anchovies,Engraulidae,muscle,raw,79,zn_mg,0.9
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",muscle,raw (Alaska Native),88,fe_mg,0.29
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,not specified,raw (Alaska Native),88,fe_mg,0.56
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,not specified,raw (Alaska Native),88,fe_mg,0.55
6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw (Alaska Native),88,fe_mg,0.53
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,not specified,raw (Alaska Native),88,fe_mg,0.79
6151,Fish,Freshwater Fish,Trout,"Salvelinus spp., Oncorhynchus spp., Salmo salar",muscle,raw,88,fe_mg,1.5
6151,Fish,Freshwater Fish,Trout,"Salvelinus spp., Oncorhynchus spp., Salmo salar",muscle,raw,36,fe_mg,0.441
6151,Fish,Freshwater Fish,Trout,"Salvelinus spp., Oncorhynchus spp., Salmo salar",muscle,raw,53,fe_mg,0.4
6151,Fish,Freshwater Fish,Trout,"Salvelinus spp., Oncorhynchus spp., Salmo salar",muscle,raw,62,fe_mg,1.5
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,82,fe_mg,0.75
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,24,fe_mg,0.5
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,43,fe_mg,0.2
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,2,fe_mg,0.3
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,27,fe_mg,0.478
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,liver,raw,43,fe_mg,6
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,eggs,raw,43,fe_mg,0.4
6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,79,fe_mg,0.7
6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,82,fe_mg,0.4
6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,13,fe_mg,1.9
6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,63,fe_mg,0.7
6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,27,fe_mg,2.37
6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,whole,raw,27,fe_mg,3.392
6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,79,fe_mg,1.5
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,65,fe_mg,0.226
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,43,fe_mg,0.2
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,79,fe_mg,1.4
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,2,fe_mg,0.3
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,27,fe_mg,1.2
6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,7,fe_mg,1.3
6151,Fish,Freshwater Fish,Brown Trout,Salmo trutta,muscle,raw,82,fe_mg,0.7
6151,Fish,Freshwater Fish,Brown Trout,Salmo trutta,muscle,raw,27,fe_mg,1
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",muscle,raw,7,fe_mg,0.29
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",muscle,raw,13,fe_mg,0.37
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",muscle,raw,53,fe_mg,0.4
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",muscle,raw,82,fe_mg,0.5
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",muscle,raw,88,fe_mg,0.37
6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,muscle,raw,24,fe_mg,0.4
6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,muscle,raw,79,fe_mg,0.2
6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,not specified,raw,88,fe_mg,0.5
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,62,fe_mg,0.37
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,24,fe_mg,0.5
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,24,fe_mg,0.5
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,43,fe_mg,0.25
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,eggs,raw,24,fe_mg,3
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,eggs,raw,43,fe_mg,0.37
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,2,fe_mg,0.3
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,muscle,raw,79,fe_mg,0.3
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,muscle,raw,63,fe_mg,0.4
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,muscle,raw,43,fe_mg,0.46
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,muscle,raw,88,fe_mg,0.4
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,eggs,raw,43,fe_mg,0.22
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,muscle,raw,79,fe_mg,0.4
6388,Fish,Freshwater Fish,Lake Herring,Coregonus artedi,not specified,raw,86,fe_mg,0.4
6388,Fish,Freshwater Fish,Arctic Cisco,Coregonus autumnalis,muscle,raw,24,fe_mg,1
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,"head, eyes, cheeks + soft bones",raw,7,fe_mg,3.9
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,"head, eyes, cheeks + soft bones",raw,34,fe_mg,3.9
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,"head, eyes, cheeks + soft bones",raw,88,fe_mg,3.9
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,liver,raw,7,fe_mg,8.6
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,liver,raw,34,fe_mg,8.6
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,eggs,raw,7,fe_mg,0.9
6388,Fish,Freshwater Fish,Broad Whitefish,Coregonus nasus,eggs,raw,34,fe_mg,0.9
6403,Fish,Freshwater Fish,Longnose Sucker,Catostomus catostomus,muscle,raw,2,fe_mg,0.3
6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,muscle,raw,13,fe_mg,1.3
6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,muscle,raw,63,fe_mg,1.3
6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,muscle,raw,2,fe_mg,0.2
6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,muscle,raw,79,fe_mg,0.4
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,36,fe_mg,0.615
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,53,fe_mg,0.2
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,7,fe_mg,0.6
6404,Fish,Freshwater Fish,Pike,Esox spp.,liver,raw,7,fe_mg,2.1
6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,27,fe_mg,0.59
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,13,fe_mg,0.55
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,63,fe_mg,0.55
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,82,fe_mg,0.3
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,24,fe_mg,0.4
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,34,fe_mg,0.55
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,44,fe_mg,0.217
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,43,fe_mg,0.1
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,27,fe_mg,0.47
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,2,fe_mg,0.2
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,79,fe_mg,0.4
6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,liver,raw,43,fe_mg,0.99
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,62,fe_mg,0.9
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,34,fe_mg,0.6
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,53,fe_mg,0.3
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,13,fe_mg,0.9
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,63,fe_mg,0.9
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,24,fe_mg,0.4
6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,82,fe_mg,0.4
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,53,fe_mg,2
6405,Fish,Freshwater Fish,Burbot,Lota lota,liver,raw,24,fe_mg,2
6405,Fish,Freshwater Fish,Burbot,Lota lota,eggs,raw,53,fe_mg,1.3
6405,Fish,Freshwater Fish,Burbot,Lota lota,not specified,raw,86,fe_mg,0.3
6405,Fish,Freshwater Fish,Burbot,Lota lota,skin,raw,24,fe_mg,0.8
6406,Fish,Freshwater Fish,Arctic Grayling,Thymallus arcticus,muscle,raw,7,fe_mg,1
6406,Fish,Freshwater Fish,Arctic Grayling,Thymallus arcticus,muscle,raw,53,fe_mg,1
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,not specified,raw,87,fe_mg,1.3
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,not specified,raw,88,fe_mg,1.3
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,2,fe_mg,0.2
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,44,fe_mg,0.153
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,13,fe_mg,1.3
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,63,fe_mg,1.3
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,21,fe_mg,0.3
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,62,fe_mg,1.3
6407,Fish,Freshwater Fish,Walleye,Sander vitreus,muscle,raw,79,fe_mg,0.8
6407,Fish,Freshwater Fish,Sauger,Sander canadensis,muscle,raw,62,fe_mg,0.44
6407,Fish,Freshwater Fish,Sauger,Sander canadensis,muscle,raw,79,fe_mg,0.4
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,46,fe_mg,1.7
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,27,fe_mg,1.25
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,muscle,raw,79,fe_mg,1
6408,Fish,Freshwater Fish,Common Carp,Cyprinus carpio,not specified,raw,88,fe_mg,1.24
6408,Fish,Freshwater Fish,Goldfish,Carassius auratus,whole,raw,27,fe_mg,5.6
6409,Fish,Freshwater Fish,Bass,Micropterus spp.,muscle,raw,44,fe_mg,0.283
6409,Fish,Freshwater Fish,Bass,Micropterus spp.,not specified,raw,88,fe_mg,1.49
6410,Fish,Freshwater Fish,Catfish,Ictaluridae,muscle,raw,46,fe_mg,0.9
6410,Fish,Freshwater Fish,Catfish,Ictaluridae,muscle,raw,82,fe_mg,1
6410,Fish,Freshwater Fish,Catfish,Ictaluridae,muscle,raw,27,fe_mg,1.58
6410,Fish,Freshwater Fish,Channel Catfish,Ictalurus punctatus,muscle,raw,63,fe_mg,0.3
6410,Fish,Freshwater Fish,Channel Catfish,Ictalurus punctatus,muscle,raw,79,fe_mg,1
6410,Fish,Freshwater Fish,Brown Bullhead,Ameiurus nebulosus,muscle,raw,44,fe_mg,0.653
6411,Fish,Freshwater Fish,Perch and Darters,Percidae,muscle,raw,82,fe_mg,0.6
6411,Fish,Freshwater Fish,Perch and Darters,Percidae,not specified,raw,88,fe_mg,0.9
6411,Fish,Freshwater Fish,Yellow Perch,Perca flavescens,muscle,raw,44,fe_mg,0.209
6411,Fish,Freshwater Fish,Yellow Perch,Perca flavescens,muscle,raw,27,fe_mg,0.56
6411,Fish,Freshwater Fish,Yellow Perch,Perca flavescens,muscle,raw,79,fe_mg,0.6
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,whole,raw,7,fe_mg,4.6
6413,Fish,Freshwater Fish,Alaska Blackfish,Dallia pectoralis,whole,raw,34,fe_mg,4.6
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,muscle,raw,27,fe_mg,1.05
6414,Fish,Freshwater Fish,Freshwater Drum,Aplodinotus grunniens,not specified,raw,88,fe_mg,0.9
6415,Fish,Freshwater Fish,Sunfish,Lepomis spp.,muscle,raw,27,fe_mg,0.34
6417,Fish,Freshwater Fish,Gar,Lepisosteidae,muscle,raw,82,fe_mg,0.4
6418,Fish,Freshwater Fish,Pond Smelt,Hypomesus olidus,muscle,raw,27,fe_mg,5
6419,Fish,Freshwater Fish,Ninespine Stickleback,Gasterosteidae,muscle,raw,7,fe_mg,6.2
6419,Fish,Freshwater Fish,Ninespine Stickleback,Gasterosteidae,whole,raw,34,fe_mg,6.2
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,36,fe_mg,1
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,muscle,raw,53,fe_mg,0.9
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,53,fe_mg,1.6
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,86,fe_mg,0.7
6446,Fish,Searun Fish,Salmon,Oncorhynchus and Salmo spp.,eggs,raw,87,fe_mg,2
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,7,fe_mg,0.55
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,13,fe_mg,0.55
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,63,fe_mg,0.55
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,27,fe_mg,0.475
6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,79,fe_mg,0.5
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,7,fe_mg,0.7
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,13,fe_mg,0.7
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,63,fe_mg,0.56
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,58,fe_mg,1.8
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,27,fe_mg,1.345
6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,79,fe_mg,1.3
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,7,fe_mg,0.77
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,13,fe_mg,0.77
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,63,fe_mg,0.77
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,58,fe_mg,1.1
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,27,fe_mg,0.93
6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,79,fe_mg,0.9
6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,62,fe_mg,0.47
6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,7,fe_mg,0.5
6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,13,fe_mg,0.47
6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,63,fe_mg,0.47
6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,58,fe_mg,0.8
6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,27,fe_mg,1.18
6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,79,fe_mg,0.9
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,7,fe_mg,0.9
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,13,fe_mg,0.71
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,63,fe_mg,0.71
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,88,fe_mg,0.25
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,27,fe_mg,0.9
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,79,fe_mg,1.1
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,liver,raw,7,fe_mg,2.6
6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,liver,raw,34,fe_mg,2.6
6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,13,fe_mg,0.8
6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,63,fe_mg,0.8
6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,82,fe_mg,0.8
6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,10,fe_mg,0.7
